loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,st_teff,st_mass,st_rad,rowupdate,pl_facility,last_updated
1821,Kepler-1425,b,Kepler-1425 b,Transit,1,14.4541302,,,,,,0.084,,5718.0,0.97,0.95,2016-05-10,Kepler,2016-05-10
1822,Kepler-1426,b,Kepler-1426 b,Transit,1,14.2563227,,,,,,0.139,,5831.0,1.02,1.02,2016-05-10,Kepler,2016-05-10
1823,Kepler-1427,b,Kepler-1427 b,Transit,1,0.96897238,,,,,,0.098,,5793.0,1.01,1.01,2016-05-10,Kepler,2016-05-10
1824,Kepler-1428,b,Kepler-1428 b,Transit,1,10.67607169,,,,,,0.146,,6184.0,1.28,1.36,2016-05-10,Kepler,2016-05-10
1825,Kepler-1429,b,Kepler-1429 b,Transit,1,4.48487493,,,,,,0.115,,5902.0,1.05,1.07,2016-05-10,Kepler,2016-05-10
1826,Kepler-143,b,Kepler-143 b,Transit,2,16.007583,0.127,,,,,0.215,,5848.0,,1.36,2014-05-14,Kepler,2014-05-14
1827,Kepler-143,c,Kepler-143 c,Transit,2,27.082511,0.181,,,,,0.301,,5848.0,,1.36,2014-05-14,Kepler,2014-05-14
1828,Kepler-1430,b,Kepler-1430 b,Transit,1,2.46050993,,,,,,0.105,,4796.0,0.77,0.72,2016-05-10,Kepler,2016-05-10
1829,Kepler-1431,b,Kepler-1431 b,Transit,1,5.86601526,,,,,,0.131,,5806.0,1.03,1.03,2016-05-10,Kepler,2016-05-10
1830,Kepler-1432,b,Kepler-1432 b,Transit,1,23.9109011,,,,,,0.198,,6031.0,1.09,1.13,2016-05-10,Kepler,2016-05-10
1831,Kepler-1433,b,Kepler-1433 b,Transit,1,4.13592271,,,,,,0.139,,6097.0,1.14,1.19,2016-05-10,Kepler,2016-05-10
1832,Kepler-1434,b,Kepler-1434 b,Transit,1,8.05333618,,,,,,0.099,,6291.0,1.47,2.04,2016-05-10,Kepler,2016-05-10
1833,Kepler-1435,b,Kepler-1435 b,Transit,1,4.45343281,,,,,,0.077,,6356.0,1.21,1.32,2016-05-10,Kepler,2016-05-10
1834,Kepler-1436,b,Kepler-1436 b,Transit,1,9.705716,,,,,,0.11699999999999999,,5972.0,1.06,1.09,2016-05-10,Kepler,2016-05-10
1835,Kepler-1437,b,Kepler-1437 b,Transit,1,10.9295461,,,,,,0.122,,5557.0,0.93,0.9,2016-05-10,Kepler,2016-05-10
1836,Kepler-1438,b,Kepler-1438 b,Transit,1,2.31942009,,,,,,0.084,,5530.0,0.97,0.96,2016-05-10,Kepler,2016-05-10
1837,Kepler-1439,b,Kepler-1439 b,Transit,1,8.07392849,,,,,,0.13,,3578.0,0.46,0.43,2016-05-10,Kepler,2016-05-10
1838,Kepler-144,b,Kepler-144 b,Transit,2,5.885273,0.066,,,,,0.11900000000000001,,6075.0,,1.24,2014-05-14,Kepler,2014-05-14
1839,Kepler-144,c,Kepler-144 c,Transit,2,10.104665,0.094,,,,,0.12,,6075.0,,1.24,2014-05-14,Kepler,2014-05-14
1840,Kepler-1440,b,Kepler-1440 b,Transit,1,39.859484,,,,,,0.11199999999999999,,5698.0,0.98,0.96,2016-05-10,Kepler,2016-05-10
1841,Kepler-1441,b,Kepler-1441 b,Transit,1,39.4419839,,,,,,0.11699999999999999,,5802.0,1.0,1.0,2016-05-10,Kepler,2016-05-10
1842,Kepler-1442,b,Kepler-1442 b,Transit,1,81.4162941,,,,,,0.35100000000000003,,6394.0,1.34,1.44,2016-05-10,Kepler,2016-05-10
1843,Kepler-1443,b,Kepler-1443 b,Transit,1,2.41811321,,,,,,0.087,,6289.0,1.19,1.27,2016-05-10,Kepler,2016-05-10
1844,Kepler-1444,b,Kepler-1444 b,Transit,1,33.42035034,,,,,,0.19399999999999998,,5810.0,1.03,1.05,2016-05-10,Kepler,2016-05-10
1845,Kepler-1445,b,Kepler-1445 b,Transit,1,10.60052251,,,,,,0.086,,6150.0,1.13,1.26,2016-05-10,Kepler,2016-05-10
1846,Kepler-1446,b,Kepler-1446 b,Transit,1,0.68996783,,,,,,0.073,,4865.0,0.81,0.75,2016-05-10,Kepler,2016-05-10
1847,Kepler-1447,b,Kepler-1447 b,Transit,1,56.6747285,,,,,,0.259,,5722.0,0.97,0.95,2016-05-10,Kepler,2016-05-10
1848,Kepler-1448,b,Kepler-1448 b,Transit,1,12.27065865,,,,,,0.14400000000000002,,5774.0,0.95,0.93,2016-05-10,Kepler,2016-05-10
1849,Kepler-1449,b,Kepler-1449 b,Transit,1,13.2274528,,,,,,0.15,,5979.0,1.08,1.1,2016-05-10,Kepler,2016-05-10
1850,Kepler-145,b,Kepler-145 b,Transit,2,22.951,,,,0.117,Mass,0.23600000000000002,,6022.0,1.28,1.98,2014-05-14,Kepler,2014-05-14
1851,Kepler-145,c,Kepler-145 c,Transit,2,42.882,,,,0.25,Mass,0.385,,6022.0,1.28,1.98,2014-05-14,Kepler,2014-05-14
1852,Kepler-1450,b,Kepler-1450 b,Transit,1,54.5094166,,,,,,0.153,,4524.0,0.71,0.68,2016-05-10,Kepler,2016-05-10
1853,Kepler-1451,b,Kepler-1451 b,Transit,1,35.622233,,,,,,0.299,,5782.0,1.0,0.99,2016-05-10,Kepler,2016-05-10
1854,Kepler-1452,b,Kepler-1452 b,Transit,1,42.913751,,,,,,0.24100000000000002,,6101.0,1.41,2.06,2016-05-10,Kepler,2016-05-10
1855,Kepler-1453,b,Kepler-1453 b,Transit,1,47.1611696,,,,,,0.23800000000000002,,5665.0,0.97,0.94,2016-05-10,Kepler,2016-05-10
1856,Kepler-1454,b,Kepler-1454 b,Transit,1,47.0319479,,,,,,0.168,,5448.0,0.9,0.86,2016-05-10,Kepler,2016-05-10
1857,Kepler-1455,b,Kepler-1455 b,Transit,1,49.276764,,,,,,0.193,,4075.0,0.62,0.6,2016-05-10,Kepler,2016-05-10
1858,Kepler-1456,b,Kepler-1456 b,Transit,1,18.1373829,,,,,,0.102,,4231.0,0.64,0.62,2016-05-10,Kepler,2016-05-10
1859,Kepler-1457,b,Kepler-1457 b,Transit,1,51.1110243,,,,,,0.17800000000000002,,5866.0,1.01,1.01,2016-05-10,Kepler,2016-05-10
1860,Kepler-1458,b,Kepler-1458 b,Transit,1,47.9872764,,,,,,0.24600000000000002,,5653.0,0.96,0.94,2016-05-10,Kepler,2016-05-10
1861,Kepler-1459,b,Kepler-1459 b,Transit,1,62.8691611,,,,,,0.121,,4828.0,0.78,0.74,2016-05-10,Kepler,2016-05-10
1862,Kepler-146,b,Kepler-146 b,Transit,2,31.158799,0.2,,,,,0.331,,5948.0,,1.21,2014-05-14,Kepler,2014-05-14
1863,Kepler-146,c,Kepler-146 c,Transit,2,76.732171,0.364,,,,,0.27899999999999997,,5948.0,,1.21,2014-05-14,Kepler,2014-05-14
1864,Kepler-1460,b,Kepler-1460 b,Transit,1,29.9633247,,,,,,0.175,,4422.0,0.7,0.67,2016-05-10,Kepler,2016-05-10
1865,Kepler-1461,b,Kepler-1461 b,Transit,1,29.3494775,,,,,,0.18100000000000002,,4919.0,0.79,0.74,2016-05-10,Kepler,2016-05-10
1866,Kepler-1462,b,Kepler-1462 b,Transit,1,65.6488341,,,,,,0.341,,5756.0,1.0,1.0,2016-05-10,Kepler,2016-05-10
1867,Kepler-1463,b,Kepler-1463 b,Transit,1,25.15864,,,,,,0.166,,5679.0,0.96,0.95,2016-05-10,Kepler,2016-05-10
1868,Kepler-1464,b,Kepler-1464 b,Transit,2,31.7785901,,,,,,0.14800000000000002,,5828.0,1.02,1.01,2016-05-10,Kepler,2016-05-10
1869,Kepler-1464,c,Kepler-1464 c,Transit,2,5.32786292,,,,,,0.08900000000000001,,5828.0,1.02,1.01,2016-05-10,Kepler,2016-05-10
1870,Kepler-1465,b,Kepler-1465 b,Transit,1,31.8277111,,,,,,0.158,,4726.0,0.75,0.71,2016-05-10,Kepler,2016-05-10
1871,Kepler-1466,b,Kepler-1466 b,Transit,1,31.1750448,,,,,,0.138,,5884.0,1.01,1.02,2016-05-10,Kepler,2016-05-10
1872,Kepler-1467,b,Kepler-1467 b,Transit,1,47.0569043,,,,,,0.294,,5332.0,0.86,0.82,2016-05-10,Kepler,2016-05-10
1873,Kepler-1468,b,Kepler-1468 b,Transit,2,8.23984869,,,,,,0.154,,5893.0,1.04,1.05,2016-05-10,Kepler,2016-05-10
1874,Kepler-1468,c,Kepler-1468 c,Transit,2,3.54553021,,,,,,0.10300000000000001,,5893.0,1.04,1.05,2016-05-10,Kepler,2016-05-10
1875,Kepler-1469,b,Kepler-1469 b,Transit,1,21.8635301,,,,,,0.25,,5507.0,0.92,0.89,2016-05-10,Kepler,2016-05-10
1876,Kepler-147,b,Kepler-147 b,Transit,2,12.610584,0.113,,,,,0.136,,6012.0,,1.47,2014-05-14,Kepler,2014-05-14
1877,Kepler-147,c,Kepler-147 c,Transit,2,33.416423,0.216,,,,,0.217,,6012.0,,1.47,2014-05-14,Kepler,2014-05-14
1878,Kepler-1470,b,Kepler-1470 b,Transit,1,16.2950903,,,,,,0.095,,4961.0,0.8,0.76,2016-05-10,Kepler,2016-05-10
1879,Kepler-1471,b,Kepler-1471 b,Transit,1,3.63899398,,,,,,0.126,,5660.0,0.95,0.93,2016-05-10,Kepler,2016-05-10
1880,Kepler-1472,b,Kepler-1472 b,Transit,1,38.1312831,,,,,,0.17,,6159.0,1.16,1.25,2016-05-10,Kepler,2016-05-10
1881,Kepler-1473,b,Kepler-1473 b,Transit,1,14.4273551,,,,,,0.106,,6046.0,1.09,1.09,2016-05-10,Kepler,2016-05-10
1882,Kepler-1474,b,Kepler-1474 b,Transit,1,36.4333452,,,,,,0.193,,5870.0,1.04,1.04,2016-05-10,Kepler,2016-05-10
1883,Kepler-1475,b,Kepler-1475 b,Transit,1,82.177374,,,,,,0.261,,6214.0,1.18,1.28,2016-05-10,Kepler,2016-05-10
1884,Kepler-1476,b,Kepler-1476 b,Transit,1,10.35863224,,,,,,0.149,,5663.0,0.98,0.96,2016-05-10,Kepler,2016-05-10
1885,Kepler-1477,b,Kepler-1477 b,Transit,1,11.55530021,,,,,,0.105,,5100.0,0.81,0.78,2016-05-10,Kepler,2016-05-10
1886,Kepler-1478,b,Kepler-1478 b,Transit,1,26.0840594,,,,,,0.154,,5904.0,1.04,1.06,2016-05-10,Kepler,2016-05-10
1887,Kepler-1479,b,Kepler-1479 b,Transit,1,14.53261362,,,,,,0.163,,5796.0,0.99,0.98,2016-05-10,Kepler,2016-05-10
1888,Kepler-148,b,Kepler-148 b,Transit,3,1.729366,0.028,,,,,0.161,,5272.0,,0.85,2014-05-14,Kepler,2014-05-14
1889,Kepler-148,c,Kepler-148 c,Transit,3,4.180043,0.05,,,,,0.321,,5272.0,,0.85,2014-05-14,Kepler,2014-05-14
1890,Kepler-148,d,Kepler-148 d,Transit,3,51.84688575,,,,,,0.774,,5272.0,,0.85,2016-05-10,Kepler,2016-05-10
1891,Kepler-1480,b,Kepler-1480 b,Transit,1,22.12679948,,,,,,0.149,,5156.0,0.85,0.81,2016-05-10,Kepler,2016-05-10
1892,Kepler-1481,b,Kepler-1481 b,Transit,1,5.94220998,,,,,,0.11,,4908.0,0.8,0.75,2016-05-10,Kepler,2016-05-10
1893,Kepler-1482,b,Kepler-1482 b,Transit,1,12.25383217,,,,,,0.09,,5381.0,0.88,0.84,2016-05-10,Kepler,2016-05-10
1894,Kepler-1483,b,Kepler-1483 b,Transit,1,9.5085156,,,,,,0.136,,6337.0,1.25,1.4,2016-05-10,Kepler,2016-05-10
1895,Kepler-1484,b,Kepler-1484 b,Transit,1,30.4549136,,,,,,0.188,,5730.0,0.94,0.92,2016-05-10,Kepler,2016-05-10
1896,Kepler-1485,b,Kepler-1485 b,Transit,1,19.9157725,,,,,,0.131,,6087.0,1.11,1.12,2016-05-10,Kepler,2016-05-10
1897,Kepler-1486,b,Kepler-1486 b,Transit,1,54.6495759,,,,,,0.207,,5965.0,1.08,1.12,2016-05-10,Kepler,2016-05-10
1898,Kepler-1487,b,Kepler-1487 b,Transit,1,7.31946363,,,,,,0.19,,6541.0,1.38,1.63,2016-05-10,Kepler,2016-05-10
1899,Kepler-1488,b,Kepler-1488 b,Transit,1,39.8189932,,,,,,0.166,,5820.0,1.05,1.31,2016-05-10,Kepler,2016-05-10
1900,Kepler-1489,b,Kepler-1489 b,Transit,1,82.294751,,,,,,0.158,,5655.0,0.93,0.9,2016-05-10,Kepler,2016-05-10
1901,Kepler-149,b,Kepler-149 b,Transit,3,29.198943,0.184,,,,,0.376,,5381.0,,0.95,2014-05-14,Kepler,2014-05-14
1902,Kepler-149,c,Kepler-149 c,Transit,3,55.328328,0.281,,,,,0.14400000000000002,,5381.0,,0.95,2014-05-14,Kepler,2014-05-14
1903,Kepler-149,d,Kepler-149 d,Transit,3,160.018032,0.571,,,,,0.353,,5381.0,,0.95,2014-05-14,Kepler,2014-05-14
1904,Kepler-1490,b,Kepler-1490 b,Transit,1,92.4362973,,,,,,0.271,,5515.0,0.9,0.87,2016-05-10,Kepler,2016-05-10
1905,Kepler-1491,b,Kepler-1491 b,Transit,1,16.5861762,,,,,,0.135,,5728.0,1.0,0.99,2016-05-10,Kepler,2016-05-10
1906,Kepler-1492,b,Kepler-1492 b,Transit,1,16.75255007,,,,,,0.133,,4712.0,0.77,0.72,2016-05-10,Kepler,2016-05-10
1907,Kepler-1493,b,Kepler-1493 b,Transit,1,15.0217983,,,,,,0.126,,5863.0,1.06,1.29,2016-05-10,Kepler,2016-05-10
1908,Kepler-1494,b,Kepler-1494 b,Transit,1,91.080482,,,,,,0.27399999999999997,,5659.0,0.96,0.94,2016-05-10,Kepler,2016-05-10
1909,Kepler-1495,b,Kepler-1495 b,Transit,1,85.273256,,,,,,0.262,,5831.0,1.03,1.04,2016-05-10,Kepler,2016-05-10
1910,Kepler-1496,b,Kepler-1496 b,Transit,1,64.6588017,,,,,,0.198,,6182.0,1.18,1.27,2016-05-10,Kepler,2016-05-10
1911,Kepler-1497,b,Kepler-1497 b,Transit,1,8.74199772,,,,,,0.14800000000000002,,5675.0,0.96,0.95,2016-05-10,Kepler,2016-05-10
1912,Kepler-1498,b,Kepler-1498 b,Transit,1,48.051405,,,,,,0.11900000000000001,,5256.0,0.86,0.81,2016-05-10,Kepler,2016-05-10
1913,Kepler-1499,b,Kepler-1499 b,Transit,1,44.2008,,,,,,0.106,,5097.0,0.82,0.78,2016-05-10,Kepler,2016-05-10
1914,Kepler-15,b,Kepler-15 b,Transit,1,4.942782,0.057139999999999996,0.06,87.44,0.66,Mass,0.96,0.93,5515.0,1.02,0.99,2014-05-14,Kepler,2014-05-14
1915,Kepler-150,b,Kepler-150 b,Transit,5,3.428054,0.044,,,,,0.11199999999999999,,5560.0,,0.94,2014-05-14,Kepler,2014-05-14
1916,Kepler-150,c,Kepler-150 c,Transit,5,7.381998,0.073,,,,,0.32899999999999996,,5560.0,,0.94,2014-05-14,Kepler,2014-05-14
1917,Kepler-150,d,Kepler-150 d,Transit,5,12.56093,0.104,,,,,0.249,,5560.0,,0.94,2014-05-14,Kepler,2014-05-14
1918,Kepler-150,e,Kepler-150 e,Transit,5,30.826557,0.189,,,,,0.278,,5560.0,,0.94,2014-05-14,Kepler,2014-05-14
1919,Kepler-150,f,Kepler-150 f,Transit,5,637.2093,1.24,,90.0,,,0.325,,5560.0,,0.94,2017-04-13,Kepler,2017-04-13
1920,Kepler-1500,b,Kepler-1500 b,Transit,1,15.0330105,,,,,,0.107,,5845.0,1.0,1.0,2016-05-10,Kepler,2016-05-10
1921,Kepler-1501,b,Kepler-1501 b,Transit,1,14.5564533,,,,,,0.139,,6229.0,1.2,1.3,2016-05-10,Kepler,2016-05-10
1922,Kepler-1502,b,Kepler-1502 b,Transit,1,41.7083629,,,,,,0.284,,6666.0,1.44,1.72,2016-05-10,Kepler,2016-05-10
1923,Kepler-1503,b,Kepler-1503 b,Transit,1,96.16987,,,,,,0.203,,5069.0,0.77,0.74,2016-05-10,Kepler,2016-05-10
1924,Kepler-1504,b,Kepler-1504 b,Transit,1,82.304003,,,,,,0.19,,5393.0,0.85,0.81,2016-05-10,Kepler,2016-05-10
1925,Kepler-1505,b,Kepler-1505 b,Transit,1,30.8609366,,,,,,0.083,,5686.0,0.93,0.86,2016-05-10,Kepler,2016-05-10
1926,Kepler-1506,b,Kepler-1506 b,Transit,1,14.0329154,,,,,,0.11800000000000001,,5676.0,0.95,0.93,2016-05-10,Kepler,2016-05-10
1927,Kepler-1507,b,Kepler-1507 b,Transit,1,16.0506213,,,,,,0.075,,5410.0,0.89,0.85,2016-05-10,Kepler,2016-05-10
1928,Kepler-1508,b,Kepler-1508 b,Transit,1,20.7056504,,,,,,0.11900000000000001,,6158.0,1.14,1.22,2016-05-10,Kepler,2016-05-10
1929,Kepler-1509,b,Kepler-1509 b,Transit,1,25.4338197,,,,,,0.165,,5780.0,1.0,0.99,2016-05-10,Kepler,2016-05-10
1930,Kepler-151,b,Kepler-151 b,Transit,2,15.228958,0.116,,,,,0.273,,5460.0,,0.83,2014-05-14,Kepler,2014-05-14
1931,Kepler-151,c,Kepler-151 c,Transit,2,24.674612,0.16,,,,,0.18600000000000003,,5460.0,,0.83,2014-05-14,Kepler,2014-05-14
1932,Kepler-1510,b,Kepler-1510 b,Transit,1,84.703921,,,,,,0.3,,6200.0,1.19,1.28,2016-05-10,Kepler,2016-05-10
1933,Kepler-1511,b,Kepler-1511 b,Transit,1,23.2382792,,,,,,0.15,,6064.0,1.17,1.29,2016-05-10,Kepler,2016-05-10
1934,Kepler-1512,b,Kepler-1512 b,Transit,1,20.35972599,,,,,,0.105,,4372.0,0.73,0.67,2016-05-10,Kepler,2016-05-10
1935,Kepler-1513,b,Kepler-1513 b,Transit,1,160.88465087,,,,,,0.755,,5617.0,0.99,0.97,2016-05-10,Kepler,2016-05-10
1936,Kepler-1514,b,Kepler-1514 b,Transit,1,217.8317626,,,,,,1.055,,6251.0,1.21,1.22,2016-05-10,Kepler,2016-05-10
1937,Kepler-1515,b,Kepler-1515 b,Transit,1,214.3114164,,,,,,0.852,,6511.0,1.3,1.41,2016-05-10,Kepler,2016-05-10
1938,Kepler-1516,b,Kepler-1516 b,Transit,1,7.25931979,,,,,,0.156,,5904.0,1.04,1.07,2016-05-10,Kepler,2016-05-10
1939,Kepler-1517,b,Kepler-1517 b,Transit,1,5.54608367,,,,,,0.871,,7010.0,1.58,1.95,2016-05-10,Kepler,2016-05-10
1940,Kepler-1518,b,Kepler-1518 b,Transit,1,5.11177904,,,,,,0.272,,6846.0,1.54,1.88,2016-05-10,Kepler,2016-05-10
1941,Kepler-1519,b,Kepler-1519 b,Transit,1,240.7989397,,,,,,0.63,,5644.0,0.94,0.91,2016-05-10,Kepler,2016-05-10
1942,Kepler-152,b,Kepler-152 b,Transit,2,18.207973,0.124,,,,,0.249,,5088.0,,0.72,2014-05-14,Kepler,2014-05-14
1943,Kepler-152,c,Kepler-152 c,Transit,2,88.255055,0.356,,,,,0.213,,5088.0,,0.72,2014-05-14,Kepler,2014-05-14
1944,Kepler-1520,b,Kepler-1520 b,Transit,1,0.65355357,,,,,,0.515,,4677.0,0.76,0.71,2016-05-10,Kepler,2016-05-10
1945,Kepler-1521,b,Kepler-1521 b,Transit,1,47.14840805,,,,,,0.223,,5042.0,0.81,0.76,2016-05-10,Kepler,2016-05-10
1946,Kepler-1522,b,Kepler-1522 b,Transit,1,1.84788917,,,,,,0.154,,5706.0,0.96,0.93,2016-05-10,Kepler,2016-05-10
1947,Kepler-1523,b,Kepler-1523 b,Transit,1,0.93875077,,,,,,0.141,,5708.0,0.97,0.96,2016-05-10,Kepler,2016-05-10
1948,Kepler-1524,b,Kepler-1524 b,Transit,1,70.9674603,,,,,,0.316,,6179.0,1.17,1.25,2016-05-10,Kepler,2016-05-10
1949,Kepler-1525,b,Kepler-1525 b,Transit,1,2.41660118,,,,,,0.081,,5748.0,1.07,1.04,2016-05-10,Kepler,2016-05-10
1950,Kepler-1526,b,Kepler-1526 b,Transit,1,3.908632,,,,,,0.217,,4601.0,0.73,0.69,2016-05-10,Kepler,2016-05-10
1951,Kepler-1527,b,Kepler-1527 b,Transit,1,160.129918,,,,,,0.426,,6224.0,1.21,1.32,2016-05-10,Kepler,2016-05-10
1952,Kepler-1528,b,Kepler-1528 b,Transit,1,1.79111021,,,,,,0.13,,5857.0,1.03,1.03,2016-05-10,Kepler,2016-05-10
1953,Kepler-1529,b,Kepler-1529 b,Transit,1,5.33905686,,,,,,0.187,,5048.0,0.81,0.77,2016-05-10,Kepler,2016-05-10
1954,Kepler-153,b,Kepler-153 b,Transit,2,18.870227,0.129,,,,,0.261,,5404.0,,0.89,2014-05-14,Kepler,2014-05-14
1955,Kepler-153,c,Kepler-153 c,Transit,2,46.90232,0.237,,,,,0.226,,5404.0,,0.89,2014-05-14,Kepler,2014-05-14
1956,Kepler-1530,b,Kepler-1530 b,Transit,2,2.5904434,,,,,,0.146,,5477.0,0.92,0.88,2016-05-10,Kepler,2016-05-10
1957,Kepler-1530,c,Kepler-1530 c,Transit,2,5.3227406,,,,,,0.147,,5477.0,0.92,0.88,2016-05-10,Kepler,2016-05-10
1958,Kepler-1531,b,Kepler-1531 b,Transit,1,1.13854338,,,,,,0.099,,6260.0,1.16,1.27,2016-05-10,Kepler,2016-05-10
1959,Kepler-1532,b,Kepler-1532 b,Transit,1,1.09366356,,,,,,0.12,,5559.0,0.91,0.88,2016-05-10,Kepler,2016-05-10
1960,Kepler-1533,b,Kepler-1533 b,Transit,1,308.5471,,,,,,0.309,,6431.0,1.31,1.51,2016-05-10,Kepler,2016-05-10
1961,Kepler-1534,b,Kepler-1534 b,Transit,1,5.71668872,,,,,,0.16899999999999998,,5442.0,0.9,0.86,2016-05-10,Kepler,2016-05-10
1962,Kepler-1535,b,Kepler-1535 b,Transit,1,138.9442,,,,,,0.22699999999999998,,6021.0,1.08,1.11,2016-05-10,Kepler,2016-05-10
1963,Kepler-1536,b,Kepler-1536 b,Transit,1,364.758031,,,,,,0.28,,4434.0,0.71,0.67,2016-05-10,Kepler,2016-05-10
1964,Kepler-1537,b,Kepler-1537 b,Transit,1,1.4444538,,,,,,0.105,,5079.0,0.81,0.77,2016-05-10,Kepler,2016-05-10
1965,Kepler-1538,b,Kepler-1538 b,Transit,1,175.138819,,,,,,0.252,,5837.0,1.03,1.03,2016-05-10,Kepler,2016-05-10
1966,Kepler-1539,b,Kepler-1539 b,Transit,1,133.3036741,,,,,,0.24100000000000002,,5176.0,0.84,0.8,2016-05-10,Kepler,2016-05-10
1967,Kepler-154,b,Kepler-154 b,Transit,5,33.040532,0.198,,,,,0.20199999999999999,,5690.0,,1.0,2014-05-14,Kepler,2014-05-14
1968,Kepler-154,c,Kepler-154 c,Transit,5,62.303276,0.303,,,,,0.263,,5690.0,,1.0,2014-05-14,Kepler,2014-05-14
1969,Kepler-154,d,Kepler-154 d,Transit,5,20.54981883,,,,,,0.34299999999999997,,5690.0,,1.0,2016-05-10,Kepler,2016-05-10
1970,Kepler-154,e,Kepler-154 e,Transit,5,3.93276465,,,,,,0.134,,5690.0,,1.0,2016-05-10,Kepler,2016-05-10
1971,Kepler-154,f,Kepler-154 f,Transit,5,9.91935684,,,,,,0.134,,5690.0,,1.0,2016-05-10,Kepler,2016-05-10
1972,Kepler-1540,b,Kepler-1540 b,Transit,1,125.4131177,,,,,,0.222,,4540.0,0.74,0.69,2016-05-10,Kepler,2016-05-10
1973,Kepler-1541,b,Kepler-1541 b,Transit,1,8.40691199,,,,,,0.10300000000000001,,5282.0,0.86,0.81,2016-05-10,Kepler,2016-05-10
1974,Kepler-1542,b,Kepler-1542 b,Transit,4,3.95116882,,,,,,0.068,,5564.0,0.94,0.99,2016-05-10,Kepler,2016-05-10
1975,Kepler-1542,c,Kepler-1542 c,Transit,4,2.89223021,,,,,,0.057999999999999996,,5564.0,0.94,0.99,2016-05-10,Kepler,2016-05-10
1976,Kepler-1542,d,Kepler-1542 d,Transit,4,5.99273738,,,,,,0.078,,5564.0,0.94,0.99,2016-05-10,Kepler,2016-05-10
1977,Kepler-1542,e,Kepler-1542 e,Transit,4,5.10115756,,,,,,0.068,,5564.0,0.94,0.99,2016-05-10,Kepler,2016-05-10
1978,Kepler-1543,b,Kepler-1543 b,Transit,1,6.96710269,,,,,,0.242,,6561.0,1.39,1.65,2016-05-10,Kepler,2016-05-10
1979,Kepler-1544,b,Kepler-1544 b,Transit,1,168.811174,,,,,,0.159,,4886.0,0.81,0.74,2016-05-10,Kepler,2016-05-10
1980,Kepler-1545,b,Kepler-1545 b,Transit,1,163.692349,,,,,,0.24100000000000002,,5201.0,0.84,0.8,2016-05-10,Kepler,2016-05-10
1981,Kepler-1546,b,Kepler-1546 b,Transit,1,19.5974971,,,,,,0.27899999999999997,,5623.0,0.95,0.93,2016-05-10,Kepler,2016-05-10
1982,Kepler-1547,b,Kepler-1547 b,Transit,1,0.69297968,,,,,,0.08,,6078.0,1.12,1.18,2016-05-10,Kepler,2016-05-10
1983,Kepler-1548,b,Kepler-1548 b,Transit,1,124.828679,,,,,,0.23600000000000002,,5706.0,0.99,0.97,2016-05-10,Kepler,2016-05-10
1984,Kepler-1549,b,Kepler-1549 b,Transit,1,214.886545,,,,,,0.22899999999999998,,5324.0,0.88,0.84,2016-05-10,Kepler,2016-05-10
1985,Kepler-155,b,Kepler-155 b,Transit,2,5.931194,0.056,,,,,0.18600000000000003,,4508.0,,0.62,2014-05-14,Kepler,2014-05-14
1986,Kepler-155,c,Kepler-155 c,Transit,2,52.661793,0.242,,,,,0.2,,4508.0,,0.62,2014-05-14,Kepler,2014-05-14
1987,Kepler-1550,b,Kepler-1550 b,Transit,1,225.582809,,,,,,0.26899999999999996,,5991.0,1.07,1.11,2016-05-10,Kepler,2016-05-10
1988,Kepler-1551,b,Kepler-1551 b,Transit,1,24.4973698,,,,,,0.237,,6136.0,1.14,1.22,2016-05-10,Kepler,2016-05-10
1989,Kepler-1552,b,Kepler-1552 b,Transit,1,184.771853,,,,,,0.22,,5202.0,0.85,0.78,2016-05-10,Kepler,2016-05-10
1990,Kepler-1553,b,Kepler-1553 b,Transit,1,4.24261881,,,,,,0.10300000000000001,,5288.0,0.85,0.81,2016-05-10,Kepler,2016-05-10
1991,Kepler-1554,b,Kepler-1554 b,Transit,1,198.088774,,,,,,0.259,,5297.0,0.84,0.81,2016-05-10,Kepler,2016-05-10
1992,Kepler-1555,b,Kepler-1555 b,Transit,1,8.10501635,,,,,,0.14400000000000002,,5866.0,1.04,1.06,2016-05-10,Kepler,2016-05-10
1993,Kepler-1556,b,Kepler-1556 b,Transit,1,8.82713457,,,,,,0.175,,5608.0,0.97,0.95,2016-05-10,Kepler,2016-05-10
1994,Kepler-1557,b,Kepler-1557 b,Transit,1,3.74032496,,,,,,0.136,,6099.0,1.11,1.17,2016-05-10,Kepler,2016-05-10
1995,Kepler-1558,b,Kepler-1558 b,Transit,1,3.50470358,,,,,,0.061,,5101.0,0.83,0.79,2016-05-10,Kepler,2016-05-10
1996,Kepler-1559,b,Kepler-1559 b,Transit,1,0.97191543,,,,,,0.064,,5316.0,0.86,0.82,2016-05-10,Kepler,2016-05-10
1997,Kepler-156,b,Kepler-156 b,Transit,2,4.973456,0.054,,,,,0.205,,5094.0,,0.81,2014-05-14,Kepler,2014-05-14
1998,Kepler-156,c,Kepler-156 c,Transit,2,15.906801,0.117,,,,,0.22699999999999998,,5094.0,,0.81,2014-05-14,Kepler,2014-05-14
