Month,Time,Location,Pollutant,Concentration (ug/m3)
Feb-2008,11:00,Roadside,Ozone,23.62068966
Feb-2008,11:00,Roadside,PM10 Particulates,49.55172414
Feb-2008,11:00,Roadside,PM2.5 Particulates,29.86206897
Feb-2008,11:00,Roadside,Sulphur Dioxide,10.17241379
Feb-2008,11:00,Background,Nitric Oxide,
Feb-2008,11:00,Background,Nitrogen Dioxide,58.20689655
Feb-2008,11:00,Background,Oxides of Nitrogen,
Feb-2008,11:00,Background,Ozone,31.86206897
Feb-2008,11:00,Background,PM10 Particulates,36.86206897
Feb-2008,11:00,Background,PM2.5 Particulates,.
Feb-2008,11:00,Background,Sulphur Dioxide,8.931034483
Feb-2008,12:00,Roadside,Nitric Oxide,
Feb-2008,12:00,Roadside,Nitrogen Dioxide,74.79310345
Feb-2008,12:00,Roadside,Oxides of Nitrogen,
Feb-2008,12:00,Roadside,Ozone,25.79310345
Feb-2008,12:00,Roadside,PM10 Particulates,47.62068966
Feb-2008,12:00,Roadside,PM2.5 Particulates,30.03448276
Feb-2008,12:00,Roadside,Sulphur Dioxide,10.44827586
Feb-2008,12:00,Background,Nitric Oxide,
Feb-2008,12:00,Background,Nitrogen Dioxide,53.48275862
Feb-2008,12:00,Background,Oxides of Nitrogen,
Feb-2008,12:00,Background,Ozone,35.68965517
Feb-2008,12:00,Background,PM10 Particulates,35.37931034
Feb-2008,12:00,Background,PM2.5 Particulates,.
Feb-2008,12:00,Background,Sulphur Dioxide,9.034482759
Feb-2008,13:00,Roadside,Nitric Oxide,
Feb-2008,13:00,Roadside,Nitrogen Dioxide,72.44827586
Feb-2008,13:00,Roadside,Oxides of Nitrogen,
Feb-2008,13:00,Roadside,Ozone,27.44827586
Feb-2008,13:00,Roadside,PM10 Particulates,46.27586207
Feb-2008,13:00,Roadside,PM2.5 Particulates,28.93103448
Feb-2008,13:00,Roadside,Sulphur Dioxide,10.44827586
Feb-2008,13:00,Background,Nitric Oxide,
Feb-2008,13:00,Background,Nitrogen Dioxide,50.75862069
Feb-2008,13:00,Background,Oxides of Nitrogen,
Feb-2008,13:00,Background,Ozone,38.34482759
Feb-2008,13:00,Background,PM10 Particulates,33.86206897
Feb-2008,13:00,Background,PM2.5 Particulates,.
Feb-2008,13:00,Background,Sulphur Dioxide,8.896551724
Feb-2008,14:00,Roadside,Nitric Oxide,
Feb-2008,14:00,Roadside,Nitrogen Dioxide,72.51724138
Feb-2008,14:00,Roadside,Oxides of Nitrogen,
Feb-2008,14:00,Roadside,Ozone,26.68965517
Feb-2008,14:00,Roadside,PM10 Particulates,44.55172414
Feb-2008,14:00,Roadside,PM2.5 Particulates,28.13793103
Feb-2008,14:00,Roadside,Sulphur Dioxide,10.62068966
Feb-2008,14:00,Background,Nitric Oxide,
Feb-2008,14:00,Background,Nitrogen Dioxide,50.82758621
Feb-2008,14:00,Background,Oxides of Nitrogen,
Feb-2008,14:00,Background,Ozone,37.72413793
Feb-2008,14:00,Background,PM10 Particulates,32.68965517
Feb-2008,14:00,Background,PM2.5 Particulates,.
Feb-2008,14:00,Background,Sulphur Dioxide,8.793103448
Feb-2008,15:00,Roadside,Nitric Oxide,
Feb-2008,15:00,Roadside,Nitrogen Dioxide,76.82758621
Feb-2008,15:00,Roadside,Oxides of Nitrogen,
Feb-2008,15:00,Roadside,Ozone,24.75862069
Feb-2008,15:00,Roadside,PM10 Particulates,44.65517241
Feb-2008,15:00,Roadside,PM2.5 Particulates,27.89655172
Feb-2008,15:00,Roadside,Sulphur Dioxide,10.86206897
Feb-2008,15:00,Background,Nitric Oxide,
Feb-2008,15:00,Background,Nitrogen Dioxide,54.34482759
Feb-2008,15:00,Background,Oxides of Nitrogen,
Feb-2008,15:00,Background,Ozone,34.93103448
Feb-2008,15:00,Background,PM10 Particulates,33.06896552
Feb-2008,15:00,Background,PM2.5 Particulates,.
Feb-2008,15:00,Background,Sulphur Dioxide,8.827586207
Feb-2008,16:00,Roadside,Nitric Oxide,
Feb-2008,16:00,Roadside,Nitrogen Dioxide,82.48275862
Feb-2008,16:00,Roadside,Oxides of Nitrogen,
Feb-2008,16:00,Roadside,Ozone,21.65517241
Feb-2008,16:00,Roadside,PM10 Particulates,43.10344828
Feb-2008,16:00,Roadside,PM2.5 Particulates,28.13793103
Feb-2008,16:00,Roadside,Sulphur Dioxide,10
Feb-2008,16:00,Background,Nitric Oxide,
Feb-2008,16:00,Background,Nitrogen Dioxide,60.44827586
Feb-2008,16:00,Background,Oxides of Nitrogen,
Feb-2008,16:00,Background,Ozone,29.75862069
Feb-2008,16:00,Background,PM10 Particulates,32.51724138
Feb-2008,16:00,Background,PM2.5 Particulates,.
Feb-2008,16:00,Background,Sulphur Dioxide,8.137931034
Feb-2008,17:00,Roadside,Nitric Oxide,
Feb-2008,17:00,Roadside,Nitrogen Dioxide,89.68965517
Feb-2008,17:00,Roadside,Oxides of Nitrogen,
Feb-2008,17:00,Roadside,Ozone,17.24137931
Feb-2008,17:00,Roadside,PM10 Particulates,42
Feb-2008,17:00,Roadside,PM2.5 Particulates,29.24137931
Feb-2008,17:00,Roadside,Sulphur Dioxide,8.655172414
Feb-2008,17:00,Background,Nitric Oxide,
Feb-2008,17:00,Background,Nitrogen Dioxide,67.89655172
Feb-2008,17:00,Background,Oxides of Nitrogen,
Feb-2008,17:00,Background,Ozone,23.89655172
Feb-2008,17:00,Background,PM10 Particulates,33.03448276
Feb-2008,17:00,Background,PM2.5 Particulates,.
Feb-2008,17:00,Background,Sulphur Dioxide,6.586206897
Feb-2008,18:00,Roadside,Nitric Oxide,
Feb-2008,18:00,Roadside,Nitrogen Dioxide,90.55172414
Feb-2008,18:00,Roadside,Oxides of Nitrogen,
Feb-2008,18:00,Roadside,Ozone,16.79310345
Feb-2008,18:00,Roadside,PM10 Particulates,41
Feb-2008,18:00,Roadside,PM2.5 Particulates,30.31034483
Feb-2008,18:00,Roadside,Sulphur Dioxide,7.586206897
Feb-2008,18:00,Background,Nitric Oxide,
Feb-2008,18:00,Background,Nitrogen Dioxide,71
Feb-2008,18:00,Background,Oxides of Nitrogen,
Feb-2008,18:00,Background,Ozone,22.24137931
Feb-2008,18:00,Background,PM10 Particulates,33.10344828
Feb-2008,18:00,Background,PM2.5 Particulates,.
Feb-2008,18:00,Background,Sulphur Dioxide,5.896551724
Feb-2008,19:00,Roadside,Nitric Oxide,
Feb-2008,19:00,Roadside,Nitrogen Dioxide,88.27586207
Feb-2008,19:00,Roadside,Oxides of Nitrogen,
Feb-2008,19:00,Roadside,Ozone,16.68965517
Feb-2008,19:00,Roadside,PM10 Particulates,41.06896552
Feb-2008,19:00,Roadside,PM2.5 Particulates,31.27586207
Feb-2008,19:00,Roadside,Sulphur Dioxide,7.24137931
Feb-2008,19:00,Background,Nitric Oxide,
Feb-2008,19:00,Background,Nitrogen Dioxide,71.5862069
Feb-2008,19:00,Background,Oxides of Nitrogen,
Feb-2008,19:00,Background,Ozone,22.31034483
Feb-2008,19:00,Background,PM10 Particulates,33.93103448
Feb-2008,19:00,Background,PM2.5 Particulates,.
Feb-2008,19:00,Background,Sulphur Dioxide,5.931034483
Feb-2008,20:00,Roadside,Nitric Oxide,
Feb-2008,20:00,Roadside,Nitrogen Dioxide,83.03448276
Feb-2008,20:00,Roadside,Oxides of Nitrogen,
Feb-2008,20:00,Roadside,Ozone,18.20689655
Feb-2008,20:00,Roadside,PM10 Particulates,40.55172414
Feb-2008,20:00,Roadside,PM2.5 Particulates,29.82758621
Feb-2008,20:00,Roadside,Sulphur Dioxide,6.724137931
Feb-2008,20:00,Background,Nitric Oxide,
Feb-2008,20:00,Background,Nitrogen Dioxide,69.68965517
Feb-2008,20:00,Background,Oxides of Nitrogen,
Feb-2008,20:00,Background,Ozone,23.24137931
Feb-2008,20:00,Background,PM10 Particulates,33.62068966
Feb-2008,20:00,Background,PM2.5 Particulates,.
Feb-2008,20:00,Background,Sulphur Dioxide,5.896551724
Feb-2008,21:00,Roadside,Nitric Oxide,
Feb-2008,21:00,Roadside,Nitrogen Dioxide,78.20689655
Feb-2008,21:00,Roadside,Oxides of Nitrogen,
Feb-2008,21:00,Roadside,Ozone,19.03448276
Feb-2008,21:00,Roadside,PM10 Particulates,38.62068966
Feb-2008,21:00,Roadside,PM2.5 Particulates,29.17241379
Feb-2008,21:00,Roadside,Sulphur Dioxide,6.275862069
Feb-2008,21:00,Background,Nitric Oxide,
Feb-2008,21:00,Background,Nitrogen Dioxide,67.96551724
Feb-2008,21:00,Background,Oxides of Nitrogen,
Feb-2008,21:00,Background,Ozone,24.03448276
Feb-2008,21:00,Background,PM10 Particulates,33.13793103
Feb-2008,21:00,Background,PM2.5 Particulates,.
Feb-2008,21:00,Background,Sulphur Dioxide,5.827586207
Feb-2008,22:00,Roadside,Nitric Oxide,
Feb-2008,22:00,Roadside,Nitrogen Dioxide,75.10344828
Feb-2008,22:00,Roadside,Oxides of Nitrogen,
Feb-2008,22:00,Roadside,Ozone,20.27586207
Feb-2008,22:00,Roadside,PM10 Particulates,38
Feb-2008,22:00,Roadside,PM2.5 Particulates,29.79310345
Feb-2008,22:00,Roadside,Sulphur Dioxide,6.310344828
Feb-2008,22:00,Background,Nitric Oxide,
Feb-2008,22:00,Background,Nitrogen Dioxide,64.93103448
Feb-2008,22:00,Background,Oxides of Nitrogen,
Feb-2008,22:00,Background,Ozone,24.72413793
Feb-2008,22:00,Background,PM10 Particulates,32.44827586
Feb-2008,22:00,Background,PM2.5 Particulates,.
Feb-2008,22:00,Background,Sulphur Dioxide,5.724137931
Feb-2008,23:00,Roadside,Nitric Oxide,
Feb-2008,23:00,Roadside,Nitrogen Dioxide,72.20689655
Feb-2008,23:00,Roadside,Oxides of Nitrogen,
Feb-2008,23:00,Roadside,Ozone,21
Feb-2008,23:00,Roadside,PM10 Particulates,36.68965517
Feb-2008,23:00,Roadside,PM2.5 Particulates,28.06896552
Feb-2008,23:00,Roadside,Sulphur Dioxide,5.896551724
Feb-2008,23:00,Background,Nitric Oxide,
Feb-2008,23:00,Background,Nitrogen Dioxide,60.96551724
Feb-2008,23:00,Background,Oxides of Nitrogen,
Feb-2008,23:00,Background,Ozone,25.03448276
Feb-2008,23:00,Background,PM10 Particulates,31.37931034
Feb-2008,23:00,Background,PM2.5 Particulates,.
Feb-2008,23:00,Background,Sulphur Dioxide,5.551724138
Mar-2008,00:00,Roadside,Nitric Oxide,
Mar-2008,00:00,Roadside,Nitrogen Dioxide,47.48387097
Mar-2008,00:00,Roadside,Oxides of Nitrogen,
Mar-2008,00:00,Roadside,Ozone,37.51612903
Mar-2008,00:00,Roadside,PM10 Particulates,17.5483871
Mar-2008,00:00,Roadside,PM2.5 Particulates,10.96774194
Mar-2008,00:00,Roadside,Sulphur Dioxide,3.290322581
Mar-2008,00:00,Background,Nitric Oxide,
Mar-2008,00:00,Background,Nitrogen Dioxide,36.51612903
Mar-2008,00:00,Background,Oxides of Nitrogen,
Mar-2008,00:00,Background,Ozone,47.22580645
Mar-2008,00:00,Background,PM10 Particulates,14.06451613
Mar-2008,00:00,Background,PM2.5 Particulates,.
Mar-2008,00:00,Background,Sulphur Dioxide,1.838709677
Mar-2008,01:00,Roadside,Nitric Oxide,
Mar-2008,01:00,Roadside,Nitrogen Dioxide,39.48387097
Mar-2008,01:00,Roadside,Oxides of Nitrogen,
Mar-2008,01:00,Roadside,Ozone,42.93548387
Mar-2008,01:00,Roadside,PM10 Particulates,16.06451613
Mar-2008,01:00,Roadside,PM2.5 Particulates,9.967741935
Mar-2008,01:00,Roadside,Sulphur Dioxide,2.193548387
Mar-2008,01:00,Background,Nitric Oxide,
Mar-2008,01:00,Background,Nitrogen Dioxide,31.06451613
Mar-2008,01:00,Background,Oxides of Nitrogen,
Mar-2008,01:00,Background,Ozone,51.51612903
Mar-2008,01:00,Background,PM10 Particulates,13.48387097
Mar-2008,01:00,Background,PM2.5 Particulates,.
Mar-2008,01:00,Background,Sulphur Dioxide,1.774193548
Mar-2008,02:00,Roadside,Nitric Oxide,
Mar-2008,02:00,Roadside,Nitrogen Dioxide,32.90322581
Mar-2008,02:00,Roadside,Oxides of Nitrogen,
Mar-2008,02:00,Roadside,Ozone,48.38709677
Mar-2008,02:00,Roadside,PM10 Particulates,14.41935484
Mar-2008,02:00,Roadside,PM2.5 Particulates,9.161290323
Mar-2008,02:00,Roadside,Sulphur Dioxide,2.032258065
Mar-2008,02:00,Background,Nitric Oxide,
Mar-2008,02:00,Background,Nitrogen Dioxide,27.51612903
Mar-2008,02:00,Background,Oxides of Nitrogen,
Mar-2008,02:00,Background,Ozone,53.83870968
Mar-2008,02:00,Background,PM10 Particulates,12.41935484
Mar-2008,02:00,Background,PM2.5 Particulates,.
Mar-2008,02:00,Background,Sulphur Dioxide,1.741935484
Mar-2008,03:00,Roadside,Nitric Oxide,
Mar-2008,03:00,Roadside,Nitrogen Dioxide,30.22580645
Mar-2008,03:00,Roadside,Oxides of Nitrogen,
Mar-2008,03:00,Roadside,Ozone,49.16129032
Mar-2008,03:00,Roadside,PM10 Particulates,13.90322581
Mar-2008,03:00,Roadside,PM2.5 Particulates,9.193548387
Mar-2008,03:00,Roadside,Sulphur Dioxide,1.967741935
Mar-2008,03:00,Background,Nitric Oxide,
Mar-2008,03:00,Background,Nitrogen Dioxide,24.61290323
Mar-2008,03:00,Background,Oxides of Nitrogen,
Mar-2008,03:00,Background,Ozone,55.06451613
Mar-2008,03:00,Background,PM10 Particulates,11.93548387
Mar-2008,03:00,Background,PM2.5 Particulates,.
Mar-2008,03:00,Background,Sulphur Dioxide,1.741935484
Mar-2008,04:00,Roadside,Nitric Oxide,
Mar-2008,04:00,Roadside,Nitrogen Dioxide,32.96774194
Mar-2008,04:00,Roadside,Oxides of Nitrogen,
Mar-2008,04:00,Roadside,Ozone,46.87096774
Mar-2008,04:00,Roadside,PM10 Particulates,13.96774194
Mar-2008,04:00,Roadside,PM2.5 Particulates,9.741935484
Mar-2008,04:00,Roadside,Sulphur Dioxide,2.096774194
Mar-2008,04:00,Background,Nitric Oxide,
Mar-2008,04:00,Background,Nitrogen Dioxide,26
Mar-2008,04:00,Background,Oxides of Nitrogen,
Mar-2008,04:00,Background,Ozone,53.41935484
Mar-2008,04:00,Background,PM10 Particulates,11.74193548
Mar-2008,04:00,Background,PM2.5 Particulates,.
Mar-2008,04:00,Background,Sulphur Dioxide,1.774193548
Mar-2008,05:00,Roadside,Nitric Oxide,
Mar-2008,05:00,Roadside,Nitrogen Dioxide,42.03225806
Mar-2008,05:00,Roadside,Oxides of Nitrogen,
Mar-2008,05:00,Roadside,Ozone,41
Mar-2008,05:00,Roadside,PM10 Particulates,15.5483871
Mar-2008,05:00,Roadside,PM2.5 Particulates,10.77419355
Mar-2008,05:00,Roadside,Sulphur Dioxide,2.35483871
Mar-2008,05:00,Background,Nitric Oxide,
Mar-2008,05:00,Background,Nitrogen Dioxide,31.29032258
Mar-2008,05:00,Background,Oxides of Nitrogen,
Mar-2008,05:00,Background,Ozone,48.87096774
Mar-2008,05:00,Background,PM10 Particulates,12.35483871
Mar-2008,05:00,Background,PM2.5 Particulates,.
Mar-2008,05:00,Background,Sulphur Dioxide,1.774193548
Mar-2008,06:00,Roadside,Nitric Oxide,
Mar-2008,06:00,Roadside,Nitrogen Dioxide,58.16129032
Mar-2008,06:00,Roadside,Oxides of Nitrogen,
Mar-2008,06:00,Roadside,Ozone,33.03225806
Mar-2008,06:00,Roadside,PM10 Particulates,18.61290323
Mar-2008,06:00,Roadside,PM2.5 Particulates,12.41935484
Mar-2008,06:00,Roadside,Sulphur Dioxide,3.580645161
Mar-2008,06:00,Background,Nitric Oxide,
Mar-2008,06:00,Background,Nitrogen Dioxide,42.06451613
Mar-2008,06:00,Background,Oxides of Nitrogen,
Mar-2008,06:00,Background,Ozone,41.58064516
Mar-2008,06:00,Background,PM10 Particulates,12.87096774
Mar-2008,06:00,Background,PM2.5 Particulates,.
Mar-2008,06:00,Background,Sulphur Dioxide,1.935483871
Mar-2008,07:00,Roadside,Nitric Oxide,
Mar-2008,07:00,Roadside,Nitrogen Dioxide,67.03225806
Mar-2008,07:00,Roadside,Oxides of Nitrogen,
Mar-2008,07:00,Roadside,Ozone,30.87096774
Mar-2008,07:00,Roadside,PM10 Particulates,22.58064516
Mar-2008,07:00,Roadside,PM2.5 Particulates,14.06451613
Mar-2008,07:00,Roadside,Sulphur Dioxide,4.709677419
Mar-2008,07:00,Background,Nitric Oxide,
Mar-2008,07:00,Background,Nitrogen Dioxide,48.70967742
Mar-2008,07:00,Background,Oxides of Nitrogen,
Mar-2008,07:00,Background,Ozone,39.5483871
Mar-2008,07:00,Background,PM10 Particulates,15.06451613
Mar-2008,07:00,Background,PM2.5 Particulates,.
Mar-2008,07:00,Background,Sulphur Dioxide,2.451612903
Mar-2008,08:00,Roadside,Nitric Oxide,
Mar-2008,08:00,Roadside,Nitrogen Dioxide,64.61290323
Mar-2008,08:00,Roadside,Oxides of Nitrogen,
Mar-2008,08:00,Roadside,Ozone,34.41935484
Mar-2008,08:00,Roadside,PM10 Particulates,24.80645161
Mar-2008,08:00,Roadside,PM2.5 Particulates,13.70967742
Mar-2008,08:00,Roadside,Sulphur Dioxide,4.967741935
Mar-2008,08:00,Background,Nitric Oxide,
Mar-2008,08:00,Background,Nitrogen Dioxide,46.32258065
Mar-2008,08:00,Background,Oxides of Nitrogen,
Mar-2008,08:00,Background,Ozone,43.64516129
Mar-2008,08:00,Background,PM10 Particulates,16.35483871
Mar-2008,08:00,Background,PM2.5 Particulates,.
Mar-2008,08:00,Background,Sulphur Dioxide,2.774193548
Mar-2008,09:00,Roadside,Nitric Oxide,
Mar-2008,09:00,Roadside,Nitrogen Dioxide,61.58064516
Mar-2008,09:00,Roadside,Oxides of Nitrogen,
Mar-2008,09:00,Roadside,Ozone,38.80645161
Mar-2008,09:00,Roadside,PM10 Particulates,26.38709677
Mar-2008,09:00,Roadside,PM2.5 Particulates,13.38709677
Mar-2008,09:00,Roadside,Sulphur Dioxide,4.870967742
Mar-2008,09:00,Background,Nitric Oxide,
Mar-2008,09:00,Background,Nitrogen Dioxide,42.4516129
Mar-2008,09:00,Background,Oxides of Nitrogen,
Mar-2008,09:00,Background,Ozone,49.87096774
Mar-2008,09:00,Background,PM10 Particulates,17.03225806
Mar-2008,09:00,Background,PM2.5 Particulates,.
Mar-2008,09:00,Background,Sulphur Dioxide,2.774193548
Mar-2008,10:00,Roadside,Nitric Oxide,
Mar-2008,10:00,Roadside,Nitrogen Dioxide,58.87096774
Mar-2008,10:00,Roadside,Oxides of Nitrogen,
Mar-2008,10:00,Roadside,Ozone,42.48387097
Mar-2008,10:00,Roadside,PM10 Particulates,26.09677419
Mar-2008,10:00,Roadside,PM2.5 Particulates,11.96774194
Mar-2008,10:00,Roadside,Sulphur Dioxide,4.903225806
Mar-2008,10:00,Background,Nitric Oxide,
Mar-2008,10:00,Background,Nitrogen Dioxide,38.74193548
Mar-2008,10:00,Background,Oxides of Nitrogen,
Mar-2008,10:00,Background,Ozone,55.38709677
Mar-2008,10:00,Background,PM10 Particulates,16.4516129
Mar-2008,10:00,Background,PM2.5 Particulates,.
Mar-2008,10:00,Background,Sulphur Dioxide,2.741935484
Mar-2008,11:00,Roadside,Nitric Oxide,
Mar-2008,11:00,Roadside,Nitrogen Dioxide,56.90322581
Mar-2008,11:00,Roadside,Oxides of Nitrogen,
Mar-2008,11:00,Roadside,Ozone,44.4516129
Mar-2008,11:00,Roadside,PM10 Particulates,26.25806452
Mar-2008,11:00,Roadside,PM2.5 Particulates,12.09677419
Mar-2008,11:00,Roadside,Sulphur Dioxide,4.741935484
Mar-2008,11:00,Background,Nitric Oxide,
Mar-2008,11:00,Background,Nitrogen Dioxide,35.41935484
Mar-2008,11:00,Background,Oxides of Nitrogen,
Mar-2008,11:00,Background,Ozone,58.64516129
Mar-2008,11:00,Background,PM10 Particulates,17
Mar-2008,11:00,Background,PM2.5 Particulates,.
Mar-2008,11:00,Background,Sulphur Dioxide,2.838709677
Mar-2008,12:00,Roadside,Nitric Oxide,
Mar-2008,12:00,Roadside,Nitrogen Dioxide,56.38709677
Mar-2008,12:00,Roadside,Oxides of Nitrogen,
Mar-2008,12:00,Roadside,Ozone,45.77419355
Mar-2008,12:00,Roadside,PM10 Particulates,25.61290323
Mar-2008,12:00,Roadside,PM2.5 Particulates,12.03333333
Mar-2008,12:00,Roadside,Sulphur Dioxide,4.64516129
Mar-2008,12:00,Background,Nitric Oxide,
Mar-2008,12:00,Background,Nitrogen Dioxide,34.67741935
Mar-2008,12:00,Background,Oxides of Nitrogen,
Mar-2008,12:00,Background,Ozone,60.64516129
Mar-2008,12:00,Background,PM10 Particulates,16.80645161
Mar-2008,12:00,Background,PM2.5 Particulates,.
Mar-2008,12:00,Background,Sulphur Dioxide,2.64516129
Mar-2008,13:00,Roadside,Nitric Oxide,
Mar-2008,13:00,Roadside,Nitrogen Dioxide,56.64516129
Mar-2008,13:00,Roadside,Oxides of Nitrogen,
Mar-2008,13:00,Roadside,Ozone,46.77419355
Mar-2008,13:00,Roadside,PM10 Particulates,24.80645161
Mar-2008,13:00,Roadside,PM2.5 Particulates,12.25806452
Mar-2008,13:00,Roadside,Sulphur Dioxide,4.580645161
Mar-2008,13:00,Background,Nitric Oxide,
Mar-2008,13:00,Background,Nitrogen Dioxide,34.67741935
Mar-2008,13:00,Background,Oxides of Nitrogen,
Mar-2008,13:00,Background,Ozone,61.38709677
Mar-2008,13:00,Background,PM10 Particulates,16.64516129
Mar-2008,13:00,Background,PM2.5 Particulates,.
Mar-2008,13:00,Background,Sulphur Dioxide,2.322580645
Mar-2008,14:00,Roadside,Nitric Oxide,
Mar-2008,14:00,Roadside,Nitrogen Dioxide,58.12903226
Mar-2008,14:00,Roadside,Oxides of Nitrogen,
Mar-2008,14:00,Roadside,Ozone,46.87096774
Mar-2008,14:00,Roadside,PM10 Particulates,24.29032258
Mar-2008,14:00,Roadside,PM2.5 Particulates,12
Mar-2008,14:00,Roadside,Sulphur Dioxide,4.580645161
Mar-2008,14:00,Background,Nitric Oxide,
Mar-2008,14:00,Background,Nitrogen Dioxide,35.16129032
Mar-2008,14:00,Background,Oxides of Nitrogen,
Mar-2008,14:00,Background,Ozone,61.80645161
Mar-2008,14:00,Background,PM10 Particulates,15.93548387
Mar-2008,14:00,Background,PM2.5 Particulates,.
Mar-2008,14:00,Background,Sulphur Dioxide,2.290322581
Mar-2008,15:00,Roadside,Nitric Oxide,
Mar-2008,15:00,Roadside,Nitrogen Dioxide,59.41935484
Mar-2008,15:00,Roadside,Oxides of Nitrogen,
Mar-2008,15:00,Roadside,Ozone,46.25806452
Mar-2008,15:00,Roadside,PM10 Particulates,24.29032258
Mar-2008,15:00,Roadside,PM2.5 Particulates,13.4516129
Mar-2008,15:00,Roadside,Sulphur Dioxide,4.387096774
Mar-2008,15:00,Background,Nitric Oxide,
Mar-2008,15:00,Background,Nitrogen Dioxide,36.32258065
Mar-2008,15:00,Background,Oxides of Nitrogen,
Mar-2008,15:00,Background,Ozone,61.12903226
Mar-2008,15:00,Background,PM10 Particulates,16.22580645
Mar-2008,15:00,Background,PM2.5 Particulates,.
Mar-2008,15:00,Background,Sulphur Dioxide,2.35483871
Mar-2008,16:00,Roadside,Nitric Oxide,
Mar-2008,16:00,Roadside,Nitrogen Dioxide,61.80645161
Mar-2008,16:00,Roadside,Oxides of Nitrogen,
Mar-2008,16:00,Roadside,Ozone,43.93548387
Mar-2008,16:00,Roadside,PM10 Particulates,23.67741935
Mar-2008,16:00,Roadside,PM2.5 Particulates,13.80645161
Mar-2008,16:00,Roadside,Sulphur Dioxide,4.322580645
Mar-2008,16:00,Background,Nitric Oxide,
Mar-2008,16:00,Background,Nitrogen Dioxide,39.12903226
Mar-2008,16:00,Background,Oxides of Nitrogen,
Mar-2008,16:00,Background,Ozone,58
Mar-2008,16:00,Background,PM10 Particulates,15.90322581
Mar-2008,16:00,Background,PM2.5 Particulates,.
Mar-2008,16:00,Background,Sulphur Dioxide,2.35483871
Mar-2008,17:00,Roadside,Nitric Oxide,
Mar-2008,17:00,Roadside,Nitrogen Dioxide,66.93548387
Mar-2008,17:00,Roadside,Oxides of Nitrogen,
Mar-2008,17:00,Roadside,Ozone,39.93548387
Mar-2008,17:00,Roadside,PM10 Particulates,24
Mar-2008,17:00,Roadside,PM2.5 Particulates,13.06451613
Mar-2008,17:00,Roadside,Sulphur Dioxide,4.483870968
Mar-2008,17:00,Background,Nitric Oxide,
Mar-2008,17:00,Background,Nitrogen Dioxide,44.74193548
Mar-2008,17:00,Background,Oxides of Nitrogen,
Mar-2008,17:00,Background,Ozone,51.87096774
Mar-2008,17:00,Background,PM10 Particulates,16.93548387
Mar-2008,17:00,Background,PM2.5 Particulates,.
Mar-2008,17:00,Background,Sulphur Dioxide,2.193548387
Mar-2008,18:00,Roadside,Nitric Oxide,
Mar-2008,18:00,Roadside,Nitrogen Dioxide,71.41935484
Mar-2008,18:00,Roadside,Oxides of Nitrogen,
Mar-2008,18:00,Roadside,Ozone,34.93548387
Mar-2008,18:00,Roadside,PM10 Particulates,22.74193548
Mar-2008,18:00,Roadside,PM2.5 Particulates,13.61290323
Mar-2008,18:00,Roadside,Sulphur Dioxide,4.548387097
Mar-2008,18:00,Background,Nitric Oxide,
Mar-2008,18:00,Background,Nitrogen Dioxide,51.4516129
Mar-2008,18:00,Background,Oxides of Nitrogen,
Mar-2008,18:00,Background,Ozone,44.83870968
Mar-2008,18:00,Background,PM10 Particulates,15.93548387
Mar-2008,18:00,Background,PM2.5 Particulates,.
Mar-2008,18:00,Background,Sulphur Dioxide,2.258064516
Mar-2008,19:00,Roadside,Nitric Oxide,
Mar-2008,19:00,Roadside,Nitrogen Dioxide,69.64516129
Mar-2008,19:00,Roadside,Oxides of Nitrogen,
Mar-2008,19:00,Roadside,Ozone,33.41935484
Mar-2008,19:00,Roadside,PM10 Particulates,22.93548387
Mar-2008,19:00,Roadside,PM2.5 Particulates,13.61290323
Mar-2008,19:00,Roadside,Sulphur Dioxide,4.258064516
Mar-2008,19:00,Background,Nitric Oxide,
