Month,Time,Location,Pollutant,Concentration (ug/m3)
Feb-2015,12:00,Background,Sulphur Dioxide,5.760714286
Feb-2015,13:00,Roadside,Nitric Oxide,119.6785714
Feb-2015,13:00,Roadside,Nitrogen Dioxide,65.55357143
Feb-2015,13:00,Roadside,Oxides of Nitrogen,185.2142857
Feb-2015,13:00,Roadside,Ozone,26.5
Feb-2015,13:00,Roadside,PM10 Particulates,33.33928571
Feb-2015,13:00,Roadside,PM2.5 Particulates,13.90357143
Feb-2015,13:00,Roadside,Sulphur Dioxide,6.075
Feb-2015,13:00,Background,Nitric Oxide,22.53928571
Feb-2015,13:00,Background,Nitrogen Dioxide,33.53214286
Feb-2015,13:00,Background,Oxides of Nitrogen,52.89642857
Feb-2015,13:00,Background,Ozone,41.56071429
Feb-2015,13:00,Background,PM10 Particulates,17.47857143
Feb-2015,13:00,Background,PM2.5 Particulates,11.75714286
Feb-2015,13:00,Background,Sulphur Dioxide,5.717857143
Feb-2015,14:00,Roadside,Nitric Oxide,119.425
Feb-2015,14:00,Roadside,Nitrogen Dioxide,66.66071429
Feb-2015,14:00,Roadside,Oxides of Nitrogen,186.0678571
Feb-2015,14:00,Roadside,Ozone,25.66071429
Feb-2015,14:00,Roadside,PM10 Particulates,32.675
Feb-2015,14:00,Roadside,PM2.5 Particulates,13.98571429
Feb-2015,14:00,Roadside,Sulphur Dioxide,6.15
Feb-2015,14:00,Background,Nitric Oxide,27.65357143
Feb-2015,14:00,Background,Nitrogen Dioxide,35.33928571
Feb-2015,14:00,Background,Oxides of Nitrogen,60.8
Feb-2015,14:00,Background,Ozone,41.21428571
Feb-2015,14:00,Background,PM10 Particulates,17.92142857
Feb-2015,14:00,Background,PM2.5 Particulates,11.93571429
Feb-2015,14:00,Background,Sulphur Dioxide,5.610714286
Feb-2015,15:00,Roadside,Nitric Oxide,121.3571429
Feb-2015,15:00,Roadside,Nitrogen Dioxide,70.15714286
Feb-2015,15:00,Roadside,Oxides of Nitrogen,191.5107143
Feb-2015,15:00,Roadside,Ozone,24.62857143
Feb-2015,15:00,Roadside,PM10 Particulates,32.31785714
Feb-2015,15:00,Roadside,PM2.5 Particulates,14.16071429
Feb-2015,15:00,Roadside,Sulphur Dioxide,6.253571429
Feb-2015,15:00,Background,Nitric Oxide,24.08928571
Feb-2015,15:00,Background,Nitrogen Dioxide,37.59642857
Feb-2015,15:00,Background,Oxides of Nitrogen,58.475
Feb-2015,15:00,Background,Ozone,39.83571429
Feb-2015,15:00,Background,PM10 Particulates,17.88928571
Feb-2015,15:00,Background,PM2.5 Particulates,11.60357143
Feb-2015,15:00,Background,Sulphur Dioxide,5.425
Feb-2015,16:00,Roadside,Nitric Oxide,124.7
Feb-2015,16:00,Roadside,Nitrogen Dioxide,74.55357143
Feb-2015,16:00,Roadside,Oxides of Nitrogen,199.2464286
Feb-2015,16:00,Roadside,Ozone,22.54642857
Feb-2015,16:00,Roadside,PM10 Particulates,30.79285714
Feb-2015,16:00,Roadside,PM2.5 Particulates,14.56071429
Feb-2015,16:00,Roadside,Sulphur Dioxide,6.15
Feb-2015,16:00,Background,Nitric Oxide,23.65714286
Feb-2015,16:00,Background,Nitrogen Dioxide,41.42142857
Feb-2015,16:00,Background,Oxides of Nitrogen,61.69642857
Feb-2015,16:00,Background,Ozone,36.32142857
Feb-2015,16:00,Background,PM10 Particulates,17.34642857
Feb-2015,16:00,Background,PM2.5 Particulates,11.95
Feb-2015,16:00,Background,Sulphur Dioxide,5.578571429
Feb-2015,17:00,Roadside,Nitric Oxide,130.45
Feb-2015,17:00,Roadside,Nitrogen Dioxide,79.64285714
Feb-2015,17:00,Roadside,Oxides of Nitrogen,210.0892857
Feb-2015,17:00,Roadside,Ozone,20.03571429
Feb-2015,17:00,Roadside,PM10 Particulates,30.67142857
Feb-2015,17:00,Roadside,PM2.5 Particulates,15.18928571
Feb-2015,17:00,Roadside,Sulphur Dioxide,6.346428571
Feb-2015,17:00,Background,Nitric Oxide,28.46071429
Feb-2015,17:00,Background,Nitrogen Dioxide,48.44285714
Feb-2015,17:00,Background,Oxides of Nitrogen,74.62142857
Feb-2015,17:00,Background,Ozone,29.78928571
Feb-2015,17:00,Background,PM10 Particulates,18.15
Feb-2015,17:00,Background,PM2.5 Particulates,12.95
Feb-2015,17:00,Background,Sulphur Dioxide,5.721428571
Feb-2015,18:00,Roadside,Nitric Oxide,145.075
Feb-2015,18:00,Roadside,Nitrogen Dioxide,83.18571429
Feb-2015,18:00,Roadside,Oxides of Nitrogen,228.2714286
Feb-2015,18:00,Roadside,Ozone,17.53571429
Feb-2015,18:00,Roadside,PM10 Particulates,31.53214286
Feb-2015,18:00,Roadside,PM2.5 Particulates,16.69642857
Feb-2015,18:00,Roadside,Sulphur Dioxide,6.410714286
Feb-2015,18:00,Background,Nitric Oxide,35.10357143
Feb-2015,18:00,Background,Nitrogen Dioxide,52.85714286
Feb-2015,18:00,Background,Oxides of Nitrogen,86.09642857
Feb-2015,18:00,Background,Ozone,25.78928571
Feb-2015,18:00,Background,PM10 Particulates,19.27857143
Feb-2015,18:00,Background,PM2.5 Particulates,14.325
Feb-2015,18:00,Background,Sulphur Dioxide,6.196428571
Feb-2015,19:00,Roadside,Nitric Oxide,134.4214286
Feb-2015,19:00,Roadside,Nitrogen Dioxide,80.45357143
Feb-2015,19:00,Roadside,Oxides of Nitrogen,214.8714286
Feb-2015,19:00,Roadside,Ozone,18.05714286
Feb-2015,19:00,Roadside,PM10 Particulates,31.65
Feb-2015,19:00,Roadside,PM2.5 Particulates,17.77857143
Feb-2015,19:00,Roadside,Sulphur Dioxide,6.167857143
Feb-2015,19:00,Background,Nitric Oxide,40.43214286
Feb-2015,19:00,Background,Nitrogen Dioxide,53.20714286
Feb-2015,19:00,Background,Oxides of Nitrogen,92.32857143
Feb-2015,19:00,Background,Ozone,25.1
Feb-2015,19:00,Background,PM10 Particulates,19.98928571
Feb-2015,19:00,Background,PM2.5 Particulates,15.46428571
Feb-2015,19:00,Background,Sulphur Dioxide,6.339285714
Feb-2015,20:00,Roadside,Nitric Oxide,116.4535714
Feb-2015,20:00,Roadside,Nitrogen Dioxide,75.22857143
Feb-2015,20:00,Roadside,Oxides of Nitrogen,191.6821429
Feb-2015,20:00,Roadside,Ozone,18.88571429
Feb-2015,20:00,Roadside,PM10 Particulates,30.75714286
Feb-2015,20:00,Roadside,PM2.5 Particulates,18.32857143
Feb-2015,20:00,Roadside,Sulphur Dioxide,6.271428571
Feb-2015,20:00,Background,Nitric Oxide,40.80714286
Feb-2015,20:00,Background,Nitrogen Dioxide,51.61428571
Feb-2015,20:00,Background,Oxides of Nitrogen,91.12857143
Feb-2015,20:00,Background,Ozone,25.075
Feb-2015,20:00,Background,PM10 Particulates,20.225
Feb-2015,20:00,Background,PM2.5 Particulates,16.06428571
Feb-2015,20:00,Background,Sulphur Dioxide,6.321428571
Feb-2015,21:00,Roadside,Nitric Oxide,104.8285714
Feb-2015,21:00,Roadside,Nitrogen Dioxide,69.96785714
Feb-2015,21:00,Roadside,Oxides of Nitrogen,174.7857143
Feb-2015,21:00,Roadside,Ozone,19.53214286
Feb-2015,21:00,Roadside,PM10 Particulates,29.11071429
Feb-2015,21:00,Roadside,PM2.5 Particulates,18.01785714
Feb-2015,21:00,Roadside,Sulphur Dioxide,5.921428571
Feb-2015,21:00,Background,Nitric Oxide,38.08571429
Feb-2015,21:00,Background,Nitrogen Dioxide,48.92857143
Feb-2015,21:00,Background,Oxides of Nitrogen,85.12142857
Feb-2015,21:00,Background,Ozone,25.25357143
Feb-2015,21:00,Background,PM10 Particulates,19.81071429
Feb-2015,21:00,Background,PM2.5 Particulates,16.52142857
Feb-2015,21:00,Background,Sulphur Dioxide,6.310714286
Feb-2015,22:00,Roadside,Nitric Oxide,100.0428571
Feb-2015,22:00,Roadside,Nitrogen Dioxide,66.21785714
Feb-2015,22:00,Roadside,Oxides of Nitrogen,166.2642857
Feb-2015,22:00,Roadside,Ozone,20.25
Feb-2015,22:00,Roadside,PM10 Particulates,27.65
Feb-2015,22:00,Roadside,PM2.5 Particulates,17.47857143
Feb-2015,22:00,Roadside,Sulphur Dioxide,5.832142857
Feb-2015,22:00,Background,Nitric Oxide,35.48928571
Feb-2015,22:00,Background,Nitrogen Dioxide,45.675
Feb-2015,22:00,Background,Oxides of Nitrogen,79.35714286
Feb-2015,22:00,Background,Ozone,25.72857143
Feb-2015,22:00,Background,PM10 Particulates,19.14285714
Feb-2015,22:00,Background,PM2.5 Particulates,16.68214286
Feb-2015,22:00,Background,Sulphur Dioxide,6.128571429
Feb-2015,23:00,Roadside,Nitric Oxide,83.80357143
Feb-2015,23:00,Roadside,Nitrogen Dioxide,60.00714286
Feb-2015,23:00,Roadside,Oxides of Nitrogen,143.8357143
Feb-2015,23:00,Roadside,Ozone,22.00714286
Feb-2015,23:00,Roadside,PM10 Particulates,26.02857143
Feb-2015,23:00,Roadside,PM2.5 Particulates,17.03214286
Feb-2015,23:00,Roadside,Sulphur Dioxide,5.646428571
Feb-2015,23:00,Background,Nitric Oxide,29.94285714
Feb-2015,23:00,Background,Nitrogen Dioxide,40.875
Feb-2015,23:00,Background,Oxides of Nitrogen,69.85714286
Feb-2015,23:00,Background,Ozone,27.78928571
Feb-2015,23:00,Background,PM10 Particulates,18.30357143
Feb-2015,23:00,Background,PM2.5 Particulates,16.43214286
Feb-2015,23:00,Background,Sulphur Dioxide,6.203571429
Mar-2015,00:00,Roadside,Nitric Oxide,43.05483871
Mar-2015,00:00,Roadside,Nitrogen Dioxide,44.96129032
Mar-2015,00:00,Roadside,Oxides of Nitrogen,88.01290323
Mar-2015,00:00,Roadside,Ozone,30.37741935
Mar-2015,00:00,Roadside,PM10 Particulates,27.11935484
Mar-2015,00:00,Roadside,PM2.5 Particulates,18.97419355
Mar-2015,00:00,Roadside,Sulphur Dioxide,2.196774194
Mar-2015,00:00,Background,Nitric Oxide,11.46129032
Mar-2015,00:00,Background,Nitrogen Dioxide,32.10967742
Mar-2015,00:00,Background,Oxides of Nitrogen,41.40967742
Mar-2015,00:00,Background,Ozone,40.35806452
Mar-2015,00:00,Background,PM10 Particulates,21.67419355
Mar-2015,00:00,Background,PM2.5 Particulates,18.92903226
Mar-2015,00:00,Background,Sulphur Dioxide,6.148387097
Mar-2015,01:00,Roadside,Nitric Oxide,29.7483871
Mar-2015,01:00,Roadside,Nitrogen Dioxide,39.40322581
Mar-2015,01:00,Roadside,Oxides of Nitrogen,69.16129032
Mar-2015,01:00,Roadside,Ozone,33.30322581
Mar-2015,01:00,Roadside,PM10 Particulates,26.1516129
Mar-2015,01:00,Roadside,PM2.5 Particulates,18.62258065
Mar-2015,01:00,Roadside,Sulphur Dioxide,1.935483871
Mar-2015,01:00,Background,Nitric Oxide,9.25483871
Mar-2015,01:00,Background,Nitrogen Dioxide,28.83225806
Mar-2015,01:00,Background,Oxides of Nitrogen,36.05806452
Mar-2015,01:00,Background,Ozone,43.29354839
Mar-2015,01:00,Background,PM10 Particulates,21.6
Mar-2015,01:00,Background,PM2.5 Particulates,18.46451613
Mar-2015,01:00,Background,Sulphur Dioxide,5.732258065
Mar-2015,02:00,Roadside,Nitric Oxide,22.45806452
Mar-2015,02:00,Roadside,Nitrogen Dioxide,33.61290323
Mar-2015,02:00,Roadside,Oxides of Nitrogen,56.06774194
Mar-2015,02:00,Roadside,Ozone,34.58064516
Mar-2015,02:00,Roadside,PM10 Particulates,24.70322581
Mar-2015,02:00,Roadside,PM2.5 Particulates,17.9516129
Mar-2015,02:00,Roadside,Sulphur Dioxide,1.458064516
Mar-2015,02:00,Background,Nitric Oxide,7.103225806
Mar-2015,02:00,Background,Nitrogen Dioxide,24.92258065
Mar-2015,02:00,Background,Oxides of Nitrogen,30.58387097
Mar-2015,02:00,Background,Ozone,44.26129032
Mar-2015,02:00,Background,PM10 Particulates,21.11612903
Mar-2015,02:00,Background,PM2.5 Particulates,17.69354839
Mar-2015,02:00,Background,Sulphur Dioxide,5.138709677
Mar-2015,03:00,Roadside,Nitric Oxide,23.40967742
Mar-2015,03:00,Roadside,Nitrogen Dioxide,32.42580645
Mar-2015,03:00,Roadside,Oxides of Nitrogen,55.83870968
Mar-2015,03:00,Roadside,Ozone,34.88709677
Mar-2015,03:00,Roadside,PM10 Particulates,23.6516129
Mar-2015,03:00,Roadside,PM2.5 Particulates,17.28387097
Mar-2015,03:00,Roadside,Sulphur Dioxide,1.429032258
Mar-2015,03:00,Background,Nitric Oxide,7.106451613
Mar-2015,03:00,Background,Nitrogen Dioxide,23.52903226
Mar-2015,03:00,Background,Oxides of Nitrogen,29.31935484
Mar-2015,03:00,Background,Ozone,44.72903226
Mar-2015,03:00,Background,PM10 Particulates,20.33870968
Mar-2015,03:00,Background,PM2.5 Particulates,17.14516129
Mar-2015,03:00,Background,Sulphur Dioxide,5.087096774
Mar-2015,04:00,Roadside,Nitric Oxide,32.71290323
Mar-2015,04:00,Roadside,Nitrogen Dioxide,35.64193548
Mar-2015,04:00,Roadside,Oxides of Nitrogen,68.36774194
Mar-2015,04:00,Roadside,Ozone,32.10322581
Mar-2015,04:00,Roadside,PM10 Particulates,23.56774194
Mar-2015,04:00,Roadside,PM2.5 Particulates,16.9483871
Mar-2015,04:00,Roadside,Sulphur Dioxide,1.806451613
Mar-2015,04:00,Background,Nitric Oxide,9.577419355
Mar-2015,04:00,Background,Nitrogen Dioxide,24.83548387
Mar-2015,04:00,Background,Oxides of Nitrogen,32.51612903
Mar-2015,04:00,Background,Ozone,43.11935484
Mar-2015,04:00,Background,PM10 Particulates,19.75483871
Mar-2015,04:00,Background,PM2.5 Particulates,16.73870968
Mar-2015,04:00,Background,Sulphur Dioxide,5.396774194
Mar-2015,05:00,Roadside,Nitric Oxide,56.76451613
Mar-2015,05:00,Roadside,Nitrogen Dioxide,45.17096774
Mar-2015,05:00,Roadside,Oxides of Nitrogen,101.9451613
Mar-2015,05:00,Roadside,Ozone,26.94516129
Mar-2015,05:00,Roadside,PM10 Particulates,25.40967742
Mar-2015,05:00,Roadside,PM2.5 Particulates,17.74516129
Mar-2015,05:00,Roadside,Sulphur Dioxide,2.477419355
Mar-2015,05:00,Background,Nitric Oxide,15.25483871
Mar-2015,05:00,Background,Nitrogen Dioxide,30.02580645
Mar-2015,05:00,Background,Oxides of Nitrogen,43.26451613
Mar-2015,05:00,Background,Ozone,39.00967742
Mar-2015,05:00,Background,PM10 Particulates,20.2
Mar-2015,05:00,Background,PM2.5 Particulates,16.97419355
Mar-2015,05:00,Background,Sulphur Dioxide,5.761290323
Mar-2015,06:00,Roadside,Nitric Oxide,107.7483871
Mar-2015,06:00,Roadside,Nitrogen Dioxide,61.10322581
Mar-2015,06:00,Roadside,Oxides of Nitrogen,168.8548387
Mar-2015,06:00,Roadside,Ozone,21.12580645
Mar-2015,06:00,Roadside,PM10 Particulates,29.07419355
Mar-2015,06:00,Roadside,PM2.5 Particulates,19.09032258
Mar-2015,06:00,Roadside,Sulphur Dioxide,3.822580645
Mar-2015,06:00,Background,Nitric Oxide,29.8483871
Mar-2015,06:00,Background,Nitrogen Dioxide,39.1516129
Mar-2015,06:00,Background,Oxides of Nitrogen,67.11612903
Mar-2015,06:00,Background,Ozone,32.72903226
Mar-2015,06:00,Background,PM10 Particulates,21.13225806
Mar-2015,06:00,Background,PM2.5 Particulates,17.84193548
Mar-2015,06:00,Background,Sulphur Dioxide,6.232258065
Mar-2015,07:00,Roadside,Nitric Oxide,138.9709677
Mar-2015,07:00,Roadside,Nitrogen Dioxide,69.88064516
Mar-2015,07:00,Roadside,Oxides of Nitrogen,208.8354839
Mar-2015,07:00,Roadside,Ozone,18.97096774
Mar-2015,07:00,Roadside,PM10 Particulates,32.02580645
Mar-2015,07:00,Roadside,PM2.5 Particulates,20.06129032
Mar-2015,07:00,Roadside,Sulphur Dioxide,3.870967742
Mar-2015,07:00,Background,Nitric Oxide,47.62580645
Mar-2015,07:00,Background,Nitrogen Dioxide,46.02258065
Mar-2015,07:00,Background,Oxides of Nitrogen,91.25806452
Mar-2015,07:00,Background,Ozone,29.72580645
Mar-2015,07:00,Background,PM10 Particulates,22.81935484
Mar-2015,07:00,Background,PM2.5 Particulates,18.47741935
Mar-2015,07:00,Background,Sulphur Dioxide,6.677419355
Mar-2015,08:00,Roadside,Nitric Oxide,132.9225806
Mar-2015,08:00,Roadside,Nitrogen Dioxide,66.99032258
Mar-2015,08:00,Roadside,Oxides of Nitrogen,199.9064516
Mar-2015,08:00,Roadside,Ozone,22.00967742
Mar-2015,08:00,Roadside,PM10 Particulates,35.02903226
Mar-2015,08:00,Roadside,PM2.5 Particulates,20.32580645
Mar-2015,08:00,Roadside,Sulphur Dioxide,3.990322581
Mar-2015,08:00,Background,Nitric Oxide,40.26451613
Mar-2015,08:00,Background,Nitrogen Dioxide,43.24516129
Mar-2015,08:00,Background,Oxides of Nitrogen,81.54516129
Mar-2015,08:00,Background,Ozone,33.96774194
Mar-2015,08:00,Background,PM10 Particulates,24.69677419
Mar-2015,08:00,Background,PM2.5 Particulates,18.56129032
Mar-2015,08:00,Background,Sulphur Dioxide,6.603225806
Mar-2015,09:00,Roadside,Nitric Oxide,121.5419355
Mar-2015,09:00,Roadside,Nitrogen Dioxide,61.30645161
Mar-2015,09:00,Roadside,Oxides of Nitrogen,182.8354839
Mar-2015,09:00,Roadside,Ozone,26.51290323
Mar-2015,09:00,Roadside,PM10 Particulates,36.58709677
Mar-2015,09:00,Roadside,PM2.5 Particulates,20.23870968
Mar-2015,09:00,Roadside,Sulphur Dioxide,3.75483871
Mar-2015,09:00,Background,Nitric Oxide,31.03225806
Mar-2015,09:00,Background,Nitrogen Dioxide,37.47741935
Mar-2015,09:00,Background,Oxides of Nitrogen,66.0483871
Mar-2015,09:00,Background,Ozone,41.42580645
Mar-2015,09:00,Background,PM10 Particulates,25.19354839
Mar-2015,09:00,Background,PM2.5 Particulates,18.99677419
Mar-2015,09:00,Background,Sulphur Dioxide,6.419354839
Mar-2015,10:00,Roadside,Nitric Oxide,106.316129
Mar-2015,10:00,Roadside,Nitrogen Dioxide,57.18387097
Mar-2015,10:00,Roadside,Oxides of Nitrogen,163.5322581
Mar-2015,10:00,Roadside,Ozone,30.53225806
Mar-2015,10:00,Roadside,PM10 Particulates,35.50645161
Mar-2015,10:00,Roadside,PM2.5 Particulates,19.55483871
Mar-2015,10:00,Roadside,Sulphur Dioxide,3.435483871
Mar-2015,10:00,Background,Nitric Oxide,24.46129032
Mar-2015,10:00,Background,Nitrogen Dioxide,32.6483871
Mar-2015,10:00,Background,Oxides of Nitrogen,54.67419355
Mar-2015,10:00,Background,Ozone,47.9516129
Mar-2015,10:00,Background,PM10 Particulates,24.58064516
Mar-2015,10:00,Background,PM2.5 Particulates,18.25806452
Mar-2015,10:00,Background,Sulphur Dioxide,6.138709677
Mar-2015,11:00,Roadside,Nitric Oxide,100.2612903
Mar-2015,11:00,Roadside,Nitrogen Dioxide,56.19354839
Mar-2015,11:00,Roadside,Oxides of Nitrogen,156.4580645
Mar-2015,11:00,Roadside,Ozone,32.0483871
Mar-2015,11:00,Roadside,PM10 Particulates,35.47419355
Mar-2015,11:00,Roadside,PM2.5 Particulates,19.11935484
Mar-2015,11:00,Roadside,Sulphur Dioxide,3.45483871
Mar-2015,11:00,Background,Nitric Oxide,21.34516129
Mar-2015,11:00,Background,Nitrogen Dioxide,30.52903226
Mar-2015,11:00,Background,Oxides of Nitrogen,49.44516129
Mar-2015,11:00,Background,Ozone,51.85806452
Mar-2015,11:00,Background,PM10 Particulates,24.29677419
Mar-2015,11:00,Background,PM2.5 Particulates,17.92903226
Mar-2015,11:00,Background,Sulphur Dioxide,6.14516129
Mar-2015,12:00,Roadside,Nitric Oxide,96.01935484
Mar-2015,12:00,Roadside,Nitrogen Dioxide,56.40322581
Mar-2015,12:00,Roadside,Oxides of Nitrogen,152.4322581
Mar-2015,12:00,Roadside,Ozone,33.07741935
Mar-2015,12:00,Roadside,PM10 Particulates,34.87741935
Mar-2015,12:00,Roadside,PM2.5 Particulates,18.71612903
Mar-2015,12:00,Roadside,Sulphur Dioxide,3.382758621
Mar-2015,12:00,Background,Nitric Oxide,18.74516129
Mar-2015,12:00,Background,Nitrogen Dioxide,29.3
Mar-2015,12:00,Background,Oxides of Nitrogen,45.62903226
Mar-2015,12:00,Background,Ozone,54.88387097
Mar-2015,12:00,Background,PM10 Particulates,23.67419355
Mar-2015,12:00,Background,PM2.5 Particulates,17.40967742
Mar-2015,12:00,Background,Sulphur Dioxide,5.922580645
Mar-2015,13:00,Roadside,Nitric Oxide,92.50967742
Mar-2015,13:00,Roadside,Nitrogen Dioxide,56.63225806
Mar-2015,13:00,Roadside,Oxides of Nitrogen,149.1129032
Mar-2015,13:00,Roadside,Ozone,34.57741935
Mar-2015,13:00,Roadside,PM10 Particulates,35.27741935
Mar-2015,13:00,Roadside,PM2.5 Particulates,18.35806452
Mar-2015,13:00,Roadside,Sulphur Dioxide,2.938709677
Mar-2015,13:00,Background,Nitric Oxide,17.96129032
Mar-2015,13:00,Background,Nitrogen Dioxide,28.98387097
Mar-2015,13:00,Background,Oxides of Nitrogen,44.36774194
Mar-2015,13:00,Background,Ozone,56.31290323
Mar-2015,13:00,Background,PM10 Particulates,23.39677419
Mar-2015,13:00,Background,PM2.5 Particulates,16.93870968
Mar-2015,13:00,Background,Sulphur Dioxide,5.870967742
Mar-2015,14:00,Roadside,Nitric Oxide,92.46451613
Mar-2015,14:00,Roadside,Nitrogen Dioxide,57.87419355
Mar-2015,14:00,Roadside,Oxides of Nitrogen,150.316129
Mar-2015,14:00,Roadside,Ozone,35.2516129
Mar-2015,14:00,Roadside,PM10 Particulates,34.93870968
Mar-2015,14:00,Roadside,PM2.5 Particulates,18.09354839
Mar-2015,14:00,Roadside,Sulphur Dioxide,2.741935484
Mar-2015,14:00,Background,Nitric Oxide,18.77419355
Mar-2015,14:00,Background,Nitrogen Dioxide,29.80645161
Mar-2015,14:00,Background,Oxides of Nitrogen,46.48064516
Mar-2015,14:00,Background,Ozone,57.02258065
Mar-2015,14:00,Background,PM10 Particulates,23.72580645
Mar-2015,14:00,Background,PM2.5 Particulates,16.38387097
Mar-2015,14:00,Background,Sulphur Dioxide,5.758064516
Mar-2015,15:00,Roadside,Nitric Oxide,93.69677419
Mar-2015,15:00,Roadside,Nitrogen Dioxide,60.06774194
Mar-2015,15:00,Roadside,Oxides of Nitrogen,153.7483871
Mar-2015,15:00,Roadside,Ozone,34.32903226
Mar-2015,15:00,Roadside,PM10 Particulates,33.15806452
Mar-2015,15:00,Roadside,PM2.5 Particulates,18.51935484
Mar-2015,15:00,Roadside,Sulphur Dioxide,2.796774194
Mar-2015,15:00,Background,Nitric Oxide,17.91935484
Mar-2015,15:00,Background,Nitrogen Dioxide,31.99677419
Mar-2015,15:00,Background,Oxides of Nitrogen,46.53225806
Mar-2015,15:00,Background,Ozone,55.39032258
Mar-2015,15:00,Background,PM10 Particulates,23.4483871
Mar-2015,15:00,Background,PM2.5 Particulates,16.50967742
Mar-2015,15:00,Background,Sulphur Dioxide,5.693548387
Mar-2015,16:00,Roadside,Nitric Oxide,91.96129032
Mar-2015,16:00,Roadside,Nitrogen Dioxide,62.28387097
Mar-2015,16:00,Roadside,Oxides of Nitrogen,154.1967742
Mar-2015,16:00,Roadside,Ozone,33.1483871
Mar-2015,16:00,Roadside,PM10 Particulates,32.62580645
Mar-2015,16:00,Roadside,PM2.5 Particulates,18.59354839
Mar-2015,16:00,Roadside,Sulphur Dioxide,2.777419355
Mar-2015,16:00,Background,Nitric Oxide,17
Mar-2015,16:00,Background,Nitrogen Dioxide,34.44516129
Mar-2015,16:00,Background,Oxides of Nitrogen,47.44516129
Mar-2015,16:00,Background,Ozone,53.19032258
Mar-2015,16:00,Background,PM10 Particulates,23.00645161
Mar-2015,16:00,Background,PM2.5 Particulates,16.43548387
Mar-2015,16:00,Background,Sulphur Dioxide,5.558064516
Mar-2015,17:00,Roadside,Nitric Oxide,96.79354839
Mar-2015,17:00,Roadside,Nitrogen Dioxide,67.75806452
Mar-2015,17:00,Roadside,Oxides of Nitrogen,164.5064516
Mar-2015,17:00,Roadside,Ozone,29.72258065
Mar-2015,17:00,Roadside,PM10 Particulates,32.17419355
Mar-2015,17:00,Roadside,PM2.5 Particulates,19.66129032
Mar-2015,17:00,Roadside,Sulphur Dioxide,2.75483871
Mar-2015,17:00,Background,Nitric Oxide,17.49677419
Mar-2015,17:00,Background,Nitrogen Dioxide,39.8483871
Mar-2015,17:00,Background,Oxides of Nitrogen,53.37419355
Mar-2015,17:00,Background,Ozone,47.10322581
Mar-2015,17:00,Background,PM10 Particulates,22.98064516
Mar-2015,17:00,Background,PM2.5 Particulates,17.39032258
Mar-2015,17:00,Background,Sulphur Dioxide,5.570967742
Mar-2015,18:00,Roadside,Nitric Oxide,103.9677419
Mar-2015,18:00,Roadside,Nitrogen Dioxide,72.50967742
Mar-2015,18:00,Roadside,Oxides of Nitrogen,176.4580645
Mar-2015,18:00,Roadside,Ozone,25.11290323
Mar-2015,18:00,Roadside,PM10 Particulates,32.4
Mar-2015,18:00,Roadside,PM2.5 Particulates,21.29354839
Mar-2015,18:00,Roadside,Sulphur Dioxide,2.748387097
Mar-2015,18:00,Background,Nitric Oxide,19.15806452
Mar-2015,18:00,Background,Nitrogen Dioxide,46.41935484
Mar-2015,18:00,Background,Oxides of Nitrogen,61.46774194
Mar-2015,18:00,Background,Ozone,39.19032258
Mar-2015,18:00,Background,PM10 Particulates,23.85806452
Mar-2015,18:00,Background,PM2.5 Particulates,19.32258065
Mar-2015,18:00,Background,Sulphur Dioxide,6.080645161
Mar-2015,19:00,Roadside,Nitric Oxide,92.96451613
Mar-2015,19:00,Roadside,Nitrogen Dioxide,70.14193548
Mar-2015,19:00,Roadside,Oxides of Nitrogen,163.116129
Mar-2015,19:00,Roadside,Ozone,23.96774194
Mar-2015,19:00,Roadside,PM10 Particulates,33.29677419
Mar-2015,19:00,Roadside,PM2.5 Particulates,22.35483871
Mar-2015,19:00,Roadside,Sulphur Dioxide,2.670967742
Mar-2015,19:00,Background,Nitric Oxide,21.82580645
Mar-2015,19:00,Background,Nitrogen Dioxide,47.22258065
Mar-2015,19:00,Background,Oxides of Nitrogen,65.53225806
Mar-2015,19:00,Background,Ozone,36.39677419
Mar-2015,19:00,Background,PM10 Particulates,24.59032258
Mar-2015,19:00,Background,PM2.5 Particulates,20.33548387
Mar-2015,19:00,Background,Sulphur Dioxide,5.938709677
Mar-2015,20:00,Roadside,Nitric Oxide,78.11290323
Mar-2015,20:00,Roadside,Nitrogen Dioxide,63.7
Mar-2015,20:00,Roadside,Oxides of Nitrogen,141.8225806
Mar-2015,20:00,Roadside,Ozone,25.22580645
Mar-2015,20:00,Roadside,PM10 Particulates,32.31290323
Mar-2015,20:00,Roadside,PM2.5 Particulates,22.95483871
Mar-2015,20:00,Roadside,Sulphur Dioxide,2.732258065
Mar-2015,20:00,Background,Nitric Oxide,21.20322581
Mar-2015,20:00,Background,Nitrogen Dioxide,44.20322581
Mar-2015,20:00,Background,Oxides of Nitrogen,62.91290323
Mar-2015,20:00,Background,Ozone,37.00322581
Mar-2015,20:00,Background,PM10 Particulates,24.84193548
Mar-2015,20:00,Background,PM2.5 Particulates,21.24516129
Mar-2015,20:00,Background,Sulphur Dioxide,5.948387097
Mar-2015,21:00,Roadside,Nitric Oxide,72.30322581
Mar-2015,21:00,Roadside,Nitrogen Dioxide,59.52903226
Mar-2015,21:00,Roadside,Oxides of Nitrogen,131.8322581
Mar-2015,21:00,Roadside,Ozone,25.72258065
Mar-2015,21:00,Roadside,PM10 Particulates,32.06451613
