Day,Number of Bicycle Hires,Month,Year,Weekday
30/07/2010,"6,897",7,2010,Thursday
31/07/2010,"5,564",7,2010,Friday
01/08/2010,"4,303",1,2010,Thursday
02/08/2010,"6,642",2,2010,Sunday
03/08/2010,"7,966",3,2010,Sunday
04/08/2010,"7,893",4,2010,Wednesday
05/08/2010,"8,724",5,2010,Friday
06/08/2010,"9,797",6,2010,Monday
07/08/2010,"6,631",7,2010,Wednesday
08/08/2010,"7,864",8,2010,Saturday
09/08/2010,"6,191",9,2010,Tuesday
10/08/2010,"4,802",10,2010,Thursday
11/08/2010,"14,013",11,2010,Sunday
12/08/2010,"13,080",12,2010,Tuesday
13/08/2010,"12,151",8,2010,Thursday
14/08/2010,"9,195",8,2010,Friday
15/08/2010,"10,928",8,2010,Saturday
16/08/2010,"15,384",8,2010,Sunday
17/08/2010,"15,396",8,2010,Monday
18/08/2010,"16,062",8,2010,Tuesday
19/08/2010,"17,170",8,2010,Wednesday
20/08/2010,"16,462",8,2010,Thursday
21/08/2010,"11,719",8,2010,Friday
22/08/2010,"10,129",8,2010,Saturday
23/08/2010,"12,935",8,2010,Sunday
24/08/2010,"17,006",8,2010,Monday
25/08/2010,"10,062",8,2010,Tuesday
26/08/2010,"9,875",8,2010,Wednesday
27/08/2010,"12,854",8,2010,Thursday
28/08/2010,"10,116",8,2010,Friday
29/08/2010,"7,811",8,2010,Saturday
30/08/2010,"10,534",8,2010,Sunday
31/08/2010,"17,508",8,2010,Monday
01/09/2010,"19,332",1,2010,Friday
02/09/2010,"20,909",2,2010,Monday
03/09/2010,"20,113",3,2010,Monday
04/09/2010,"14,373",4,2010,Thursday
05/09/2010,"12,924",5,2010,Saturday
06/09/2010,"16,841",6,2010,Tuesday
07/09/2010,"25,361",7,2010,Thursday
08/09/2010,"18,727",8,2010,Sunday
09/09/2010,"20,774",9,2010,Wednesday
10/09/2010,"19,532",10,2010,Friday
11/09/2010,"13,383",11,2010,Monday
12/09/2010,"14,002",12,2010,Wednesday
13/09/2010,"18,037",9,2010,Sunday
14/09/2010,"17,026",9,2010,Monday
15/09/2010,"20,890",9,2010,Tuesday
16/09/2010,"20,433",9,2010,Wednesday
17/09/2010,"20,488",9,2010,Thursday
18/09/2010,"15,495",9,2010,Friday
19/09/2010,"11,492",9,2010,Saturday
20/09/2010,"20,169",9,2010,Sunday
21/09/2010,"22,906",9,2010,Monday
22/09/2010,"23,905",9,2010,Tuesday
23/09/2010,"17,729",9,2010,Wednesday
24/09/2010,"18,053",9,2010,Thursday
25/09/2010,"14,010",9,2010,Friday
26/09/2010,"7,890",9,2010,Saturday
27/09/2010,"18,789",9,2010,Sunday
28/09/2010,"21,554",9,2010,Monday
29/09/2010,"13,899",9,2010,Tuesday
30/09/2010,"21,823",9,2010,Wednesday
01/10/2010,"11,424",1,2010,Saturday
02/10/2010,"10,704",2,2010,Tuesday
03/10/2010,"8,237",3,2010,Tuesday
04/10/2010,"23,688",4,2010,Friday
05/10/2010,"22,054",5,2010,Sunday
06/10/2010,"20,114",6,2010,Wednesday
07/10/2010,"24,072",7,2010,Friday
08/10/2010,"22,886",8,2010,Monday
09/10/2010,"14,463",9,2010,Thursday
10/10/2010,"14,871",10,2010,Saturday
11/10/2010,"21,986",11,2010,Tuesday
12/10/2010,"23,016",12,2010,Thursday
13/10/2010,"22,251",10,2010,Tuesday
14/10/2010,"21,582",10,2010,Wednesday
15/10/2010,"20,934",10,2010,Thursday
16/10/2010,"12,735",10,2010,Friday
17/10/2010,"12,764",10,2010,Saturday
18/10/2010,"20,464",10,2010,Sunday
19/10/2010,"17,964",10,2010,Monday
20/10/2010,"20,750",10,2010,Tuesday
21/10/2010,"21,161",10,2010,Wednesday
22/10/2010,"20,164",10,2010,Thursday
23/10/2010,"11,584",10,2010,Friday
24/10/2010,"11,259",10,2010,Saturday
25/10/2010,"18,430",10,2010,Sunday
26/10/2010,"13,950",10,2010,Monday
27/10/2010,"19,559",10,2010,Tuesday
28/10/2010,"19,995",10,2010,Wednesday
29/10/2010,"19,119",10,2010,Thursday
30/10/2010,"13,493",10,2010,Friday
31/10/2010,"8,739",10,2010,Saturday
01/11/2010,"19,785",1,2010,Sunday
02/11/2010,"21,754",2,2010,Wednesday
03/11/2010,"27,964",3,2010,Wednesday
04/11/2010,"22,424",4,2010,Saturday
05/11/2010,"15,815",5,2010,Monday
06/11/2010,"11,877",6,2010,Thursday
07/11/2010,"9,331",7,2010,Saturday
08/11/2010,"11,328",8,2010,Tuesday
09/11/2010,"16,026",9,2010,Friday
10/11/2010,"19,767",10,2010,Sunday
11/11/2010,"12,901",11,2010,Wednesday
12/11/2010,"14,534",12,2010,Friday
13/11/2010,"12,123",11,2010,Friday
14/11/2010,"6,235",11,2010,Saturday
15/11/2010,"18,086",11,2010,Sunday
16/11/2010,"18,764",11,2010,Monday
17/11/2010,"17,005",11,2010,Tuesday
18/11/2010,"15,974",11,2010,Wednesday
19/11/2010,"18,545",11,2010,Thursday
20/11/2010,"10,806",11,2010,Friday
21/11/2010,"8,356",11,2010,Saturday
22/11/2010,"17,258",11,2010,Sunday
23/11/2010,"17,427",11,2010,Monday
24/11/2010,"18,628",11,2010,Tuesday
25/11/2010,"16,822",11,2010,Wednesday
26/11/2010,"16,092",11,2010,Thursday
27/11/2010,"7,867",11,2010,Friday
28/11/2010,"6,866",11,2010,Saturday
29/11/2010,"16,681",11,2010,Sunday
30/11/2010,"9,263",11,2010,Monday
01/12/2010,"9,848",1,2010,Monday
02/12/2010,"7,356",2,2010,Thursday
03/12/2010,"8,264",3,2010,Thursday
04/12/2010,"7,857",4,2010,Sunday
05/12/2010,"8,321",5,2010,Tuesday
06/12/2010,"13,855",6,2010,Friday
07/12/2010,"15,033",7,2010,Sunday
08/12/2010,"15,225",8,2010,Wednesday
09/12/2010,"16,171",9,2010,Saturday
10/12/2010,"15,602",10,2010,Monday
11/12/2010,"10,328",11,2010,Thursday
12/12/2010,"8,585",12,2010,Saturday
13/12/2010,"14,997",12,2010,Sunday
14/12/2010,"15,550",12,2010,Monday
15/12/2010,"13,412",12,2010,Tuesday
16/12/2010,"10,833",12,2010,Wednesday
17/12/2010,"10,366",12,2010,Thursday
18/12/2010,"2,805",12,2010,Friday
19/12/2010,"2,764",12,2010,Saturday
20/12/2010,"6,876",12,2010,Sunday
21/12/2010,"7,879",12,2010,Monday
22/12/2010,"9,718",12,2010,Tuesday
23/12/2010,"8,867",12,2010,Wednesday
24/12/2010,"5,402",12,2010,Thursday
25/12/2010,"5,621",12,2010,Friday
26/12/2010,"4,383",12,2010,Saturday
27/12/2010,"3,971",12,2010,Sunday
28/12/2010,"3,763",12,2010,Monday
29/12/2010,"7,010",12,2010,Tuesday
30/12/2010,"7,464",12,2010,Wednesday
31/12/2010,"7,448",12,2010,Thursday
01/01/2011,"4,555",1,2011,Friday
02/01/2011,"6,250",2,2011,Monday
03/01/2011,"7,262",3,2011,Monday
04/01/2011,"13,430",4,2011,Thursday
05/01/2011,"13,757",5,2011,Saturday
06/01/2011,"9,595",6,2011,Tuesday
07/01/2011,"9,294",7,2011,Thursday
08/01/2011,"9,338",8,2011,Sunday
09/01/2011,"10,558",9,2011,Wednesday
10/01/2011,"16,058",10,2011,Friday
11/01/2011,"16,412",11,2011,Monday
12/01/2011,"13,894",12,2011,Wednesday
13/01/2011,"15,911",1,2011,Wednesday
14/01/2011,"14,834",1,2011,Thursday
15/01/2011,"11,851",1,2011,Friday
16/01/2011,"10,471",1,2011,Saturday
17/01/2011,"10,835",1,2011,Sunday
18/01/2011,"17,703",1,2011,Monday
19/01/2011,"18,350",1,2011,Tuesday
20/01/2011,"17,957",1,2011,Wednesday
21/01/2011,"16,509",1,2011,Thursday
22/01/2011,"10,658",1,2011,Friday
23/01/2011,"9,911",1,2011,Saturday
24/01/2011,"17,193",1,2011,Sunday
25/01/2011,"17,045",1,2011,Monday
26/01/2011,"16,396",1,2011,Tuesday
27/01/2011,"16,519",1,2011,Wednesday
28/01/2011,"15,538",1,2011,Thursday
29/01/2011,"9,379",1,2011,Friday
30/01/2011,"9,455",1,2011,Saturday
31/01/2011,"16,260",1,2011,Sunday
01/02/2011,"16,331",1,2011,Saturday
02/02/2011,"18,102",2,2011,Tuesday
03/02/2011,"15,593",3,2011,Tuesday
04/02/2011,"14,938",4,2011,Friday
05/02/2011,"8,442",5,2011,Sunday
06/02/2011,"9,437",6,2011,Wednesday
07/02/2011,"16,537",7,2011,Friday
08/02/2011,"19,829",8,2011,Monday
09/02/2011,"18,197",9,2011,Thursday
10/02/2011,"11,496",10,2011,Saturday
11/02/2011,"16,070",11,2011,Tuesday
12/02/2011,"12,855",12,2011,Thursday
13/02/2011,"7,034",2,2011,Saturday
14/02/2011,"17,836",2,2011,Sunday
15/02/2011,"15,667",2,2011,Monday
16/02/2011,"18,989",2,2011,Tuesday
17/02/2011,"18,938",2,2011,Wednesday
18/02/2011,"17,460",2,2011,Thursday
19/02/2011,"6,250",2,2011,Friday
20/02/2011,"7,882",2,2011,Saturday
21/02/2011,"13,720",2,2011,Sunday
22/02/2011,"15,948",2,2011,Monday
23/02/2011,"12,936",2,2011,Tuesday
24/02/2011,"19,230",2,2011,Wednesday
25/02/2011,"18,634",2,2011,Thursday
26/02/2011,"7,749",2,2011,Friday
27/02/2011,"8,349",2,2011,Saturday
28/02/2011,"13,843",2,2011,Sunday
01/03/2011,"15,774",1,2011,Sunday
02/03/2011,"16,929",2,2011,Wednesday
03/03/2011,"16,576",3,2011,Wednesday
04/03/2011,"16,971",4,2011,Saturday
05/03/2011,"9,847",5,2011,Monday
06/03/2011,"7,142",6,2011,Thursday
07/03/2011,"16,192",7,2011,Saturday
08/03/2011,"17,240",8,2011,Tuesday
09/03/2011,"18,494",9,2011,Friday
10/03/2011,"18,794",10,2011,Sunday
11/03/2011,"19,074",11,2011,Wednesday
12/03/2011,"15,488",12,2011,Friday
13/03/2011,"10,526",3,2011,Saturday
14/03/2011,"19,451",3,2011,Sunday
15/03/2011,"19,568",3,2011,Monday
16/03/2011,"19,643",3,2011,Tuesday
17/03/2011,"20,036",3,2011,Wednesday
18/03/2011,"14,612",3,2011,Thursday
19/03/2011,"17,801",3,2011,Friday
20/03/2011,"14,694",3,2011,Saturday
21/03/2011,"20,710",3,2011,Sunday
22/03/2011,"21,792",3,2011,Monday
23/03/2011,"23,837",3,2011,Tuesday
24/03/2011,"23,518",3,2011,Wednesday
25/03/2011,"24,343",3,2011,Thursday
26/03/2011,"16,095",3,2011,Friday
27/03/2011,"17,550",3,2011,Saturday
28/03/2011,"21,602",3,2011,Sunday
29/03/2011,"22,080",3,2011,Monday
30/03/2011,"18,945",3,2011,Tuesday
31/03/2011,"20,831",3,2011,Wednesday
01/04/2011,"22,048",1,2011,Monday
02/04/2011,"19,829",2,2011,Thursday
03/04/2011,"17,294",3,2011,Thursday
04/04/2011,"20,949",4,2011,Sunday
05/04/2011,"16,690",5,2011,Tuesday
06/04/2011,"25,597",6,2011,Friday
07/04/2011,"25,451",7,2011,Sunday
08/04/2011,"26,622",8,2011,Wednesday
09/04/2011,"22,323",9,2011,Saturday
10/04/2011,"21,346",10,2011,Monday
11/04/2011,"22,204",11,2011,Thursday
12/04/2011,"23,651",12,2011,Saturday
13/04/2011,"18,909",4,2011,Tuesday
14/04/2011,"22,346",4,2011,Wednesday
15/04/2011,"22,974",4,2011,Thursday
16/04/2011,"19,632",4,2011,Friday
17/04/2011,"22,009",4,2011,Saturday
18/04/2011,"24,032",4,2011,Sunday
19/04/2011,"27,914",4,2011,Monday
20/04/2011,"27,934",4,2011,Tuesday
21/04/2011,"26,547",4,2011,Wednesday
22/04/2011,"23,719",4,2011,Thursday
23/04/2011,"19,182",4,2011,Friday
24/04/2011,"21,313",4,2011,Saturday
25/04/2011,"21,669",4,2011,Sunday
26/04/2011,"22,038",4,2011,Monday
27/04/2011,"24,349",4,2011,Tuesday
28/04/2011,"23,794",4,2011,Wednesday
29/04/2011,"19,700",4,2011,Thursday
30/04/2011,"21,574",4,2011,Friday
01/05/2011,"19,489",1,2011,Tuesday
02/05/2011,"18,126",2,2011,Friday
03/05/2011,"23,786",3,2011,Friday
04/05/2011,"26,183",4,2011,Monday
05/05/2011,"23,620",5,2011,Wednesday
06/05/2011,"28,971",6,2011,Saturday
07/05/2011,"22,274",7,2011,Monday
08/05/2011,"21,011",8,2011,Thursday
09/05/2011,"27,172",9,2011,Sunday
10/05/2011,"29,417",10,2011,Tuesday
11/05/2011,"27,205",11,2011,Friday
12/05/2011,"23,461",12,2011,Sunday
13/05/2011,"23,991",5,2011,Thursday
14/05/2011,"21,100",5,2011,Friday
15/05/2011,"19,097",5,2011,Saturday
16/05/2011,"24,620",5,2011,Sunday
17/05/2011,"25,464",5,2011,Monday
18/05/2011,"23,068",5,2011,Tuesday
19/05/2011,"27,534",5,2011,Wednesday
20/05/2011,"27,523",5,2011,Thursday
21/05/2011,"24,408",5,2011,Friday
22/05/2011,"19,348",5,2011,Saturday
23/05/2011,"24,268",5,2011,Sunday
24/05/2011,"27,768",5,2011,Monday
25/05/2011,"28,708",5,2011,Tuesday
26/05/2011,"18,055",5,2011,Wednesday
27/05/2011,"22,907",5,2011,Thursday
28/05/2011,"15,693",5,2011,Friday
29/05/2011,"18,396",5,2011,Saturday
30/05/2011,"16,097",5,2011,Sunday
31/05/2011,"23,312",5,2011,Monday
01/06/2011,"26,054",1,2011,Wednesday
02/06/2011,"26,920",2,2011,Saturday
03/06/2011,"26,641",3,2011,Saturday
04/06/2011,"15,233",4,2011,Tuesday
05/06/2011,"8,420",5,2011,Thursday
06/06/2011,"13,812",6,2011,Sunday
07/06/2011,"22,378",7,2011,Tuesday
08/06/2011,"23,013",8,2011,Friday
09/06/2011,"25,061",9,2011,Monday
10/06/2011,"20,141",10,2011,Wednesday
11/06/2011,"21,059",11,2011,Saturday
12/06/2011,"6,061",12,2011,Monday
13/06/2011,"23,978",6,2011,Sunday
14/06/2011,"28,889",6,2011,Monday
15/06/2011,"25,643",6,2011,Tuesday
16/06/2011,"17,566",6,2011,Wednesday
17/06/2011,"15,723",6,2011,Thursday
18/06/2011,"13,721",6,2011,Friday
19/06/2011,"17,092",6,2011,Saturday
20/06/2011,"20,101",6,2011,Sunday
21/06/2011,"26,780",6,2011,Monday
22/06/2011,"22,745",6,2011,Tuesday
23/06/2011,"24,559",6,2011,Wednesday
24/06/2011,"22,137",6,2011,Thursday
25/06/2011,"17,944",6,2011,Friday
26/06/2011,"23,483",6,2011,Saturday
27/06/2011,"26,243",6,2011,Sunday
28/06/2011,"21,950",6,2011,Monday
29/06/2011,"28,073",6,2011,Tuesday
30/06/2011,"27,297",6,2011,Wednesday
01/07/2011,"27,758",1,2011,Thursday
02/07/2011,"22,764",2,2011,Sunday
03/07/2011,"21,423",3,2011,Sunday
04/07/2011,"27,332",4,2011,Wednesday
05/07/2011,"24,802",5,2011,Friday
06/07/2011,"26,207",6,2011,Monday
07/07/2011,"20,483",7,2011,Wednesday
08/07/2011,"19,485",8,2011,Saturday
09/07/2011,"21,360",9,2011,Tuesday
10/07/2011,"20,203",10,2011,Thursday
11/07/2011,"26,355",11,2011,Sunday
12/07/2011,"26,633",12,2011,Tuesday
13/07/2011,"25,417",7,2011,Tuesday
14/07/2011,"26,479",7,2011,Wednesday
15/07/2011,"27,114",7,2011,Thursday
16/07/2011,"10,224",7,2011,Friday
17/07/2011,"10,965",7,2011,Saturday
18/07/2011,"18,541",7,2011,Sunday
19/07/2011,"21,218",7,2011,Monday
20/07/2011,"21,580",7,2011,Tuesday
21/07/2011,"20,951",7,2011,Wednesday
22/07/2011,"25,172",7,2011,Thursday
23/07/2011,"20,264",7,2011,Friday
24/07/2011,"22,464",7,2011,Saturday
25/07/2011,"25,185",7,2011,Sunday
26/07/2011,"25,636",7,2011,Monday
27/07/2011,"24,989",7,2011,Tuesday
28/07/2011,"26,759",7,2011,Wednesday
29/07/2011,"25,373",7,2011,Thursday
30/07/2011,"23,930",7,2011,Friday
31/07/2011,"21,388",7,2011,Saturday
01/08/2011,"22,940",1,2011,Friday
02/08/2011,"24,290",2,2011,Monday
03/08/2011,"26,120",3,2011,Monday
04/08/2011,"15,149",4,2011,Thursday
05/08/2011,"26,792",5,2011,Saturday
06/08/2011,"20,485",6,2011,Tuesday
07/08/2011,"14,912",7,2011,Thursday
08/08/2011,"23,489",8,2011,Sunday
09/08/2011,"23,011",9,2011,Wednesday
10/08/2011,"24,182",10,2011,Friday
11/08/2011,"20,573",11,2011,Monday
12/08/2011,"22,971",12,2011,Wednesday
13/08/2011,"20,731",8,2011,Friday
14/08/2011,"21,115",8,2011,Saturday
15/08/2011,"23,657",8,2011,Sunday
16/08/2011,"24,899",8,2011,Monday
17/08/2011,"23,010",8,2011,Tuesday
18/08/2011,"16,139",8,2011,Wednesday
19/08/2011,"25,444",8,2011,Thursday
20/08/2011,"17,334",8,2011,Friday
21/08/2011,"21,836",8,2011,Saturday
22/08/2011,"25,222",8,2011,Sunday
23/08/2011,"10,953",8,2011,Monday
24/08/2011,"22,883",8,2011,Tuesday
25/08/2011,"20,026",8,2011,Wednesday
26/08/2011,"12,368",8,2011,Thursday
27/08/2011,"14,045",8,2011,Friday
28/08/2011,"15,908",8,2011,Saturday
29/08/2011,"17,443",8,2011,Sunday
30/08/2011,"21,477",8,2011,Monday
31/08/2011,"23,036",8,2011,Tuesday
01/09/2011,"25,110",1,2011,Saturday
02/09/2011,"25,981",2,2011,Tuesday
03/09/2011,"24,578",3,2011,Tuesday
04/09/2011,"14,967",4,2011,Friday
05/09/2011,"21,776",5,2011,Sunday
06/09/2011,"13,863",6,2011,Wednesday
07/09/2011,"22,746",7,2011,Friday
08/09/2011,"23,679",8,2011,Monday
09/09/2011,"23,957",9,2011,Thursday
10/09/2011,"20,069",10,2011,Saturday
11/09/2011,"17,719",11,2011,Tuesday
12/09/2011,"21,572",12,2011,Thursday
13/09/2011,"23,962",9,2011,Monday
14/09/2011,"25,824",9,2011,Tuesday
15/09/2011,"25,803",9,2011,Wednesday
16/09/2011,"25,567",9,2011,Thursday
17/09/2011,"15,147",9,2011,Friday
18/09/2011,"17,327",9,2011,Saturday
19/09/2011,"23,708",9,2011,Sunday
20/09/2011,"23,676",9,2011,Monday
21/09/2011,"22,730",9,2011,Tuesday
22/09/2011,"24,601",9,2011,Wednesday
23/09/2011,"25,114",9,2011,Thursday
24/09/2011,"22,113",9,2011,Friday
25/09/2011,"21,211",9,2011,Saturday
26/09/2011,"20,527",9,2011,Sunday
27/09/2011,"24,841",9,2011,Monday
28/09/2011,"28,434",9,2011,Tuesday
29/09/2011,"29,039",9,2011,Wednesday
30/09/2011,"29,139",9,2011,Thursday
01/10/2011,"27,129",1,2011,Sunday
02/10/2011,"26,906",2,2011,Wednesday
03/10/2011,"27,559",3,2011,Wednesday
04/10/2011,"26,131",4,2011,Saturday
05/10/2011,"26,263",5,2011,Monday
06/10/2011,"25,083",6,2011,Thursday
07/10/2011,"24,529",7,2011,Saturday
08/10/2011,"18,154",8,2011,Tuesday
09/10/2011,"17,643",9,2011,Friday
10/10/2011,"24,198",10,2011,Sunday
11/10/2011,"26,184",11,2011,Wednesday
12/10/2011,"26,323",12,2011,Friday
13/10/2011,"25,149",10,2011,Wednesday
14/10/2011,"26,542",10,2011,Thursday
15/10/2011,"23,663",10,2011,Friday
16/10/2011,"18,530",10,2011,Saturday
17/10/2011,"23,892",10,2011,Sunday
18/10/2011,"23,791",10,2011,Monday
19/10/2011,"23,259",10,2011,Tuesday
20/10/2011,"23,157",10,2011,Wednesday
21/10/2011,"23,253",10,2011,Thursday
22/10/2011,"20,482",10,2011,Friday
23/10/2011,"18,560",10,2011,Saturday
24/10/2011,"22,842",10,2011,Sunday
25/10/2011,"22,771",10,2011,Monday
26/10/2011,"17,621",10,2011,Tuesday
27/10/2011,"19,360",10,2011,Wednesday
28/10/2011,"23,158",10,2011,Thursday
29/10/2011,"18,228",10,2011,Friday
30/10/2011,"15,443",10,2011,Saturday
31/10/2011,"22,999",10,2011,Sunday
01/11/2011,"22,747",1,2011,Monday
02/11/2011,"23,724",2,2011,Thursday
03/11/2011,"18,676",3,2011,Thursday
04/11/2011,"18,774",4,2011,Sunday
05/11/2011,"16,434",5,2011,Tuesday
06/11/2011,"14,317",6,2011,Friday
07/11/2011,"20,365",7,2011,Sunday
08/11/2011,"19,231",8,2011,Wednesday
09/11/2011,"22,542",9,2011,Saturday
10/11/2011,"23,475",10,2011,Monday
11/11/2011,"21,140",11,2011,Thursday
12/11/2011,"18,933",12,2011,Saturday
13/11/2011,"17,744",11,2011,Saturday
14/11/2011,"19,913",11,2011,Sunday
15/11/2011,"22,245",11,2011,Monday
16/11/2011,"21,639",11,2011,Tuesday
17/11/2011,"22,802",11,2011,Wednesday
18/11/2011,"22,461",11,2011,Thursday
19/11/2011,"18,706",11,2011,Friday
20/11/2011,"14,829",11,2011,Saturday
21/11/2011,"20,824",11,2011,Sunday
22/11/2011,"20,341",11,2011,Monday
23/11/2011,"21,855",11,2011,Tuesday
24/11/2011,"21,870",11,2011,Wednesday
25/11/2011,"21,598",11,2011,Thursday
26/11/2011,"15,803",11,2011,Friday
27/11/2011,"14,362",11,2011,Saturday
28/11/2011,"20,167",11,2011,Sunday
29/11/2011,"18,718",11,2011,Monday
30/11/2011,"20,956",11,2011,Tuesday
01/12/2011,"16,481",1,2011,Tuesday
02/12/2011,"19,146",2,2011,Friday
03/12/2011,"13,776",3,2011,Friday
04/12/2011,"10,276",4,2011,Monday
05/12/2011,"18,176",5,2011,Wednesday
06/12/2011,"18,943",6,2011,Saturday
07/12/2011,"19,279",7,2011,Monday
08/12/2011,"17,313",8,2011,Thursday
09/12/2011,"18,421",9,2011,Sunday
10/12/2011,"11,864",10,2011,Tuesday
11/12/2011,"8,368",11,2011,Friday
12/12/2011,"16,554",12,2011,Sunday
13/12/2011,"17,111",12,2011,Monday
14/12/2011,"17,543",12,2011,Tuesday
15/12/2011,"17,081",12,2011,Wednesday
16/12/2011,"11,778",12,2011,Thursday
17/12/2011,"8,925",12,2011,Friday
18/12/2011,"7,485",12,2011,Saturday
19/12/2011,"11,270",12,2011,Sunday
20/12/2011,"15,685",12,2011,Monday
21/12/2011,"14,158",12,2011,Tuesday
22/12/2011,"15,099",12,2011,Wednesday
23/12/2011,"9,131",12,2011,Thursday
24/12/2011,"4,890",12,2011,Friday
25/12/2011,"17,998",12,2011,Saturday
26/12/2011,"10,953",12,2011,Sunday
27/12/2011,"8,076",12,2011,Monday
28/12/2011,"9,888",12,2011,Tuesday
29/12/2011,"8,368",12,2011,Wednesday
30/12/2011,"6,900",12,2011,Thursday
31/12/2011,"7,793",12,2011,Friday
01/01/2012,"5,171",1,2012,Saturday
02/01/2012,"9,091",2,2012,Tuesday
03/01/2012,"10,094",3,2012,Wednesday
04/01/2012,"13,936",4,2012,Saturday
05/01/2012,"14,191",5,2012,Monday
06/01/2012,"17,713",6,2012,Thursday
07/01/2012,"12,556",7,2012,Saturday
08/01/2012,"10,487",8,2012,Tuesday
09/01/2012,"19,472",9,2012,Friday
10/01/2012,"20,548",10,2012,Sunday
11/01/2012,"20,958",11,2012,Wednesday
12/01/2012,"20,879",12,2012,Friday
13/01/2012,"19,691",1,2012,Thursday
14/01/2012,"13,843",1,2012,Friday
15/01/2012,"12,149",1,2012,Saturday
16/01/2012,"19,136",1,2012,Sunday
17/01/2012,"20,170",1,2012,Monday
18/01/2012,"17,972",1,2012,Tuesday
19/01/2012,"15,441",1,2012,Wednesday
20/01/2012,"18,703",1,2012,Thursday
21/01/2012,"13,339",1,2012,Friday
22/01/2012,"12,845",1,2012,Saturday
23/01/2012,"20,193",1,2012,Sunday
24/01/2012,"13,269",1,2012,Monday
25/01/2012,"20,836",1,2012,Tuesday
26/01/2012,"19,515",1,2012,Wednesday
27/01/2012,"20,775",1,2012,Thursday
28/01/2012,"13,272",1,2012,Friday
29/01/2012,"10,949",1,2012,Saturday
30/01/2012,"18,955",1,2012,Sunday
31/01/2012,"18,176",1,2012,Monday
01/02/2012,"18,208",1,2012,Sunday
02/02/2012,"16,916",2,2012,Wednesday
03/02/2012,"16,185",3,2012,Thursday
04/02/2012,"8,348",4,2012,Sunday
05/02/2012,"3,531",5,2012,Tuesday
06/02/2012,"15,202",6,2012,Friday
07/02/2012,"17,722",7,2012,Sunday
08/02/2012,"16,442",8,2012,Wednesday
09/02/2012,"16,363",9,2012,Saturday
10/02/2012,"15,117",10,2012,Monday
11/02/2012,"9,912",11,2012,Thursday
12/02/2012,"8,020",12,2012,Saturday
13/02/2012,"13,172",2,2012,Sunday
14/02/2012,"17,946",2,2012,Monday
15/02/2012,"19,396",2,2012,Tuesday
16/02/2012,"19,505",2,2012,Wednesday
17/02/2012,"19,444",2,2012,Thursday
18/02/2012,"9,463",2,2012,Friday
19/02/2012,"12,655",2,2012,Saturday
20/02/2012,"18,802",2,2012,Sunday
21/02/2012,"20,861",2,2012,Monday
22/02/2012,"18,112",2,2012,Tuesday
23/02/2012,"23,391",2,2012,Wednesday
24/02/2012,"22,067",2,2012,Thursday
25/02/2012,"19,349",2,2012,Friday
26/02/2012,"17,646",2,2012,Saturday
27/02/2012,"20,936",2,2012,Sunday
28/02/2012,"23,423",2,2012,Monday
29/02/2012,"23,692",2,2012,Tuesday
01/03/2012,"25,116",1,2012,Monday
02/03/2012,"21,928",2,2012,Thursday
03/03/2012,"17,697",3,2012,Friday
04/03/2012,"5,062",4,2012,Monday
05/03/2012,"19,342",5,2012,Wednesday
06/03/2012,"21,102",6,2012,Saturday
07/03/2012,"17,096",7,2012,Monday
08/03/2012,"24,123",8,2012,Thursday
09/03/2012,"23,609",9,2012,Sunday
10/03/2012,"24,721",10,2012,Tuesday
11/03/2012,"27,758",11,2012,Friday
12/03/2012,"28,856",12,2012,Sunday
13/03/2012,"27,528",3,2012,Monday
14/03/2012,"28,296",3,2012,Tuesday
15/03/2012,"29,969",3,2012,Wednesday
16/03/2012,"26,452",3,2012,Thursday
17/03/2012,"13,391",3,2012,Friday
18/03/2012,"19,184",3,2012,Saturday
19/03/2012,"28,391",3,2012,Sunday
20/03/2012,"30,817",3,2012,Monday
21/03/2012,"31,175",3,2012,Tuesday
22/03/2012,"31,135",3,2012,Wednesday
23/03/2012,"33,635",3,2012,Thursday
24/03/2012,"35,091",3,2012,Friday
25/03/2012,"28,607",3,2012,Saturday
26/03/2012,"32,368",3,2012,Sunday
27/03/2012,"34,563",3,2012,Monday
28/03/2012,"36,539",3,2012,Tuesday
29/03/2012,"35,954",3,2012,Wednesday
30/03/2012,"35,666",3,2012,Thursday
31/03/2012,"23,038",3,2012,Friday
01/04/2012,"30,513",1,2012,Tuesday
02/04/2012,"32,142",2,2012,Friday
03/04/2012,"25,956",3,2012,Saturday
04/04/2012,"27,912",4,2012,Tuesday
05/04/2012,"24,383",5,2012,Thursday
06/04/2012,"22,354",6,2012,Sunday
07/04/2012,"16,848",7,2012,Tuesday
08/04/2012,"15,717",8,2012,Friday
09/04/2012,"6,214",9,2012,Monday
10/04/2012,"24,898",10,2012,Wednesday
11/04/2012,"29,345",11,2012,Saturday
12/04/2012,"25,772",12,2012,Monday
13/04/2012,"27,673",4,2012,Thursday
14/04/2012,"26,193",4,2012,Friday
15/04/2012,"10,188",4,2012,Saturday
16/04/2012,"28,188",4,2012,Sunday
17/04/2012,"20,105",4,2012,Monday
18/04/2012,"16,651",4,2012,Tuesday
19/04/2012,"18,759",4,2012,Wednesday
20/04/2012,"22,730",4,2012,Thursday
21/04/2012,"22,014",4,2012,Friday
22/04/2012,"19,707",4,2012,Saturday
23/04/2012,"19,262",4,2012,Sunday
24/04/2012,"27,522",4,2012,Monday
