Day,Number of Bicycle Hires,Month,Year,Weekday
25/04/2012,"12,737",4,2012,Tuesday
26/04/2012,"21,740",4,2012,Wednesday
27/04/2012,"24,263",4,2012,Thursday
28/04/2012,"7,827",4,2012,Friday
29/04/2012,"9,951",4,2012,Saturday
30/04/2012,"31,909",4,2012,Sunday
01/05/2012,"24,523",1,2012,Wednesday
02/05/2012,"28,381",2,2012,Saturday
03/05/2012,"23,768",3,2012,Sunday
04/05/2012,"25,503",4,2012,Wednesday
05/05/2012,"16,009",5,2012,Friday
06/05/2012,"17,160",6,2012,Monday
07/05/2012,"15,227",7,2012,Wednesday
08/05/2012,"28,585",8,2012,Saturday
09/05/2012,"21,758",9,2012,Tuesday
10/05/2012,"26,164",10,2012,Thursday
11/05/2012,"31,385",11,2012,Sunday
12/05/2012,"30,699",12,2012,Tuesday
13/05/2012,"28,778",5,2012,Saturday
14/05/2012,"23,344",5,2012,Sunday
15/05/2012,"18,409",5,2012,Monday
16/05/2012,"31,453",5,2012,Tuesday
17/05/2012,"31,219",5,2012,Wednesday
18/05/2012,"30,945",5,2012,Thursday
19/05/2012,"28,474",5,2012,Friday
20/05/2012,"22,286",5,2012,Saturday
21/05/2012,"30,905",5,2012,Sunday
22/05/2012,"36,720",5,2012,Monday
23/05/2012,"40,486",5,2012,Tuesday
24/05/2012,"42,008",5,2012,Wednesday
25/05/2012,"41,357",5,2012,Thursday
26/05/2012,"39,358",5,2012,Friday
27/05/2012,"38,781",5,2012,Saturday
28/05/2012,"40,872",5,2012,Sunday
29/05/2012,"37,962",5,2012,Monday
30/05/2012,"38,803",5,2012,Tuesday
31/05/2012,"35,630",5,2012,Wednesday
01/06/2012,"34,524",1,2012,Thursday
02/06/2012,"25,283",2,2012,Sunday
03/06/2012,"12,207",3,2012,Monday
04/06/2012,"22,649",4,2012,Thursday
05/06/2012,"15,537",5,2012,Saturday
06/06/2012,"30,297",6,2012,Tuesday
07/06/2012,"23,066",7,2012,Thursday
08/06/2012,"22,224",8,2012,Sunday
09/06/2012,"29,258",9,2012,Wednesday
10/06/2012,"20,876",10,2012,Friday
11/06/2012,"10,252",11,2012,Monday
12/06/2012,"23,742",12,2012,Wednesday
13/06/2012,"34,447",6,2012,Tuesday
14/06/2012,"31,593",6,2012,Wednesday
15/06/2012,"30,944",6,2012,Thursday
16/06/2012,"26,300",6,2012,Friday
17/06/2012,"28,531",6,2012,Saturday
18/06/2012,"31,089",6,2012,Sunday
19/06/2012,"37,601",6,2012,Monday
20/06/2012,"39,267",6,2012,Tuesday
21/06/2012,"27,052",6,2012,Wednesday
22/06/2012,"33,027",6,2012,Thursday
23/06/2012,"26,900",6,2012,Friday
24/06/2012,"23,509",6,2012,Saturday
25/06/2012,"36,337",6,2012,Sunday
26/06/2012,"37,652",6,2012,Monday
27/06/2012,"36,767",6,2012,Tuesday
28/06/2012,"39,571",6,2012,Wednesday
29/06/2012,"35,321",6,2012,Thursday
30/06/2012,"32,982",6,2012,Friday
01/07/2012,"27,438",1,2012,Friday
02/07/2012,"24,963",2,2012,Monday
03/07/2012,"27,163",3,2012,Tuesday
04/07/2012,"32,433",4,2012,Friday
05/07/2012,"40,565",5,2012,Sunday
06/07/2012,"24,723",6,2012,Wednesday
07/07/2012,"24,782",7,2012,Friday
08/07/2012,"15,855",8,2012,Monday
09/07/2012,"30,523",9,2012,Thursday
10/07/2012,"29,723",10,2012,Saturday
11/07/2012,"30,544",11,2012,Tuesday
12/07/2012,"24,736",12,2012,Thursday
13/07/2012,"28,875",7,2012,Thursday
14/07/2012,"17,999",7,2012,Friday
15/07/2012,"29,938",7,2012,Saturday
16/07/2012,"24,218",7,2012,Sunday
17/07/2012,"36,788",7,2012,Monday
18/07/2012,"29,841",7,2012,Tuesday
19/07/2012,"37,032",7,2012,Wednesday
20/07/2012,"31,187",7,2012,Thursday
21/07/2012,"34,776",7,2012,Friday
22/07/2012,"38,620",7,2012,Saturday
23/07/2012,"42,309",7,2012,Sunday
24/07/2012,"45,748",7,2012,Monday
25/07/2012,"45,024",7,2012,Tuesday
26/07/2012,"46,891",7,2012,Wednesday
27/07/2012,"42,815",7,2012,Thursday
28/07/2012,"44,617",7,2012,Friday
29/07/2012,"26,352",7,2012,Saturday
30/07/2012,"41,891",7,2012,Sunday
31/07/2012,"35,805",7,2012,Monday
01/08/2012,"41,603",1,2012,Saturday
02/08/2012,"43,183",2,2012,Tuesday
03/08/2012,"43,045",3,2012,Wednesday
04/08/2012,"39,082",4,2012,Saturday
05/08/2012,"30,150",5,2012,Monday
06/08/2012,"37,198",6,2012,Thursday
07/08/2012,"38,134",7,2012,Saturday
08/08/2012,"42,263",8,2012,Tuesday
09/08/2012,"46,050",9,2012,Friday
10/08/2012,"47,102",10,2012,Sunday
11/08/2012,"44,111",11,2012,Wednesday
12/08/2012,"41,734",12,2012,Friday
13/08/2012,"36,101",8,2012,Sunday
14/08/2012,"41,532",8,2012,Monday
15/08/2012,"36,557",8,2012,Tuesday
16/08/2012,"38,181",8,2012,Wednesday
17/08/2012,"40,821",8,2012,Thursday
18/08/2012,"40,577",8,2012,Friday
19/08/2012,"35,370",8,2012,Saturday
20/08/2012,"37,997",8,2012,Sunday
21/08/2012,"39,185",8,2012,Monday
22/08/2012,"39,962",8,2012,Tuesday
23/08/2012,"36,578",8,2012,Wednesday
24/08/2012,"33,329",8,2012,Thursday
25/08/2012,"17,802",8,2012,Friday
26/08/2012,"31,939",8,2012,Saturday
27/08/2012,"27,522",8,2012,Sunday
28/08/2012,"37,362",8,2012,Monday
29/08/2012,"30,916",8,2012,Tuesday
30/08/2012,"30,379",8,2012,Wednesday
31/08/2012,"37,406",8,2012,Thursday
01/09/2012,"33,123",1,2012,Sunday
02/09/2012,"27,997",2,2012,Wednesday
03/09/2012,"39,941",3,2012,Thursday
04/09/2012,"40,298",4,2012,Sunday
05/09/2012,"40,606",5,2012,Tuesday
06/09/2012,"39,864",6,2012,Friday
07/09/2012,"41,414",7,2012,Sunday
08/09/2012,"40,978",8,2012,Wednesday
09/09/2012,"39,006",9,2012,Saturday
10/09/2012,"35,489",10,2012,Monday
11/09/2012,"37,276",11,2012,Thursday
12/09/2012,"35,654",12,2012,Saturday
13/09/2012,"37,938",9,2012,Wednesday
14/09/2012,"36,653",9,2012,Thursday
15/09/2012,"36,493",9,2012,Friday
16/09/2012,"29,785",9,2012,Saturday
17/09/2012,"35,954",9,2012,Sunday
18/09/2012,"37,026",9,2012,Monday
19/09/2012,"36,136",9,2012,Tuesday
20/09/2012,"35,929",9,2012,Wednesday
21/09/2012,"32,347",9,2012,Thursday
22/09/2012,"33,867",9,2012,Friday
23/09/2012,"8,452",9,2012,Saturday
24/09/2012,"21,229",9,2012,Sunday
25/09/2012,"33,706",9,2012,Monday
26/09/2012,"27,202",9,2012,Tuesday
27/09/2012,"32,416",9,2012,Wednesday
28/09/2012,"31,880",9,2012,Thursday
29/09/2012,"31,223",9,2012,Friday
30/09/2012,"25,263",9,2012,Saturday
01/10/2012,"23,627",1,2012,Monday
02/10/2012,"30,107",2,2012,Thursday
03/10/2012,"32,695",3,2012,Friday
04/10/2012,"35,136",4,2012,Monday
05/10/2012,"23,773",5,2012,Wednesday
06/10/2012,"30,424",6,2012,Saturday
07/10/2012,"27,168",7,2012,Monday
08/10/2012,"22,984",8,2012,Thursday
09/10/2012,"32,965",9,2012,Sunday
10/10/2012,"35,221",10,2012,Tuesday
11/10/2012,"25,324",11,2012,Friday
12/10/2012,"31,694",12,2012,Sunday
13/10/2012,"26,289",10,2012,Friday
14/10/2012,"25,440",10,2012,Saturday
15/10/2012,"30,558",10,2012,Sunday
16/10/2012,"33,253",10,2012,Monday
17/10/2012,"30,285",10,2012,Tuesday
18/10/2012,"32,566",10,2012,Wednesday
19/10/2012,"21,001",10,2012,Thursday
20/10/2012,"25,411",10,2012,Friday
21/10/2012,"15,563",10,2012,Saturday
22/10/2012,"27,294",10,2012,Sunday
23/10/2012,"31,996",10,2012,Monday
24/10/2012,"33,882",10,2012,Tuesday
25/10/2012,"29,515",10,2012,Wednesday
26/10/2012,"26,404",10,2012,Thursday
27/10/2012,"17,144",10,2012,Friday
28/10/2012,"15,305",10,2012,Saturday
29/10/2012,"24,276",10,2012,Sunday
30/10/2012,"30,325",10,2012,Monday
31/10/2012,"29,241",10,2012,Tuesday
01/11/2012,"26,888",1,2012,Tuesday
02/11/2012,"28,748",2,2012,Friday
03/11/2012,"21,498",3,2012,Saturday
04/11/2012,"11,693",4,2012,Tuesday
05/11/2012,"27,666",5,2012,Thursday
06/11/2012,"27,038",6,2012,Sunday
07/11/2012,"29,537",7,2012,Tuesday
08/11/2012,"29,895",8,2012,Friday
09/11/2012,"29,349",9,2012,Monday
10/11/2012,"18,018",10,2012,Wednesday
11/11/2012,"20,971",11,2012,Saturday
12/11/2012,"23,680",12,2012,Monday
13/11/2012,"30,511",11,2012,Monday
14/11/2012,"31,453",11,2012,Tuesday
15/11/2012,"30,165",11,2012,Wednesday
16/11/2012,"28,143",11,2012,Thursday
17/11/2012,"20,325",11,2012,Friday
18/11/2012,"21,664",11,2012,Saturday
19/11/2012,"28,127",11,2012,Sunday
20/11/2012,"25,921",11,2012,Monday
21/11/2012,"20,554",11,2012,Tuesday
22/11/2012,"27,783",11,2012,Wednesday
23/11/2012,"27,973",11,2012,Thursday
24/11/2012,"8,902",11,2012,Friday
25/11/2012,"16,894",11,2012,Saturday
26/11/2012,"20,656",11,2012,Sunday
27/11/2012,"20,388",11,2012,Monday
28/11/2012,"21,403",11,2012,Tuesday
29/11/2012,"26,212",11,2012,Wednesday
30/11/2012,"24,838",11,2012,Thursday
01/12/2012,"16,068",1,2012,Wednesday
02/12/2012,"15,227",2,2012,Saturday
03/12/2012,"23,592",3,2012,Sunday
04/12/2012,"26,144",4,2012,Wednesday
05/12/2012,"23,111",5,2012,Friday
06/12/2012,"22,645",6,2012,Monday
07/12/2012,"20,140",7,2012,Wednesday
08/12/2012,"17,805",8,2012,Saturday
09/12/2012,"14,147",9,2012,Tuesday
10/12/2012,"23,937",10,2012,Thursday
11/12/2012,"23,531",11,2012,Sunday
12/12/2012,"22,344",12,2012,Tuesday
13/12/2012,"21,704",12,2012,Wednesday
14/12/2012,"17,085",12,2012,Thursday
15/12/2012,"16,962",12,2012,Friday
16/12/2012,"14,128",12,2012,Saturday
17/12/2012,"22,899",12,2012,Sunday
18/12/2012,"23,651",12,2012,Monday
19/12/2012,"16,828",12,2012,Tuesday
20/12/2012,"12,401",12,2012,Wednesday
21/12/2012,"20,395",12,2012,Thursday
22/12/2012,"5,644",12,2012,Friday
23/12/2012,"9,184",12,2012,Saturday
24/12/2012,"7,985",12,2012,Sunday
25/12/2012,"16,816",12,2012,Monday
26/12/2012,"10,405",12,2012,Tuesday
27/12/2012,"9,013",12,2012,Wednesday
28/12/2012,"10,947",12,2012,Thursday
29/12/2012,"8,498",12,2012,Friday
30/12/2012,"11,343",12,2012,Saturday
31/12/2012,"8,865",12,2012,Sunday
01/01/2013,"12,149",1,2013,Monday
02/01/2013,"16,203",2,2013,Thursday
03/01/2013,"21,269",3,2013,Thursday
04/01/2013,"22,435",4,2013,Sunday
05/01/2013,"16,242",5,2013,Tuesday
06/01/2013,"13,622",6,2013,Friday
07/01/2013,"23,348",7,2013,Sunday
08/01/2013,"25,909",8,2013,Wednesday
09/01/2013,"25,341",9,2013,Saturday
10/01/2013,"24,363",10,2013,Monday
11/01/2013,"23,869",11,2013,Thursday
12/01/2013,"13,562",12,2013,Saturday
13/01/2013,"12,260",1,2013,Saturday
14/01/2013,"17,427",1,2013,Sunday
15/01/2013,"22,797",1,2013,Monday
16/01/2013,"22,460",1,2013,Tuesday
17/01/2013,"22,210",1,2013,Wednesday
18/01/2013,"13,108",1,2013,Thursday
19/01/2013,"7,843",1,2013,Friday
20/01/2013,"3,728",1,2013,Saturday
21/01/2013,"13,467",1,2013,Sunday
22/01/2013,"18,061",1,2013,Monday
23/01/2013,"19,404",1,2013,Tuesday
24/01/2013,"20,721",1,2013,Wednesday
25/01/2013,"20,178",1,2013,Thursday
26/01/2013,"14,595",1,2013,Friday
27/01/2013,"13,689",1,2013,Saturday
28/01/2013,"18,689",1,2013,Sunday
29/01/2013,"21,268",1,2013,Monday
30/01/2013,"23,415",1,2013,Tuesday
31/01/2013,"21,957",1,2013,Wednesday
01/02/2013,"18,081",1,2013,Tuesday
02/02/2013,"15,757",2,2013,Friday
03/02/2013,"13,572",3,2013,Friday
04/02/2013,"23,017",4,2013,Monday
05/02/2013,"21,177",5,2013,Wednesday
06/02/2013,"20,664",6,2013,Saturday
07/02/2013,"20,852",7,2013,Monday
08/02/2013,"20,571",8,2013,Thursday
09/02/2013,"11,274",9,2013,Sunday
10/02/2013,"4,901",10,2013,Tuesday
11/02/2013,"13,468",11,2013,Friday
12/02/2013,"20,342",12,2013,Sunday
13/02/2013,"21,051",2,2013,Tuesday
14/02/2013,"21,034",2,2013,Wednesday
15/02/2013,"22,952",2,2013,Thursday
16/02/2013,"19,072",2,2013,Friday
17/02/2013,"19,044",2,2013,Saturday
18/02/2013,"22,724",2,2013,Sunday
19/02/2013,"24,525",2,2013,Monday
20/02/2013,"20,938",2,2013,Tuesday
21/02/2013,"19,757",2,2013,Wednesday
22/02/2013,"18,313",2,2013,Thursday
23/02/2013,"11,234",2,2013,Friday
24/02/2013,"9,404",2,2013,Saturday
25/02/2013,"19,800",2,2013,Sunday
26/02/2013,"19,595",2,2013,Monday
27/02/2013,"21,484",2,2013,Tuesday
28/02/2013,"21,985",2,2013,Wednesday
01/03/2013,"19,487",1,2013,Wednesday
02/03/2013,"15,265",2,2013,Saturday
03/03/2013,"14,520",3,2013,Saturday
04/03/2013,"23,036",4,2013,Tuesday
05/03/2013,"27,054",5,2013,Thursday
06/03/2013,"24,324",6,2013,Sunday
07/03/2013,"17,322",7,2013,Tuesday
08/03/2013,"13,843",8,2013,Friday
09/03/2013,"14,244",9,2013,Monday
10/03/2013,"10,163",10,2013,Wednesday
11/03/2013,"16,546",11,2013,Saturday
12/03/2013,"18,794",12,2013,Monday
13/03/2013,"20,245",3,2013,Tuesday
14/03/2013,"21,984",3,2013,Wednesday
15/03/2013,"17,159",3,2013,Thursday
16/03/2013,"9,190",3,2013,Friday
17/03/2013,"7,940",3,2013,Saturday
18/03/2013,"15,852",3,2013,Sunday
19/03/2013,"22,479",3,2013,Monday
20/03/2013,"22,216",3,2013,Tuesday
21/03/2013,"22,061",3,2013,Wednesday
22/03/2013,"16,233",3,2013,Thursday
23/03/2013,"5,249",3,2013,Friday
24/03/2013,"6,786",3,2013,Saturday
25/03/2013,"17,290",3,2013,Sunday
26/03/2013,"18,384",3,2013,Monday
27/03/2013,"19,184",3,2013,Tuesday
28/03/2013,"18,052",3,2013,Wednesday
29/03/2013,"10,909",3,2013,Thursday
30/03/2013,"9,793",3,2013,Friday
31/03/2013,"9,007",3,2013,Saturday
01/04/2013,"9,421",1,2013,Thursday
02/04/2013,"19,148",2,2013,Sunday
03/04/2013,"17,801",3,2013,Sunday
04/04/2013,"15,626",4,2013,Wednesday
05/04/2013,"18,059",5,2013,Friday
06/04/2013,"18,216",6,2013,Monday
07/04/2013,"18,090",7,2013,Wednesday
08/04/2013,"21,797",8,2013,Saturday
09/04/2013,"17,555",9,2013,Tuesday
10/04/2013,"22,233",10,2013,Thursday
11/04/2013,"19,240",11,2013,Sunday
12/04/2013,"15,100",12,2013,Tuesday
13/04/2013,"11,291",4,2013,Friday
14/04/2013,"25,074",4,2013,Saturday
15/04/2013,"24,923",4,2013,Sunday
16/04/2013,"26,060",4,2013,Monday
17/04/2013,"25,730",4,2013,Tuesday
18/04/2013,"23,979",4,2013,Wednesday
19/04/2013,"24,297",4,2013,Thursday
20/04/2013,"26,724",4,2013,Friday
21/04/2013,"22,466",4,2013,Saturday
22/04/2013,"25,384",4,2013,Sunday
23/04/2013,"31,359",4,2013,Monday
24/04/2013,"30,193",4,2013,Tuesday
25/04/2013,"32,000",4,2013,Wednesday
26/04/2013,"23,125",4,2013,Thursday
27/04/2013,"17,337",4,2013,Friday
28/04/2013,"19,139",4,2013,Saturday
29/04/2013,"27,644",4,2013,Sunday
30/04/2013,"29,219",4,2013,Monday
01/05/2013,"31,175",1,2013,Friday
02/05/2013,"31,239",2,2013,Monday
03/05/2013,"31,340",3,2013,Monday
04/05/2013,"19,156",4,2013,Thursday
05/05/2013,"24,342",5,2013,Saturday
06/05/2013,"29,015",6,2013,Tuesday
07/05/2013,"30,707",7,2013,Thursday
08/05/2013,"26,032",8,2013,Sunday
09/05/2013,"24,250",9,2013,Wednesday
10/05/2013,"26,399",10,2013,Friday
11/05/2013,"16,627",11,2013,Monday
12/05/2013,"15,918",12,2013,Wednesday
13/05/2013,"24,836",5,2013,Sunday
14/05/2013,"18,054",5,2013,Monday
15/05/2013,"24,015",5,2013,Tuesday
16/05/2013,"26,070",5,2013,Wednesday
17/05/2013,"24,932",5,2013,Thursday
18/05/2013,"22,272",5,2013,Friday
19/05/2013,"23,994",5,2013,Saturday
20/05/2013,"25,914",5,2013,Sunday
21/05/2013,"27,649",5,2013,Monday
22/05/2013,"26,967",5,2013,Tuesday
23/05/2013,"24,701",5,2013,Wednesday
24/05/2013,"12,891",5,2013,Thursday
25/05/2013,"21,087",5,2013,Friday
26/05/2013,"27,251",5,2013,Saturday
27/05/2013,"25,819",5,2013,Sunday
28/05/2013,"14,556",5,2013,Monday
29/05/2013,"21,440",5,2013,Tuesday
30/05/2013,"22,150",5,2013,Wednesday
31/05/2013,"29,136",5,2013,Thursday
01/06/2013,"24,782",1,2013,Saturday
02/06/2013,"27,202",2,2013,Tuesday
03/06/2013,"29,940",3,2013,Tuesday
04/06/2013,"32,397",4,2013,Friday
05/06/2013,"32,488",5,2013,Sunday
06/06/2013,"32,829",6,2013,Wednesday
07/06/2013,"28,762",7,2013,Friday
08/06/2013,"27,264",8,2013,Monday
09/06/2013,"19,429",9,2013,Thursday
10/06/2013,"27,336",10,2013,Saturday
11/06/2013,"26,601",11,2013,Tuesday
12/06/2013,"24,401",12,2013,Thursday
13/06/2013,"26,388",6,2013,Wednesday
14/06/2013,"28,797",6,2013,Thursday
15/06/2013,"16,020",6,2013,Friday
16/06/2013,"19,970",6,2013,Saturday
17/06/2013,"28,611",6,2013,Sunday
18/06/2013,"30,871",6,2013,Monday
19/06/2013,"31,899",6,2013,Tuesday
20/06/2013,"29,959",6,2013,Wednesday
21/06/2013,"28,844",6,2013,Thursday
22/06/2013,"19,483",6,2013,Friday
23/06/2013,"19,006",6,2013,Saturday
24/06/2013,"27,636",6,2013,Sunday
25/06/2013,"31,889",6,2013,Monday
26/06/2013,"31,156",6,2013,Tuesday
27/06/2013,"27,306",6,2013,Wednesday
28/06/2013,"22,074",6,2013,Thursday
29/06/2013,"29,054",6,2013,Friday
30/06/2013,"31,237",6,2013,Saturday
01/07/2013,"31,151",1,2013,Sunday
02/07/2013,"30,163",2,2013,Wednesday
03/07/2013,"30,780",3,2013,Wednesday
04/07/2013,"32,941",4,2013,Saturday
05/07/2013,"34,704",5,2013,Monday
06/07/2013,"34,191",6,2013,Thursday
07/07/2013,"31,363",7,2013,Saturday
08/07/2013,"34,263",8,2013,Tuesday
09/07/2013,"35,519",9,2013,Friday
10/07/2013,"33,629",10,2013,Sunday
11/07/2013,"33,792",11,2013,Wednesday
12/07/2013,"33,173",12,2013,Friday
13/07/2013,"33,509",7,2013,Friday
14/07/2013,"32,169",7,2013,Saturday
15/07/2013,"34,419",7,2013,Sunday
16/07/2013,"35,580",7,2013,Monday
17/07/2013,"35,203",7,2013,Tuesday
18/07/2013,"35,330",7,2013,Wednesday
19/07/2013,"35,196",7,2013,Thursday
20/07/2013,"28,332",7,2013,Friday
21/07/2013,"30,075",7,2013,Saturday
22/07/2013,"33,176",7,2013,Sunday
23/07/2013,"31,624",7,2013,Monday
24/07/2013,"34,038",7,2013,Tuesday
25/07/2013,"33,683",7,2013,Wednesday
26/07/2013,"34,681",7,2013,Thursday
27/07/2013,"25,761",7,2013,Friday
28/07/2013,"28,177",7,2013,Saturday
29/07/2013,"30,415",7,2013,Sunday
30/07/2013,"22,742",7,2013,Monday
31/07/2013,"28,976",7,2013,Tuesday
01/08/2013,"34,770",1,2013,Monday
02/08/2013,"29,109",2,2013,Thursday
03/08/2013,"34,928",3,2013,Thursday
04/08/2013,"32,580",4,2013,Sunday
05/08/2013,"23,864",5,2013,Tuesday
06/08/2013,"33,631",6,2013,Friday
07/08/2013,"33,084",7,2013,Sunday
08/08/2013,"33,737",8,2013,Wednesday
09/08/2013,"28,206",9,2013,Saturday
10/08/2013,"28,830",10,2013,Monday
11/08/2013,"29,530",11,2013,Thursday
12/08/2013,"30,425",12,2013,Saturday
13/08/2013,"30,933",8,2013,Monday
14/08/2013,"31,412",8,2013,Tuesday
15/08/2013,"30,865",8,2013,Wednesday
16/08/2013,"25,555",8,2013,Thursday
17/08/2013,"23,931",8,2013,Friday
18/08/2013,"26,910",8,2013,Saturday
19/08/2013,"31,183",8,2013,Sunday
20/08/2013,"33,578",8,2013,Monday
21/08/2013,"33,214",8,2013,Tuesday
22/08/2013,"22,363",8,2013,Wednesday
23/08/2013,"30,665",8,2013,Thursday
24/08/2013,"7,341",8,2013,Friday
25/08/2013,"21,638",8,2013,Saturday
26/08/2013,"27,802",8,2013,Sunday
27/08/2013,"29,563",8,2013,Monday
28/08/2013,"32,024",8,2013,Tuesday
29/08/2013,"31,639",8,2013,Wednesday
30/08/2013,"31,127",8,2013,Thursday
31/08/2013,"29,718",8,2013,Friday
01/09/2013,"23,856",1,2013,Tuesday
02/09/2013,"31,292",2,2013,Friday
03/09/2013,"31,600",3,2013,Friday
04/09/2013,"33,406",4,2013,Monday
05/09/2013,"33,574",5,2013,Wednesday
06/09/2013,"20,930",6,2013,Saturday
07/09/2013,"21,279",7,2013,Monday
08/09/2013,"18,046",8,2013,Thursday
09/09/2013,"17,943",9,2013,Sunday
10/09/2013,"24,558",10,2013,Tuesday
11/09/2013,"23,386",11,2013,Friday
12/09/2013,"24,246",12,2013,Sunday
13/09/2013,"15,392",9,2013,Thursday
14/09/2013,"12,977",9,2013,Friday
15/09/2013,"4,826",9,2013,Saturday
16/09/2013,"21,892",9,2013,Sunday
17/09/2013,"18,428",9,2013,Monday
18/09/2013,"25,319",9,2013,Tuesday
19/09/2013,"18,746",9,2013,Wednesday
20/09/2013,"26,196",9,2013,Thursday
21/09/2013,"21,988",9,2013,Friday
22/09/2013,"22,683",9,2013,Saturday
23/09/2013,"26,625",9,2013,Sunday
24/09/2013,"28,666",9,2013,Monday
25/09/2013,"28,183",9,2013,Tuesday
26/09/2013,"28,857",9,2013,Wednesday
27/09/2013,"27,371",9,2013,Thursday
28/09/2013,"21,716",9,2013,Friday
29/09/2013,"20,654",9,2013,Saturday
30/09/2013,"27,089",9,2013,Sunday
01/10/2013,"27,711",1,2013,Wednesday
02/10/2013,"26,467",2,2013,Saturday
03/10/2013,"25,153",3,2013,Saturday
04/10/2013,"26,522",4,2013,Tuesday
05/10/2013,"22,996",5,2013,Thursday
06/10/2013,"25,143",6,2013,Sunday
07/10/2013,"26,680",7,2013,Tuesday
08/10/2013,"27,598",8,2013,Friday
09/10/2013,"26,433",9,2013,Monday
10/10/2013,"23,497",10,2013,Wednesday
11/10/2013,"15,640",11,2013,Saturday
12/10/2013,"17,068",12,2013,Monday
13/10/2013,"7,068",10,2013,Saturday
14/10/2013,"18,979",10,2013,Sunday
15/10/2013,"24,657",10,2013,Monday
16/10/2013,"20,562",10,2013,Tuesday
17/10/2013,"25,170",10,2013,Wednesday
18/10/2013,"24,880",10,2013,Thursday
19/10/2013,"17,430",10,2013,Friday
20/10/2013,"11,396",10,2013,Saturday
21/10/2013,"21,385",10,2013,Sunday
22/10/2013,"22,316",10,2013,Monday
23/10/2013,"24,178",10,2013,Tuesday
24/10/2013,"26,399",10,2013,Wednesday
25/10/2013,"23,677",10,2013,Thursday
26/10/2013,"16,986",10,2013,Friday
27/10/2013,"15,652",10,2013,Saturday
28/10/2013,"14,577",10,2013,Sunday
29/10/2013,"23,126",10,2013,Monday
30/10/2013,"24,753",10,2013,Tuesday
31/10/2013,"20,055",10,2013,Wednesday
01/11/2013,"20,597",1,2013,Thursday
02/11/2013,"15,347",2,2013,Sunday
03/11/2013,"13,063",3,2013,Sunday
04/11/2013,"20,369",4,2013,Wednesday
05/11/2013,"19,326",5,2013,Friday
06/11/2013,"18,431",6,2013,Monday
07/11/2013,"22,527",7,2013,Wednesday
08/11/2013,"15,188",8,2013,Saturday
09/11/2013,"6,772",9,2013,Tuesday
10/11/2013,"9,767",10,2013,Thursday
11/11/2013,"14,377",11,2013,Sunday
12/11/2013,"19,572",12,2013,Tuesday
13/11/2013,"22,021",11,2013,Tuesday
14/11/2013,"21,061",11,2013,Wednesday
15/11/2013,"20,850",11,2013,Thursday
16/11/2013,"15,029",11,2013,Friday
17/11/2013,"12,340",11,2013,Saturday
18/11/2013,"18,491",11,2013,Sunday
19/11/2013,"20,335",11,2013,Monday
20/11/2013,"14,115",11,2013,Tuesday
21/11/2013,"18,668",11,2013,Wednesday
22/11/2013,"18,789",11,2013,Thursday
23/11/2013,"13,276",11,2013,Friday
24/11/2013,"10,505",11,2013,Saturday
25/11/2013,"19,201",11,2013,Sunday
26/11/2013,"20,486",11,2013,Monday
27/11/2013,"20,274",11,2013,Tuesday
28/11/2013,"20,649",11,2013,Wednesday
29/11/2013,"19,397",11,2013,Thursday
30/11/2013,"13,323",11,2013,Friday
01/12/2013,"11,711",1,2013,Friday
02/12/2013,"19,630",2,2013,Monday
03/12/2013,"20,242",3,2013,Monday
04/12/2013,"20,035",4,2013,Thursday
05/12/2013,"18,326",5,2013,Saturday
06/12/2013,"18,494",6,2013,Tuesday
07/12/2013,"13,625",7,2013,Thursday
08/12/2013,"13,076",8,2013,Sunday
09/12/2013,"19,969",9,2013,Wednesday
10/12/2013,"20,432",10,2013,Friday
11/12/2013,"19,123",11,2013,Monday
12/12/2013,"19,420",12,2013,Wednesday
13/12/2013,"16,921",12,2013,Thursday
14/12/2013,"14,049",12,2013,Friday
15/12/2013,"8,557",12,2013,Saturday
16/12/2013,"13,825",12,2013,Sunday
17/12/2013,"15,689",12,2013,Monday
18/12/2013,"17,311",12,2013,Tuesday
19/12/2013,"17,738",12,2013,Wednesday
20/12/2013,"18,046",12,2013,Thursday
21/12/2013,"5,774",12,2013,Friday
22/12/2013,"9,233",12,2013,Saturday
23/12/2013,"6,246",12,2013,Sunday
24/12/2013,"6,201",12,2013,Monday
25/12/2013,"27,715",12,2013,Tuesday
26/12/2013,"7,666",12,2013,Wednesday
27/12/2013,"7,258",12,2013,Thursday
28/12/2013,"10,533",12,2013,Friday
29/12/2013,"10,983",12,2013,Saturday
30/12/2013,"8,413",12,2013,Sunday
31/12/2013,"7,701",12,2013,Monday
01/01/2014,"4,327",1,2014,Tuesday
02/01/2014,"15,820",2,2014,Friday
03/01/2014,"11,636",3,2014,Friday
04/01/2014,"6,918",4,2014,Monday
05/01/2014,"9,145",5,2014,Wednesday
06/01/2014,"13,066",6,2014,Saturday
07/01/2014,"17,420",7,2014,Monday
08/01/2014,"19,770",8,2014,Thursday
09/01/2014,"19,143",9,2014,Sunday
10/01/2014,"18,840",10,2014,Tuesday
11/01/2014,"15,723",11,2014,Friday
12/01/2014,"11,975",12,2014,Sunday
13/01/2014,"17,721",1,2014,Sunday
14/01/2014,"20,740",1,2014,Monday
15/01/2014,"19,243",1,2014,Tuesday
16/01/2014,"18,861",1,2014,Wednesday
17/01/2014,"17,434",1,2014,Thursday
18/01/2014,"15,333",1,2014,Friday
19/01/2014,"16,083",1,2014,Saturday
