Year,Station,Entry-Weekday,Entry-Sat,Entry-Sun,Exit-Weekday,Exit-Sat,Exit-Sun,Entry & Exit-Annual
2012,Lambeth North                      ,5165,4698,3164,4715,4168,2755,214.26
2012,Lancaster Gate                     ,10159,8599,6659,9882,8400,5960,430.74
2012,Latimer Road                       ,3308,1553,1026,3190,1312,971,111.15
2012,Leicester Square                   ,50622,80989,43586,49380,78269,39976,2751.73
2012,Leyton                             ,20031,16533,11510,19306,13863,10920,814.28
2012,Leytonstone                        ,16164,11738,8099,15495,10603,7687,628.97
2012,Liverpool Street                   ,102586,51748,48596,105404,52274,56558,3848.33
2012,London Bridge                      ,107944,80397,47723,102917,77480,47154,4193.14
2012,Loughton                           ,4949,3074,1596,5006,2874,1605,181.20
2012,Maida Vale                         ,5224,3793,2463,4680,3196,2309,196.09
2012,Manor House                        ,14611,11886,8507,13459,10167,8200,587.22
2012,Mansion House                      ,10143,3609,2026,10017,2640,1705,314.46
2012,Marble Arch                        ,23819,23158,16175,22196,20565,13830,1026.87
2012,Marylebone                         ,19369,12108,7772,19875,12268,7741,735.23
2012,Mile End                           ,22916,16944,11816,20810,14523,11203,879.82
2012,Mill Hill East                     ,1670,968,604,1967,1120,679,66.05
2012,Moor Park                          ,1449,603,293,1394,572,293,46.56
2012,Moorgate                           ,37803,6585,3877,39028,6907,3828,1093.35
2012,Morden                             ,12134,7653,5039,11309,7019,4840,443.81
2012,Mornington Crescent                ,7122,3901,11047,6362,3257,1949,287.65
2012,Neasden                            ,4975,2923,2094,4427,2680,2045,177.10
2012,Newbury Park                       ,7224,4577,3114,5273,3705,2591,242.68
2012,North Acton                        ,8640,5278,3787,8141,4823,3484,316.09
2012,North Ealing                       ,1581,947,537,1355,824,537,54.33
2012,North Greenwich                    ,34450,30255,21166,37528,33877,23340,1559.08
2012,North Harrow                       ,2770,1158,707,2533,1065,710,88.81
2012,North Wembley                      ,2724,1842,1184,2523,1604,1140,101.04
2012,Northfields                        ,6531,4132,2777,6284,3662,2807,242.03
2012,Northolt                           ,7244,5114,3187,6797,4539,2972,272.91
2012,Northwick Park                     ,6453,2869,2387,6329,2612,2209,221.02
2012,Northwood                          ,3916,1892,1148,3455,1703,1064,128.15
2012,Northwood Hills                    ,2524,1242,750,2230,1085,709,82.89
2012,Notting Hill Gate                  ,24396,28382,15301,23878,33250,16213,1177.68
2012,Oakwood                            ,3905,3191,2218,3332,3057,2148,155.38
2012,Old Street                         ,36379,19538,12661,35854,21940,11886,1309.49
2012,Osterley                           ,3493,2699,1886,3328,2281,1590,137.14
2012,Oval                               ,9833,7703,5075,9138,6458,4639,383.72
2012,Oxford Circus                      ,119401,99998,54154,130658,105728,57521,5081.36
2012,Paddington                         ,70505,51025,41569,72237,52546,40231,2906.34
2012,Park Royal                         ,2497,1592,907,2646,1591,942,95.29
2012,Parsons Green                      ,10464,6280,3582,9866,5758,3495,372.43
2012,Perivale                           ,3567,2317,1461,3412,2121,1392,132.10
2012,Piccadilly Circus                  ,59135,71545,42387,59279,73489,39932,2879.30
2012,Pimlico                            ,16327,9971,7224,15409,9723,7252,605.10
2012,Pinner                             ,4310,1963,1188,4129,1806,1174,143.38
2012,Plaistow                           ,10208,7084,4841,9670,6283,4724,388.75
2012,Preston Road                       ,5003,2750,2134,4676,2570,2060,178.91
2012,Putney Bridge                      ,8620,5825,4429,9103,5636,4359,344.45
2012,Queen's Park                       ,8960,6214,4152,8171,5270,3951,334.27
2012,Queensbury                         ,5598,2988,2106,5573,2771,2071,200.37
2012,Queensway                          ,11991,12570,9859,12080,12441,9889,571.55
2012,Ravenscourt Park                   ,4615,2688,1719,4396,2510,1749,165.85
2012,Rayners Lane                       ,6588,3709,2399,6437,3512,2366,236.44
2012,Redbridge                          ,4268,2953,1969,3855,2568,1829,158.77
2012,Regent's Park                      ,5737,3164,2027,6604,4251,2580,227.36
2012,Richmond                           ,11368,10295,5469,11803,9799,5551,481.86
2012,Rickmansworth                      ,3911,1646,912,3606,1472,824,124.27
2012,Roding Valley                      ,446,170,87,336,145,83,12.83
2012,Royal Oak                          ,3691,2157,1507,3486,2090,1610,134.63
2012,Ruislip                            ,2646,1573,892,2693,1576,895,97.23
2012,Ruislip Gardens                    ,1783,1110,628,1431,909,580,60.24
2012,Ruislip Manor                      ,2937,1518,818,2774,1379,809,99.50
2012,Russell Square                     ,20524,16715,12366,20156,16386,11755,856.90
2012,Seven Sisters                      ,21758,15899,11650,19300,13668,10830,831.00
2012,Shepherd's Bush (Cen)              ,33802,30777,20175,31416,28381,19149,1418.86
2012,Shepherd's Bush (H&C)              ,5228,4204,2647,4782,3856,2535,206.53
2012,Sloane Square                      ,26212,18581,11357,26233,18438,10956,1020.74
2012,Snaresbrook                        ,4869,2372,1383,3625,2078,1324,150.76
2012,South Ealing                       ,5412,3511,2282,5230,3233,2297,202.43
2012,South Harrow                       ,3624,2347,1571,3640,2285,1541,138.22
2012,South Kensington                   ,48391,41637,31172,48547,41308,30812,2091.81
2012,South Kenton                       ,1700,951,547,1500,858,593,58.21
2012,South Ruislip                      ,2792,1933,1114,2690,1735,1053,104.60
2012,South Wimbledon                    ,6296,3942,2454,5597,3823,2490,226.89
2012,South Woodford                     ,6261,3815,2391,7799,4878,3040,261.53
2012,Southfields                        ,9482,6368,3911,8393,5313,3658,342.25
2012,Southgate                          ,7830,4987,3272,7874,4868,3342,297.11
2012,Southwark                          ,20385,8471,5606,20635,9515,5644,692.45
2012,St. James's Park                   ,25210,6704,4166,26327,7194,4312,782.69
2012,St. John's Wood                    ,11142,7359,5254,11286,7340,5413,434.78
2012,St. Paul's                         ,24525,13120,9010,25450,13345,8423,893.79
2012,Stamford Brook                     ,4461,2675,1630,4163,2280,1570,158.11
2012,Stanmore                           ,5321,3702,2573,5293,3507,2582,208.12
2012,Stepney Green                      ,8055,4690,3281,7199,3881,3056,282.10
2012,Stockwell                          ,15556,11074,7362,12015,9324,6803,557.36
2012,Stonebridge Park                   ,4092,2407,1994,3929,2300,1534,150.57
2012,Stratford                          ,74238,79991,52801,71501,75360,49109,3397.21
2012,Sudbury Hill                       ,3370,2070,1289,3258,1896,1249,122.89
2012,Sudbury Town                       ,3416,2369,1679,2949,1862,1361,124.29
2012,Swiss Cottage                      ,12194,8475,5942,11522,7809,5573,466.53
2012,Temple                             ,13262,4908,2867,14109,5759,2964,444.13
2012,Theydon Bois                       ,1259,929,445,1129,818,427,46.21
2012,Tooting Bec                        ,11438,8036,5134,10251,6719,5116,424.63
2012,Tooting Broadway                   ,21045,15658,10070,20470,14131,9866,823.88
2012,Tottenham Court Road               ,54489,46309,28907,55081,48343,28218,2301.38
2012,Tottenham Hale                     ,15177,11628,8126,15381,10595,7349,612.55
2012,Totteridge & Whetstone             ,3321,1791,1041,3089,1583,1023,113.78
2012,Tower Hill                         ,33376,30591,21013,33372,30256,21128,1462.26
2012,Tufnell Park                       ,6050,5033,3220,5187,4052,2901,234.08
2012,Turnham Green                      ,9592,6467,4218,9660,6257,4213,370.24
2012,Turnpike Lane                      ,14670,12039,8604,14589,10835,8437,608.79
2012,Upminster                          ,7641,4619,2035,8282,4210,2091,279.95
2012,Upminster Bridge                   ,2038,537,230,1989,458,238,59.62
2012,Upney                              ,3712,2178,1329,3313,1774,1109,127.47
2012,Upton Park                         ,16400,12605,8755,15267,12238,8198,651.64
2012,Uxbridge                           ,11878,6599,4075,11903,6223,4286,427.36
2012,Vauxhall                           ,37684,27360,17381,33902,24709,16916,1425.69
2012,Victoria                           ,126275,96658,70312,130050,92731,69643,5207.23
2012,Walthamstow Central                ,23987,17380,11242,23250,16779,11839,940.62
2012,Wanstead                           ,4110,2894,1732,4069,2645,1711,157.54
2012,Warren Street                      ,28841,10628,6618,29195,10220,6037,933.00
2012,Warwick Avenue                     ,7151,5074,3235,6438,4433,3154,267.55
2012,Waterloo                           ,139941,91036,51622,146314,91296,54391,5354.35
2012,Watford                            ,2740,1355,877,2635,1334,858,94.42
2012,Wembley Central                    ,7519,6689,4645,7924,6660,5086,333.15
2012,Wembley Park                       ,16104,12131,11520,15589,11481,11459,675.27
2012,West Acton                         ,2604,1728,1048,2486,1566,1001,96.57
2012,West Brompton                      ,6993,5780,4005,6868,5485,3543,288.50
2012,West Finchley                      ,2423,1267,708,2164,1070,704,80.61
2012,West Ham                           ,5258,4288,2864,4714,3880,2619,208.44
2012,West Hampstead                     ,15982,12085,7807,14479,9553,7131,605.69
2012,West Harrow                        ,1797,1082,613,1808,1170,652,66.75
2012,West Kensington                    ,8560,6034,4403,6910,4683,3687,308.81
2012,West Ruislip                       ,2645,2017,1099,2472,1717,986,100.10
2012,Westbourne Park                    ,5936,3736,2196,5012,3010,1965,204.54
2012,Westminster                        ,31925,31311,23020,32353,30247,21425,1448.70
2012,White City                         ,12702,6580,4304,12330,6547,4334,446.55
2012,Whitechapel                        ,21412,11897,8098,21477,11628,8252,779.97
2012,Willesden Green                    ,13129,10190,7330,12201,8640,6895,518.34
2012,Willesden Junction                 ,6468,4343,2379,6463,3938,2448,242.63
2012,Wimbledon                          ,20137,13029,8929,17927,11635,8704,734.91
2012,Wimbledon Park                     ,3589,2434,1272,3248,2020,1227,128.70
2012,Wood Green                         ,18064,14805,10352,17015,13611,9667,734.58
2012,Wood Lane                          ,5337,4366,2949,5828,4834,2958,231.76
2012,Woodford                           ,9028,6125,3489,6375,5013,3015,302.55
2012,Woodside Park                      ,4424,2504,1607,4254,2575,1793,160.37
2013,Acton Town                         ,9179,6562,4359,8892,6092,4438,357.06
2013,Aldgate                            ,12509,2826,2266,12060,3713,3187,379.75
2013,Aldgate East                       ,18861,13105,10971,17606,10942,9140,724.26
2013,Alperton                           ,4530,3301,2285,4715,3316,2356,184.16
2013,Amersham                           ,3489,1664,1111,3344,1777,1151,120.40
2013,Angel                              ,30213,22180,12718,29507,22772,12438,1179.40
2013,Archway                            ,13421,9195,6105,12618,7754,5764,502.28
2013,Arnos Grove                        ,7177,5612,3840,6641,4908,3550,282.43
2013,Arsenal                            ,5020,4244,2991,4271,3436,2799,198.48
2013,Baker Street                       ,45202,30329,22818,43402,28753,21401,1737.05
2013,Balham                             ,19151,14303,8662,18830,13090,8587,749.31
2013,Bank & Monument                    ,89790,20298,10958,90437,19094,10041,2633.05
2013,Barbican                           ,18275,6146,4598,18399,6252,4575,590.40
2013,Barking                            ,24349,16798,11543,23894,15472,11178,939.29
2013,Barkingside                        ,2160,1069,632,2016,1036,644,73.10
2013,Barons Court                       ,12324,7045,4661,11260,5551,4385,427.87
2013,Bayswater                          ,7732,8503,7209,7368,8156,6471,372.17
2013,Becontree                          ,5184,3077,1818,4804,2770,1722,182.92
2013,Belsize Park                       ,9981,5646,4132,9058,5080,3802,352.21
2013,Bermondsey                         ,14045,9873,6807,13064,9039,6710,537.12
2013,Bethnal Green                      ,24458,19702,12631,22269,18367,12299,970.79
2013,Blackfriars                        ,21281,8992,7315,20202,7165,5441,696.07
2013,Blackhorse Road                    ,12561,9860,6867,11791,8558,6345,497.89
2013,Bond Street                        ,61848,54113,29820,59875,51162,27434,2528.13
2013,Borough                            ,7806,4956,3420,7818,5258,3420,299.53
2013,Boston Manor                       ,3282,2370,1626,3271,2064,1579,128.58
2013,Bounds Green                       ,9903,7869,5238,9019,6853,5084,389.91
2013,Bow Road                           ,9035,6596,4572,8396,5845,4662,350.13
2013,Brent Cross                        ,3506,2326,1731,3244,2142,1580,131.88
2013,Brixton                            ,42681,34507,23249,40285,33050,22829,1732.14
2013,Bromley-by-Bow                     ,5199,3583,2523,4977,3090,2370,197.91
2013,Buckhurst Hill                     ,3277,2029,963,3176,1801,938,116.46
2013,Burnt Oak                          ,6059,3833,2287,5662,3529,2225,219.80
2013,Caledonian Road                    ,9813,7102,4908,8750,5987,4621,370.53
2013,Camden Town                        ,30129,37630,16096,30832,45711,30658,1555.73
2013,Canada Water                       ,17203,15811,11505,16916,14172,11656,749.19
2013,Canary Wharf                       ,86253,29788,21565,88823,30625,22688,2828.06
2013,Canning Town                       ,14940,12280,10247,14340,10785,9700,625.94
2013,Cannon Street                      ,9562,2467,0,7986,1473,0,247.11
2013,Canons Park                        ,3909,2641,1615,3719,2409,1531,145.87
2013,Chalfont & Latimer                 ,2035,906,455,1825,771,354,63.93
2013,Chalk Farm                         ,8652,8939,7384,7258,6471,4884,368.23
2013,Chancery Lane                      ,29462,7056,3546,31352,7009,3341,891.92
2013,Charing Cross                      ,31161,27707,18018,25509,20111,12667,1195.18
2013,Chesham                            ,1330,668,393,961,604,354,41.24
2013,Chigwell                           ,1017,383,192,800,351,195,29.77
2013,Chiswick Park                      ,3310,1914,1229,3731,1828,1269,126.17
2013,Chorleywood                        ,1832,722,389,1580,747,393,56.71
2013,Clapham Common                     ,12751,10908,7279,14380,12029,7664,569.93
2013,Clapham North                      ,8254,8222,5100,10289,8329,5369,396.68
2013,Clapham South                      ,12863,8721,5742,11058,7732,5729,470.34
2013,Cockfosters                        ,2861,2917,2094,2846,2575,1977,129.57
2013,Colindale                          ,7628,5151,3319,6848,4328,3148,279.02
2013,Colliers Wood                      ,9371,7115,4864,8552,6206,4613,363.61
2013,Covent Garden                      ,27325,29017,22932,29296,47285,25755,1463.21
2013,Croxley                            ,1655,696,371,1534,667,364,52.95
2013,Dagenham East                      ,4125,2681,1580,3711,2297,1425,147.40
2013,Dagenham Heathway                  ,8568,5374,3138,8247,5003,3007,312.30
2013,Debden                             ,4143,1779,872,3872,1531,792,131.43
2013,Dollis Hill                        ,6583,4049,3218,3756,2210,1707,198.99
2013,Ealing Broadway                    ,27628,18088,12036,25474,16983,11384,1022.93
2013,Ealing Common                      ,5178,3824,2701,5250,3622,2646,208.35
2013,Earl's Court                       ,31814,29521,20713,30465,30250,20000,1391.70
2013,East Acton                         ,6192,4312,3056,6087,3736,2983,239.41
2013,East Finchley                      ,11104,6731,4339,10288,5711,4123,396.01
2013,East Ham                           ,21542,16137,11134,20651,14590,11054,850.49
2013,East Putney                        ,9358,6940,4788,8241,5658,4441,353.71
2013,Eastcote                           ,4572,2598,1427,4131,2385,1417,157.37
2013,Edgware                            ,6636,4127,3040,6487,3897,2940,249.40
2013,Edgware Road (Bak)                 ,0,0,0,0,0,0,0.00
2013,Edgware Road (Cir)                 ,13313,8450,5745,13085,8119,5342,499.56
2013,Elephant & Castle                  ,28628,19266,14951,26981,18048,13268,1094.63
2013,Elm Park                           ,4633,2283,1209,4293,2091,1208,153.85
2013,Embankment                         ,30162,28302,17652,29537,28892,17501,1312.76
2013,Epping                             ,5698,3805,2095,4310,3423,1912,195.11
2013,Euston                             ,58759,44415,35945,57442,44078,32293,2404.35
2013,Euston Square                      ,21268,7717,5837,21817,7625,5355,701.04
2013,Fairlop                            ,1698,885,489,1536,858,494,57.35
2013,Farringdon                         ,40469,9357,5631,39199,9571,4952,1180.99
2013,Finchley Central                   ,8736,5808,3281,8596,4901,3338,323.60
2013,Finchley Road                      ,15891,11251,8337,15009,10285,7955,616.75
2013,Finsbury Park                      ,42150,39036,22783,40194,30889,21338,1732.64
2013,Fulham Broadway                    ,16007,11762,7286,15413,10643,6787,617.39
2013,Gants Hill                         ,10007,5838,3801,9540,5589,3775,361.02
2013,Gloucester Road                    ,23471,17948,13755,22179,17218,12260,943.53
2013,Golders Green                      ,11851,8260,6384,11298,7384,5935,459.47
2013,Goldhawk Road                      ,2967,2105,1198,2720,1918,1273,111.12
2013,Goodge Street                      ,14264,6069,3199,14298,6148,3042,472.10
2013,Grange Hill                        ,1044,469,223,898,395,220,32.49
2013,Great Portland Street              ,13590,4725,3503,13009,4362,2868,427.88
2013,Green Park                         ,54065,32066,21514,60361,39827,25464,2153.03
2013,Greenford                          ,7117,4638,2836,6920,4412,2662,265.17
2013,Gunnersbury                        ,7741,3884,2546,7641,3399,2257,266.79
2013,Hainault                           ,5413,2933,1824,5033,2704,1752,187.42
2013,Hammersmith (Dis)                  ,47797,31661,21968,45740,28666,20140,1796.86
2013,Hammersmith (H&C)                  ,15281,10124,6773,13084,9303,6290,554.33
2013,Hampstead                          ,6552,4785,3805,6571,4921,4003,269.89
2013,Hanger Lane                        ,6060,3880,2546,5666,3420,2251,221.08
2013,Harlesden                          ,4391,2468,1629,4193,2264,1525,155.79
2013,Harrow & Wealdstone                ,7904,5010,3293,7137,4240,3031,283.83
2013,Harrow-on-the-Hill                 ,14354,9684,6423,15032,9686,6526,564.89
2013,Hatton Cross                       ,4971,3682,2904,4533,3142,2471,193.16
2013,Heathrow Terminal 4                ,3352,4263,4219,2871,3677,3247,170.55
2013,Heathrow Terminal 5                ,5959,5850,6746,5042,4934,5182,273.18
2013,Heathrow Terminals 123             ,12003,12209,12474,10238,10272,10369,549.87
2013,Hendon Central                     ,11757,6467,4371,10890,5381,4057,407.70
2013,High Barnet                        ,4760,2868,1830,4381,2425,1703,168.65
2013,High Street Kensington             ,20371,16360,11335,20989,16398,10551,851.04
2013,Highbury & Islington               ,27741,21811,14223,28030,22384,15029,1145.82
2013,Highgate                           ,7724,5229,3287,7099,4520,3154,284.93
2013,Hillingdon                         ,2910,1713,953,2437,1557,934,98.87
2013,Holborn                            ,56102,28027,16612,58751,29603,16746,1996.78
2013,Holland Park                       ,5706,3487,2303,5272,3237,2218,206.29
2013,Holloway Road                      ,11480,7780,5324,11262,7047,5210,439.33
2013,Hornchurch                         ,3487,1520,779,3387,1506,783,114.54
2013,Hounslow Central                   ,6275,4254,3235,6074,4083,3059,243.43
2013,Hounslow East                      ,6602,5152,3827,6774,4753,3661,272.97
2013,Hounslow West                      ,5289,4118,3219,4868,3730,2880,211.85
2013,Hyde Park Corner                   ,7735,8226,7194,8427.142857,8401,7197,388.33
2013,Ickenham                           ,1821,1014,593,1736,965,603,64.07
2013,Kennington                         ,7439,5560,3716,7072,5229,3870,293.62
2013,Kensal Green                       ,4354,3286,2096,3615,2621,1953,160.92
2013,Kensington (Olympia)               ,1527,6601,3865,1500,5983,3869,162.29
2013,Kentish Town                       ,10291,7107,5082,10219,6326,4444,396.91
2013,Kenton                             ,3373,2088,1351,3147,1948,1326,122.74
2013,Kew Gardens                        ,5637,4329,3168,5267,3870,2555,221.66
2013,Kilburn                            ,12268,9709,6902,11560,8699,6731,493.24
2013,Kilburn Park                       ,5269,4466,3260,5208,4257,3123,222.94
2013,King's Cross St. Pancras           ,133310,100698,81643,124371.8125,98805,75969,5387.97
2013,Kingsbury                          ,6805,4140,2851,6538,3811,2721,249.62
2013,Knightsbridge                      ,30760,34652,24458,29879,32073,20594,1442.04
2013,Ladbroke Grove                     ,8903,10330,4591,8083,6631,3647,370.80
2013,Lambeth North                      ,4673,4324,2998,4317,3713,2622,196.03
2013,Lancaster Gate                     ,10424,8499,6619,10088,8076,5977,433.81
2013,Latimer Road                       ,3737,1875,1387,3575,1635,1327,129.42
2013,Leicester Square                   ,53186,76347,41370,49597,74601,39025,2714.82
2013,Leyton                             ,21386,16763,11616,20409,14430,11016,851.40
2013,Leytonstone                        ,16709,12004,8065,15927,10872,7742,644.89
2013,Liverpool Street                   ,107083,60220,51082,110510,61484,59324,4113.08
2013,London Bridge                      ,112634,81268,53203,106801,76551,51218,4351.77
2013,Loughton                           ,5241,3039,1580,5294,2993,1595,188.84
2013,Maida Vale                         ,5468,4084,2726,4988,3403,2581,209.14
2013,Manor House                        ,14635,11867,8970,13385,9974,8560,589.63
2013,Mansion House                      ,10471,2915,2099,10351,2420,1701,316.89
2013,Marble Arch                        ,25494,22807,16786,23263,19701,13988,1057.74
2013,Marylebone                         ,21138,13341,9411,21882,13797,9285,817.47
2013,Mile End                           ,23906,16839,11522,21076,14719,11342,895.34
2013,Mill Hill East                     ,1739,1007,624,2102,1196,715,69.63
2013,Moor Park                          ,1472,592,295,1407,578,301,47.03
2013,Moorgate                           ,39795,6029,3912,39906,7488,4798,1134.41
2013,Morden                             ,12729,8061,5777,11855,7347,5670,471.26
2013,Mornington Crescent                ,7324,4294,11830,6329,2999,2040,295.76
2013,Neasden                            ,5199,3308,2410,4675,3101,2269,191.21
2013,Newbury Park                       ,7961,4618,3329,6263,3777,2784,267.16
2013,North Acton                        ,9033,5612,4017,8551,5145,3727,332.99
2013,North Ealing                       ,1446,915,554,1352,787,540,52.21
2013,North Greenwich                    ,32687,26233,19913,34926,28928,21165,1427.68
2013,North Harrow                       ,2909,1408,877,2793,1308,853,98.71
2013,North Wembley                      ,2715,1843,1235,2518,1640,1176,101.56
2013,Northfields                        ,6674,4348,3035,6427,3971,2988,251.38
2013,Northolt                           ,7583,5314,3311,7051,4808,3176,285.16
2013,Northwick Park                     ,6764,2835,2234,6683,2593,2217,228.19
2013,Northwood                          ,4194,2035,1104,3516,1818,1091,134.08
2013,Northwood Hills                    ,2667,1264,843,2327,1128,780,87.20
2013,Notting Hill Gate                  ,24232,29484,15368,23864,34860,16500,1194.99
2013,Oakwood                            ,4190,3378,2351,4363,3197,2383,175.78
2013,Old Street                         ,36342,19440,12150,36048,21745,11572,1305.11
2013,Osterley                           ,3709,2827,1960,3530,2386,1690,144.85
2013,Oval                               ,9548,7142,4808,8955,6106,4375,368.89
2013,Oxford Circus                      ,125202,104570,59447,136663,121075,63630,5416.75
2013,Paddington                         ,78311,54556,45320,76742,51924,38500,3094.68
2013,Park Royal                         ,2653,1542,931,2774,1558,928,98.36
2013,Parsons Green                      ,10754,6955,4129,10116,6342,4022,393.25
2013,Perivale                           ,3698,2420,1564,3507,2240,1466,137.35
2013,Piccadilly Circus                  ,58808,70850,41896,57348,73782,39385,2842.91
2013,Pimlico                            ,16980,10388,7789,15641,9767,7665,624.70
2013,Pinner                             ,4491,2113,1394,4325,1972,1380,152.36
2013,Plaistow                           ,10096,6647,4870,9629,6408,4917,385.64
2013,Preston Road                       ,5278,2859,2298,5026,2613,2155,189.14
2013,Putney Bridge                      ,8998,7200,4672,9325,6860,4763,372.67
2013,Queen's Park                       ,9297,6142,4537,8297,5371,4414,344.69
2013,Queensbury                         ,6264,3961,2645,6177,3751,2520,234.48
2013,Queensway                          ,11781,12701,9779,12330,12876,9640,573.87
2013,Ravenscourt Park                   ,4653,2842,1815,4347,2559,1737,167.59
2013,Rayners Lane                       ,6734,3987,2563,6594,3813,2592,246.10
2013,Redbridge                          ,4455,3007,1978,4067,2596,1829,164.37
2013,Regent's Park                      ,5808,2957,2147,6661,3955,2610,226.48
2013,Richmond                           ,11797,10774,5676,12583,10463,5866,507.15
2013,Rickmansworth                      ,4058,1728,929,3711,1592,864,129.06
2013,Roding Valley                      ,472,177,88,351,154,86,13.48
2013,Royal Oak                          ,4050,2352,1692,3856,2158,1637,146.72
2013,Ruislip                            ,2765,1762,1035,2819,1716,995,103.79
2013,Ruislip Gardens                    ,1777,1200,610,1457,989,596,61.60
2013,Ruislip Manor                      ,3011,1634,919,2929,1501,921,105.05
2013,Russell Square                     ,19464,15553,12191,19719,15802,11669,824.74
2013,Seven Sisters                      ,22739,19138,13965,20929,16214,12783,924.71
2013,Shepherd's Bush (Cen)              ,35477,32202,21053,32748,29832,19379,1481.71
2013,Shepherd's Bush (H&C)              ,5477,4741,2914,4926,4224,2856,220.63
2013,Sloane Square                      ,25947,20435,12280,25539,20263,11754,1042.30
2013,Snaresbrook                        ,4913,2397,1356,3747,2190,1337,153.61
2013,South Ealing                       ,5579,3724,2487,5516,3442,2547,213.26
2013,South Harrow                       ,3604,2604,1739,3583,2505,1714,142.23
2013,South Kensington                   ,48383,43051,33128,47931,43534,32659,2127.96
2013,South Kenton                       ,1769,999,565,1600,916,631,61.31
2013,South Ruislip                      ,2947,2088,1170,2683,1887,1118,109.17
2013,South Wimbledon                    ,6462,4008,2454,5759,3782,2480,231.16
2013,South Woodford                     ,6660,4469,2455,8284,5068,2862,277.84
2013,Southfields                        ,9714,6973,4255,8632,5792,3959,358.79
2013,Southgate                          ,8494,5843,3672,8658,5754,3851,331.53
2013,Southwark                          ,22904,9393,5949,23387,10512,6096,775.35
2013,St. James's Park                   ,26909,7622,5209,25756,7336,5368,815.83
2013,St. John's Wood                    ,11664,7586,4864,11688,7491,4923,444.35
2013,St. Paul's                         ,27192,13267,9145,28156,13274,8752,964.17
2013,Stamford Brook                     ,4470,2826,1719,4203,2455,1605,161.53
2013,Stanmore                           ,5688,3615,2631,5637,3440,2637,216.61
2013,Stepney Green                      ,8440,5645,3859,7465,4707,3601,308.07
2013,Stockwell                          ,16796,11308,7838,12709,9366,7162,588.10
2013,Stonebridge Park                   ,4205,2494,1790,4040,2410,1657,154.17
2013,Stratford                          ,80455,83432,55245,76757,78651,51541,3611.72
2013,Sudbury Hill                       ,3269,2094,1322,3216,1973,1318,122.25
2013,Sudbury Town                       ,3377,2303,1596,2911,1852,1326,122.16
2013,Swiss Cottage                      ,12844,8692,6123,11976,7976,5536,483.81
2013,Temple                             ,13473,5341,2904,14179,5905,2882,451.44
2013,Theydon Bois                       ,1401,937,421,1299,835,404,50.03
2013,Tooting Bec                        ,11454,8109,5434,10265,6791,5281,428.45
2013,Tooting Broadway                   ,21302,16015,10695,20847,14574,10503,843.69
2013,Tottenham Court Road               ,59073,46929,28928,58396,48216,28633,2406.59
2013,Tottenham Hale                     ,15853,12363,8638,16243,11212,7881,646.28
2013,Totteridge & Whetstone             ,3466,1637,998,3150,1457,968,114.01
2013,Tower Hill                         ,34187,31219,22788,34399,33461,22962,1528.55
2013,Tufnell Park                       ,6510,5116,3381,5715,4009,2928,247.79
2013,Turnham Green                      ,9744,6895,4358,9903,6496,4599,382.37
2013,Turnpike Lane                      ,15578,13051,9177,15716,11837,9125,654.21
2013,Upminster                          ,8042,4974,2191,8593,4461,2224,294.49
2013,Upminster Bridge                   ,2049,623,281,1948,556,248,60.80
2013,Upney                              ,4000,2334,1527,3550,1950,1249,138.05
2013,Upton Park                         ,16658,12594,8699,15738,12016,8323,659.58
2013,Uxbridge                           ,12379,7422,4617,12464,6853,4872,456.30
2013,Vauxhall                           ,41766,28438,19420,37677,25608,18490,1556.62
2013,Victoria                           ,128698,103832,74678,128819,98836,76027,5367.62
2013,Walthamstow Central                ,26056,20710,12655,25490,20069,13098,1052.61
2013,Wanstead                           ,4465,3172,1816,4256,2899,1756,168.61
2013,Warren Street                      ,31202,10917,7240,30883,10003,6340,989.61
2013,Warwick Avenue                     ,7607,5413,3677,6865,4846,3568,288.09
2013,Waterloo                           ,144711,91517,52220,146113,92455,53765,5423.79
2013,Watford                            ,2900,1393,833,2693,1352,817,97.11
2013,Wembley Central                    ,5850,4978,3634,8066,6572,4347,291.64
2013,Wembley Park                       ,18015,13514,11224,17760,13322,10616,741.75
2013,West Acton                         ,2828,1958,1170,2574,1714,1117,104.31
2013,West Brompton                      ,6519,6475,4057,7288,5916,3959,297.51
2013,West Finchley                      ,2436,1312,741,2142,1084,752,81.33
2013,West Ham                           ,5439,4448,3116,4860,4033,2888,217.36
2013,West Hampstead                     ,17027,12040,7218,15319,10163,6704,627.50
2013,West Harrow                        ,1866,1054,602,1864,1139,638,67.80
2013,West Kensington                    ,8447,6101,4277,7321,4873,3868,314.27
2013,West Ruislip                       ,2572,2238,1144,2390,1928,1029,101.49
2013,Westbourne Park                    ,6489,4372,2620,5462,3563,2431,229.73
2013,Westminster                        ,34336,33523,22928,34663,32866,21010,1537.23
2013,White City                         ,12067,6878,4143,11772,6582,4172,432.18
2013,Whitechapel                        ,23676,13542,9108,23571,13545,9313,869.06
2013,Willesden Green                    ,13623,11208,6791,12768,9938,6502,541.94
2013,Willesden Junction                 ,6735,4560,2519,6766,4156,2593,254.15
2013,Wimbledon                          ,23148,15051,9210,22355,15401,9431,870.68
2013,Wimbledon Park                     ,3562,2601,1448,3225,2118,1362,131.51
2013,Wood Green                         ,19685,15323,11029,18330,14469,10590,788.82
