Year,Station,Entry-Weekday,Entry-Sat,Entry-Sun,Exit-Weekday,Exit-Sat,Exit-Sun,Entry & Exit-Annual
2008,Kennington                         ,6474,5078,3371,6449,4675,3486,262.95
2008,Kensal Green                       ,4424,3086,2075,3878,2652,1858,163.24
2008,Kensington (Olympia)               ,1270,1041,5278,1144,894,4968,97.10
2008,Kentish Town                       ,11501,7723,5548,11150,6682,4933,435.40
2008,Kenton                             ,2437,1142,874,2473,1185,965,86.64
2008,Kew Gardens                        ,5159,4470,2600,4495,3405,2762,202.07
2008,Kilburn                            ,13330,11238,7557,12694,9871,7290,545.22
2008,Kilburn Park                       ,5684,4728,3042,5400,4230,2931,230.13
2008,King's Cross St. Pancras           ,99440,85589,64682,101553,83156,61450,4304.08
2008,Kingsbury                          ,5580,3598,2390,5032,3446,2241,204.41
2008,Knightsbridge                      ,27351,33621,22743,27005,32669,18649,1340.36
2008,Ladbroke Grove                     ,8604,9850,4103,7775,6675,3281,355.56
2008,Lambeth North                      ,5043,4075,2990,4724,3672,2527,203.24
2008,Lancaster Gate                     ,9305,6927,5081,9133,7034,4785,375.77
2008,Latimer Road                       ,3595,1905,1393,3517,1674,1349,127.48
2008,Leicester Square                   ,45305,58109,34549,48155,64180,30940,2324.90
2008,Leyton                             ,19414,16442,11461,18775,15570,10917,809.55
2008,Leytonstone                        ,15693,11334,7218,15423,10473,7175,610.98
2008,Liverpool Street                   ,101942,58415,48985,105113,58643,47456,3879.68
2008,London Bridge                      ,99052,66478,41503,93477,67378,41233,3738.64
2008,Loughton                           ,4475,2448,1193,4478,2441,1242,157.51
2008,Maida Vale                         ,5338,3730,2395,4824,3233,2337,198.87
2008,Manor House                        ,13343,11869,8371,12580,9632,8142,555.69
2008,Mansion House                      ,9392,2721,1906,9824,2063,1650,291.69
2008,Marble Arch                        ,23840,25173,16954,23098,23616,15040,1081.71
2008,Marylebone                         ,17900,11588,8116,18472,12530,7574,698.21
2008,Mile End                           ,21789,15013,9800,20384,13429,9761,821.44
2008,Mill Hill East                     ,1560,881,506,1757,1021,577,59.78
2008,Moor Park                          ,1326,570,328,1273,588,328,43.74
2008,Moorgate                           ,40129,6065,3313,43520,6325,3729,1167.41
2008,Morden                             ,10767,6750,4662,10548,6804,4719,406.57
2008,Mornington Crescent                ,6859,3603,8812,6299,2976,1671,265.97
2008,Neasden                            ,4911,3448,2267,4488,3299,2182,186.21
2008,Newbury Park                       ,6559,3574,2217,5279,3094,2033,215.64
2008,North Acton                        ,8630,4894,3314,8111,4483,3110,306.30
2008,North Ealing                       ,1571,891,514,1463,808,520,54.82
2008,North Greenwich                    ,26229,22786,14520,27837,23256,14106,1133.37
2008,North Harrow                       ,2620,1249,697,2428,1090,683,86.21
2008,North Wembley                      ,2321,1550,964,2149,1540,868,86.26
2008,Northfields                        ,6693,4221,2829,6353,3855,2863,247.34
2008,Northolt                           ,5949,3969,2478,5303,3447,2328,216.00
2008,Northwick Park                     ,6475,2948,2029,6209,2620,2000,217.42
2008,Northwood                          ,3369,1833,1028,3091,1624,1028,114.92
2008,Northwood Hills                    ,2476,1232,729,2183,1109,586,81.04
2008,Notting Hill Gate                  ,23680,28427,14541,23388,32418,15649,1150.63
2008,Oakwood                            ,4482,3386,2007,4411,3310,2096,177.54
2008,Old Street                         ,32468,16571,9724,31669,19430,9686,1144.33
2008,Osterley                           ,3350,2207,1484,3241,2058,1386,126.15
2008,Oval                               ,9434,7965,5173,8689,6577,4656,376.31
2008,Oxford Circus                      ,108596,82229,44282,120727,95956,51151,4548.91
2008,Paddington                         ,63268,44472,37575,62551,45073,33873,2548.31
2008,Park Royal                         ,2493,1747,1018,2614,1749,998,97.81
2008,Parsons Green                      ,8831,5348,3222,7916,4818,2893,310.17
2008,Perivale                           ,3513,2170,1266,3318,1973,1228,126.41
2008,Piccadilly Circus                  ,53729,61898,35218,56886,68295,34232,2612.45
2008,Pimlico                            ,13691,8087,5382,13561,8456,5752,509.84
2008,Pinner                             ,3920,2014,1014,3923,1889,1052,135.16
2008,Plaistow                           ,10076,7606,5560,9602,5962,5015,393.31
2008,Preston Road                       ,5197,3280,2137,4803,2990,1990,188.97
2008,Putney Bridge                      ,7979,6320,4217,8870,7688,4512,349.22
2008,Queen's Park                       ,9772,6539,4217,8366,4983,3828,347.32
2008,Queensbury                         ,5363,3010,2020,5181,2840,1951,192.06
2008,Queensway                          ,12266,11328,8963,12378,11580,8850,554.51
2008,Ravenscourt Park                   ,4365,2471,1630,4295,2216,1558,156.61
2008,Rayners Lane                       ,6296,4014,2567,6151,3716,2491,234.15
2008,Redbridge                          ,3873,2501,1539,3750,2327,1499,143.72
2008,Regent's Park                      ,4997,2564,1681,6136,3322,2066,197.65
2008,Richmond                           ,11301,8648,6688,10674,8556,7641,464.98
2008,Rickmansworth                      ,3447,1391,780,3177,1267,732,108.80
2008,Roding Valley                      ,410,157,78,313,130,73,11.81
2008,Royal Oak                          ,2903,1931,1314,2912,1859,1375,112.22
2008,Ruislip                            ,2516,1812,940,2615,1770,873,97.65
2008,Ruislip Gardens                    ,1556,918,466,1343,770,451,52.50
2008,Ruislip Manor                      ,2646,1578,762,2513,1425,772,92.79
2008,Russell Square                     ,20656,16035,11687,20987,16335,11612,859.23
2008,Seven Sisters                      ,21254,16509,10494,20344,14124,10189,834.91
2008,Shepherd's Bush (Cen)              ,30488,34901,22720,27078,33262,21625,1408.92
2008,Shepherd's Bush (H&C)              ,5586,5437,3174,5145,4537,2759,232.51
2008,Sloane Square                      ,23339,16711,9741,23655,16998,9754,915.24
2008,Snaresbrook                        ,4313,1865,1077,3282,1593,1005,129.56
2008,South Ealing                       ,5403,3675,2388,5283,3433,2419,206.56
2008,South Harrow                       ,3421,2456,1517,3508,2411,1575,135.42
2008,South Kensington                   ,43170,34074,25260,43328,34967,25730,1810.20
2008,South Kenton                       ,1358,868,458,1323,783,508,49.69
2008,South Ruislip                      ,2711,1631,859,2626,1477,835,96.55
2008,South Wimbledon                    ,6131,3984,2624,5559,3858,2707,226.84
2008,South Woodford                     ,6584,3713,1642,6231,3833,1788,228.83
2008,Southfields                        ,9615,7489,4469,7913,5834,4063,354.29
2008,Southgate                          ,8176,5243,3111,8203,5021,3248,306.98
2008,Southwark                          ,16976,5300,3349,17390,5508,3540,538.73
2008,St. James's Park                   ,22869,5876,4117,24521,6866,4989,725.76
2008,St. John's Wood                    ,10663,6721,4636,10700,6629,4880,406.47
2008,St. Paul's                         ,21775,9914,6160,22474,9601,6313,749.92
2008,Stamford Brook                     ,4360,3076,1906,4051,2643,1754,162.96
2008,Stanmore                           ,4450,3105,1928,4435,2853,1830,170.84
2008,Stepney Green                      ,7551,4414,3178,6762,3578,2980,265.50
2008,Stockwell                          ,14764,9446,6355,11763,8262,6007,516.53
2008,Stonebridge Park                   ,3397,1819,1546,3525,1854,1599,127.65
2008,Stratford                          ,39831,31524,24060,43902,30151,24067,1711.61
2008,Sudbury Hill                       ,3470,2203,1419,3341,2104,1390,128.84
2008,Sudbury Town                       ,3677,2486,1623,3441,2341,1628,138.50
2008,Swiss Cottage                      ,11528,7607,5211,10948,7223,5024,434.42
2008,Temple                             ,11789,3968,2042,12389,4316,1807,378.22
2008,Theydon Bois                       ,1113,609,306,1078,573,315,38.61
2008,Tooting Bec                        ,11455,8382,5285,10575,7054,5178,434.49
2008,Tooting Broadway                   ,20399,15614,9928,20230,14333,9741,812.19
2008,Tottenham Court Road               ,55558,45998,26143,56803,51338,26145,2327.07
2008,Tottenham Hale                     ,13808,9008,6343,12852,8226,5634,512.40
2008,Totteridge & Whetstone             ,3073,1739,1029,2925,1554,965,107.69
2008,Tower Hill                         ,31178,25032,18450,30175,25577,18023,1296.98
2008,Tufnell Park                       ,5730,4345,2851,4673,3352,2461,210.24
2008,Turnham Green                      ,9495,6617,4076,9593,6348,4185,368.87
2008,Turnpike Lane                      ,14684,13007,8765,15134,12062,8635,631.98
2008,Upminster                          ,7335,4181,1836,7482,3837,2020,259.35
2008,Upminster Bridge                   ,1928,386,122,1558,347,115,49.96
2008,Upney                              ,3266,1902,1134,2810,1324,1097,109.70
2008,Upton Park                         ,15306,10847,7568,14682,10628,7484,597.94
2008,Uxbridge                           ,11205,7135,4059,11369,6751,4398,419.71
2008,Vauxhall                           ,32146,18697,12495,28321,16635,11615,1121.60
2008,Victoria                           ,120457,87738,59674,126832,82113,59127,4853.17
2008,Walthamstow Central                ,22748,16105,10624,21735,15271,11007,880.22
2008,Wanstead                           ,3717,2488,1367,3619,2265,1354,137.96
2008,Warren Street                      ,25198,8977,5339,25503,8880,5307,810.34
2008,Warwick Avenue                     ,7060,4961,3165,6340,4421,3250,264.40
2008,Waterloo                           ,123951,86141,47062,125238,76579,49491,4715.13
2008,Watford                            ,2832,1536,969,2542,1411,927,97.06
2008,Wembley Central                    ,5601,4652,2777,5139,4290,2676,222.97
2008,Wembley Park                       ,14698,12944,13634,14959,14694,16972,714.43
2008,West Acton                         ,2711,1846,1174,2562,1701,1138,101.92
2008,West Brompton                      ,5559,4418,2622,6057,4261,2867,231.97
2008,West Finchley                      ,2166,1143,651,1936,966,629,72.31
2008,West Ham                           ,5011,3387,2315,4630,3283,2244,189.28
2008,West Hampstead                     ,12667,9579,6127,10302,7417,5229,462.25
2008,West Harrow                        ,2000,998,615,1985,1028,628,69.94
2008,West Kensington                    ,8003,5877,3939,6750,4736,3458,295.23
2008,West Ruislip                       ,2176,1390,683,2077,1239,783,78.55
2008,Westbourne Park                    ,5650,3786,2206,4256,3077,1951,192.35
2008,Westminster                        ,27726,25957,18921,28512,24695,18132,1236.48
2008,White City                         ,15313,9696,5494,15037,9439,5557,565.83
2008,Whitechapel                        ,18968,9867,7596,19072,9927,7597,688.21
2008,Willesden Green                    ,12882,10025,7037,12242,8637,6754,512.18
2008,Willesden Junction                 ,5420,4191,2317,5636,3885,2449,217.31
2008,Wimbledon                          ,22939,16754,10740,24293,17641,11698,937.47
2008,Wimbledon Park                     ,3423,2637,1631,3095,2196,1482,130.47
2008,Wood Green                         ,17199,14094,9822,15847,12815,9300,694.45
2008,Wood Lane                          ,5085,6666,3854,5370,6944,4065,262.75
2008,Woodford                           ,7761,4715,2501,6505,4068,2289,263.03
2008,Woodside Park                      ,4135,2301,1455,3489,1506,1616,137.48
2009,Acton Town                         ,8601,5816,4231,8595,5803,4324,337.69
2009,Aldgate                            ,10941,2349,1540,10639,3178,2308,327.14
2009,Aldgate East                       ,14818,8816,7393,14175,7990,6823,550.48
2009,Alperton                           ,4546,3340,2461,4916,3507,2530,190.13
2009,Amersham                           ,3496,1567,841,3677,1801,825,120.93
2009,Angel                              ,27759,23368,13769,27743,23497,12892,1147.23
2009,Archway                            ,13380,8945,5692,12501,7504,5244,492.13
2009,Arnos Grove                        ,6939,5144,3109,6679,4602,2986,267.80
2009,Arsenal                            ,4919,4288,2662,4273,3793,2524,196.55
2009,Baker Street                       ,40126,30984,21045,39239,29422,19908,1612.44
2009,Balham                             ,17843,12943,7916,18650,12904,8573,715.43
2009,Bank & Monument                    ,72941,18484,10002,75435,18969,9807,2212.98
2009,Barbican                           ,16096,5494,3866,16457,5424,3890,521.44
2009,Barking                            ,20857,13446,8434,21372,13245,8073,793.48
2009,Barkingside                        ,1677,724,433,1664,763,459,56.44
2009,Barons Court                       ,10983,5950,3968,10164,4665,3610,376.32
2009,Bayswater                          ,8910,9672,8260,8935,9397,7557,433.66
2009,Becontree                          ,4098,2194,1528,3900,2163,1367,144.54
2009,Belsize Park                       ,10047,6327,4496,9441,5907,4216,371.77
